Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame,WAvgPoints
G,J.T. Poston (27430898),J.T. Poston,27430898,G,7300,RBC Heritage,Golf,61.68,104.856
G,Seamus Power (27430899),Seamus Power,27430899,G,7300,RBC Heritage,Golf,78.64,78.64
G,Adam Hadwin (27430900),Adam Hadwin,27430900,G,7300,RBC Heritage,Golf,70.04,84.048
G,Brian Harman (27430901),Brian Harman,27430901,G,7300,RBC Heritage,Golf,66.27,66.27
G,Billy Horschel (27430902),Billy Horschel,27430902,G,7300,RBC Heritage,Golf,54.23,54.23
G,Matt Wallace (27430903),Matt Wallace,27430903,G,7300,RBC Heritage,Golf,59.67,59.67
G,Sepp Straka (27430904),Sepp Straka,27430904,G,7200,RBC Heritage,Golf,58.15,58.15
G,Harris English (27430905),Harris English,27430905,G,7200,RBC Heritage,Golf,57.72,57.72
G,Denny McCarthy (27430906),Denny McCarthy,27430906,G,7200,RBC Heritage,Golf,66.97,66.97
G,Maverick McNealy (27430907),Maverick McNealy,27430907,G,7200,RBC Heritage,Golf,63.71,63.71
G,Ryan Fox (27430908),Ryan Fox,27430908,G,7200,RBC Heritage,Golf,65.23,65.23
G,Kyoung-Hoon Lee (27430909),Kyoung-Hoon Lee,27430909,G,7200,RBC Heritage,Golf,68.88,68.88
G,Sam Ryder (27430910),Sam Ryder,27430910,G,7200,RBC Heritage,Golf,64.84,64.84
G,Kurt Kitayama (27430911),Kurt Kitayama,27430911,G,7100,RBC Heritage,Golf,58.68,58.68
G,Christiaan Bezuidenhout (27430912),Christiaan Bezuidenhout,27430912,G,7100,RBC Heritage,Golf,65.93,65.93
G,Davis Riley (27430913),Davis Riley,27430913,G,7100,RBC Heritage,Golf,57.06,57.06
G,Cameron Davis (27430914),Cameron Davis,27430914,G,7100,RBC Heritage,Golf,53.68,53.68
G,Patrick Rodgers (27430915),Patrick Rodgers,27430915,G,7100,RBC Heritage,Golf,61.71,61.71
G,Thomas Detry (27430916),Thomas Detry,27430916,G,7100,RBC Heritage,Golf,72.19,72.19
G,Ben Martin (27430917),Ben Martin,27430917,G,7100,RBC Heritage,Golf,62.16,68.376
G,Justin Suh (27430918),Justin Suh,27430918,G,7000,RBC Heritage,Golf,60.25,60.25
G,Adam Svensson (27430919),Adam Svensson,27430919,G,7000,RBC Heritage,Golf,62.09,62.09
G,Sam Stevens (27430920),Sam Stevens,27430920,G,7000,RBC Heritage,Golf,59.1,59.1
G,Aaron Rai (27430921),Aaron Rai,27430921,G,7000,RBC Heritage,Golf,61.38,61.38
G,Mackenzie Hughes (27430922),Mackenzie Hughes,27430922,G,7000,RBC Heritage,Golf,60.96,60.96
G,Emiliano Grillo (27430923),Emiliano Grillo,27430923,G,7000,RBC Heritage,Golf,59.1,59.1
G,Stephan Jaeger (27430924),Stephan Jaeger,27430924,G,7000,RBC Heritage,Golf,66.7,66.7
G,J.J. Spaun (27430925),J.J. Spaun,27430925,G,6900,RBC Heritage,Golf,63.64,63.64
G,Brendon Todd (27430926),Brendon Todd,27430926,G,6900,RBC Heritage,Golf,64.71,71.181
G,Nick Taylor (27430927),Nick Taylor,27430927,G,6900,RBC Heritage,Golf,65.6,65.6
G,Joel Dahmen (27430928),Joel Dahmen,27430928,G,6900,RBC Heritage,Golf,65.57,72.127
G,Ben Griffin (27430929),Ben Griffin,27430929,G,6900,RBC Heritage,Golf,70.31,70.31
G,Danny Willett (27430930),Danny Willett,27430930,G,6900,RBC Heritage,Golf,56.83,56.83
G,Taylor Pendrith (27430931),Taylor Pendrith,27430931,G,6900,RBC Heritage,Golf,58.35,58.35
G,Brandon Wu (27430932),Brandon Wu,27430932,G,6900,RBC Heritage,Golf,62.97,62.97
G,Lucas Herbert (27430933),Lucas Herbert,27430933,G,6800,RBC Heritage,Golf,57.11,57.11
G,Scott Stallings (27430934),Scott Stallings,27430934,G,6800,RBC Heritage,Golf,60.25,60.25
G,Hayden Buckley (27430935),Hayden Buckley,27430935,G,6800,RBC Heritage,Golf,62.96,62.96
G,Akshay Bhatia (27430936),Akshay Bhatia,27430936,G,6800,RBC Heritage,Golf,70.23,70.23
G,Adam Schenk (27430937),Adam Schenk,27430937,G,6800,RBC Heritage,Golf,57.75,57.75
G,Nick Hardy (27430938),Nick Hardy,27430938,G,6800,RBC Heritage,Golf,58.94,58.94
G,Tyler Duncan (27430939),Tyler Duncan,27430939,G,6800,RBC Heritage,Golf,50.53,50.53
G,Lanto Griffin (27430940),Lanto Griffin,27430940,G,6800,RBC Heritage,Golf,60.33,60.33
