Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame,Status,WAvgPoints
PG/SF,Bruce Brown (27190561),Bruce Brown,27190561,PG/SF/F/G/UTIL,4400,MIL@DEN 03/25/2023 09:00PM ET,DEN,24.17,L,24.17
SG/SF,Pat Connaughton (27190556),Pat Connaughton,27190556,SG/SF/F/G/UTIL,4400,MIL@DEN 03/25/2023 09:00PM ET,MIL,18.62,L,20.482
PG/SG,Landry Shamet (27190566),Landry Shamet,27190566,PG/SG/G/UTIL,4400,PHI@PHX 03/25/2023 10:00PM ET,PHX,17.02,L,17.02
PF,Dorian Finney-Smith (27190572),Dorian Finney-Smith,27190572,PF/F/UTIL,4300,BKN@MIA 03/25/2023 08:00PM ET,BKN,19.48,L,19.48
SF/PF,Caleb Martin (27190575),Caleb Martin,27190575,SF/PF/F/UTIL,4300,BKN@MIA 03/25/2023 08:00PM ET,MIA,21.64,O,21.64
SG,Grayson Allen (27190579),Grayson Allen,27190579,SG/G/UTIL,4300,MIL@DEN 03/25/2023 09:00PM ET,MIL,20.97,L,20.97
C,Bismack Biyombo (27190570),Bismack Biyombo,27190570,C/UTIL,4300,PHI@PHX 03/25/2023 10:00PM ET,PHX,12.89,L,12.89
PF/C,Nicolas Batum (27190586),Nicolas Batum,27190586,PF/C/F/UTIL,4200,NOP@LAC 03/25/2023 10:30PM ET,LAC,16.14,L,16.14
PG/SG,Josh Richardson (27190582),Josh Richardson,27190582,PG/SG/G/UTIL,4200,NOP@LAC 03/25/2023 10:30PM ET,NOP,21.77,L,23.947
C,Jock Landale (27190590),Jock Landale,27190590,C/UTIL,4100,PHI@PHX 03/25/2023 10:00PM ET,PHX,14.21,L,14.21
PG,Kyle Lowry (27190592),Kyle Lowry,27190592,PG/G/UTIL,4000,BKN@MIA 03/25/2023 08:00PM ET,MIA,27.85,O,27.85
SG/SF,Max Strus (27190595),Max Strus,27190595,SG/SF/F/G/UTIL,4000,BKN@MIA 03/25/2023 08:00PM ET,MIA,21.45,L,21.45
SF/PF,Jae Crowder (27190600),Jae Crowder,27190600,SF/PF/F/UTIL,4000,MIL@DEN 03/25/2023 09:00PM ET,MIL,15.32,O,15.32
PF,P.J. Tucker (27190604),P.J. Tucker,27190604,PF/F/UTIL,4000,PHI@PHX 03/25/2023 10:00PM ET,PHI,11.25,L,11.25
PF,Kevin Love (27190611),Kevin Love,27190611,PF/F/UTIL,3900,BKN@MIA 03/25/2023 08:00PM ET,MIA,20.69,L,20.69
PG/SG,Gabe Vincent (27190614),Gabe Vincent,27190614,PG/SG/G/UTIL,3900,BKN@MIA 03/25/2023 08:00PM ET,MIA,17.9,L,17.9
PF/C,Trey Lyles (27190607),Trey Lyles,27190607,PF/C/F/UTIL,3900,UTA@SAC 03/25/2023 10:00PM ET,SAC,15.79,L,15.79
PG/SG,Victor Oladipo (27190618),Victor Oladipo,27190618,PG/SG/G/UTIL,3800,BKN@MIA 03/25/2023 08:00PM ET,MIA,22.26,L,22.26
PF/C,Larry Nance Jr. (27190635),Larry Nance Jr.,27190635,PF/C/F/UTIL,3800,NOP@LAC 03/25/2023 10:30PM ET,NOP,19.77,L,19.77
PG/SG,Shake Milton (27190627),Shake Milton,27190627,PG/SG/G/UTIL,3800,PHI@PHX 03/25/2023 10:00PM ET,PHI,16.49,L,16.49
