Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame,Status,WAvgPoints
PG/SG,Dejounte Murray (26963507),Dejounte Murray,26963507,PG/SG/G/UTIL,7900,BOS@ATL 03/11/2023 07:30PM ET,ATL,40.48,L,40.48
SF/PF,Paolo Banchero (26963503),Paolo Banchero,26963503,SF/PF/F/UTIL,7900,MIA@ORL 03/11/2023 07:00PM ET,ORL,35.92,L,35.92
SG/SF,Kelly Oubre Jr. (26963513),Kelly Oubre Jr.,26963513,SG/SF/F/G/UTIL,7800,UTA@CHA 03/11/2023 07:00PM ET,CHA,32.88,L,32.88
C,Bam Adebayo (26963518),Bam Adebayo,26963518,C/UTIL,7800,MIA@ORL 03/11/2023 07:00PM ET,MIA,41.37,L,49.644
C,Myles Turner (26963511),Myles Turner,26963511,C/UTIL,7700,IND@DET 03/11/2023 07:00PM ET,IND,36,L,36
PG/SG,Jordan Clarkson (26963520),Jordan Clarkson,26963520,PG/SG/G/UTIL,7700,UTA@CHA 03/11/2023 07:00PM ET,UTA,33.84,O,33.84
SF,Khris Middleton (26963527),Khris Middleton,26963527,SF/F/UTIL,7600,MIL@GSW 03/11/2023 08:30PM ET,MIL,27.12,L,27.12
PG,CJ McCollum (26963524),CJ McCollum,26963524,PG/G/UTIL,7600,OKC@NOP 03/11/2023 08:30PM ET,NOP,38.35,L,46.02
PG,Chris Paul (26963530),Chris Paul,26963530,PG/G/UTIL,7500,SAC@PHX 03/11/2023 09:00PM ET,PHX,36.48,L,43.776
C,Deandre Ayton (26963533),Deandre Ayton,26963533,C/UTIL,7500,SAC@PHX 03/11/2023 09:00PM ET,PHX,36.45,L,43.74
C,Alperen Sengun (26963535),Alperen Sengun,26963535,C/UTIL,7400,CHI@HOU 03/11/2023 08:00PM ET,HOU,34.47,L,34.47
PG,Kevin Porter Jr. (26963543),Kevin Porter Jr.,26963543,PG/G/UTIL,7300,CHI@HOU 03/11/2023 08:00PM ET,HOU,36.8,L,36.8
C,Brook Lopez (26963537),Brook Lopez,26963537,C/UTIL,7300,MIL@GSW 03/11/2023 08:30PM ET,MIL,31.75,L,31.75
PG/SG,Tyler Herro (26963539),Tyler Herro,26963539,PG/SG/G/UTIL,7200,MIA@ORL 03/11/2023 07:00PM ET,MIA,36.77,L,36.77
PG/SG,Jordan Poole (26963550),Jordan Poole,26963550,PG/SG/G/UTIL,7100,MIL@GSW 03/11/2023 08:30PM ET,GSW,32.9,L,29.61
PG,Tyus Jones (26963554),Tyus Jones,26963554,PG/G/UTIL,7100,DAL@MEM 03/11/2023 08:00PM ET,MEM,22.56,L,27.072
SF/PF,Jalen Williams (26963546),Jalen Williams,26963546,SF/PF/F/UTIL,7100,OKC@NOP 03/11/2023 08:30PM ET,OKC,26.7,L,26.7
C,Walker Kessler (26963557),Walker Kessler,26963557,C/UTIL,7100,UTA@CHA 03/11/2023 07:00PM ET,UTA,25.17,L,25.17
PG/SG,Jaden Ivey (26963563),Jaden Ivey,26963563,PG/SG/G/UTIL,7000,IND@DET 03/11/2023 07:00PM ET,DET,29.3,O,29.3
PF/C,Bobby Portis (26963559),Bobby Portis,26963559,PF/C/F/UTIL,7000,MIL@GSW 03/11/2023 08:30PM ET,MIL,30.83,L,30.83
PG/SG,Jalen Green (26963567),Jalen Green,26963567,PG/SG/G/UTIL,6900,CHI@HOU 03/11/2023 08:00PM ET,HOU,33.77,L,33.77
C,Jonas Valanciunas (26963571),Jonas Valanciunas,26963571,C/UTIL,6900,OKC@NOP 03/11/2023 08:30PM ET,NOP,30.25,L,36.3
PF/C,Marvin Bagley III (26963573),Marvin Bagley III,26963573,PF/C/F/UTIL,6800,IND@DET 03/11/2023 07:00PM ET,DET,23.38,L,23.38
SF,Gordon Hayward (26963582),Gordon Hayward,26963582,SF/F/UTIL,6700,UTA@CHA 03/11/2023 07:00PM ET,CHA,27.74,L,33.288
SG/SF,Talen Horton-Tucker (26963577),Talen Horton-Tucker,26963577,SG/SF/F/G/UTIL,6700,UTA@CHA 03/11/2023 07:00PM ET,UTA,18.44,L,18.44
PF/C,Draymond Green (26963585),Draymond Green,26963585,PF/C/F/UTIL,6600,MIL@GSW 03/11/2023 08:30PM ET,GSW,30.43,L,30.43
PG,Markelle Fultz (26963589),Markelle Fultz,26963589,PG/G/UTIL,6600,MIA@ORL 03/11/2023 07:00PM ET,ORL,29.64,L,29.64
SG/SF,Franz Wagner (26963602),Franz Wagner,26963602,SG/SF/F/G/UTIL,6500,MIA@ORL 03/11/2023 07:00PM ET,ORL,30.77,L,30.77
PF/C,PJ Washington (26963598),PJ Washington,26963598,PF/C/F/UTIL,6400,UTA@CHA 03/11/2023 07:00PM ET,CHA,29.23,L,29.23
SF/PF,Andrew Wiggins (26963594),Andrew Wiggins,26963594,SF/PF/F/UTIL,6400,MIL@GSW 03/11/2023 08:30PM ET,GSW,31.46,O,31.46
C,Clint Capela (26963592),Clint Capela,26963592,C/UTIL,6300,BOS@ATL 03/11/2023 07:30PM ET,ATL,31.4,L,31.4
SF,Buddy Hield (26963607),Buddy Hield,26963607,SF/F/UTIL,6300,IND@DET 03/11/2023 07:00PM ET,IND,31.5,L,31.5
C,Xavier Tillman (26963610),Xavier Tillman,26963610,C/UTIL,6200,DAL@MEM 03/11/2023 08:00PM ET,MEM,16.39,L,16.39
C,Wendell Carter Jr. (26963612),Wendell Carter Jr.,26963612,C/UTIL,6100,MIA@ORL 03/11/2023 07:00PM ET,ORL,31.67,L,31.67
PG,Malcolm Brogdon (26963616),Malcolm Brogdon,26963616,PG/G/UTIL,6000,BOS@ATL 03/11/2023 07:30PM ET,BOS,27.39,L,27.39
C,Steven Adams (26963614),Steven Adams,26963614,C/UTIL,6000,DAL@MEM 03/11/2023 08:00PM ET,MEM,29.99,O,29.99
PF,Kelly Olynyk (26963619),Kelly Olynyk,26963619,PF/F/UTIL,6000,UTA@CHA 03/11/2023 07:00PM ET,UTA,26.67,L,26.67
PG,Marcus Smart (26963628),Marcus Smart,26963628,PG/G/UTIL,5900,BOS@ATL 03/11/2023 07:30PM ET,BOS,29.11,L,29.11
C,Mark Williams (26963622),Mark Williams,26963622,C/UTIL,5900,UTA@CHA 03/11/2023 07:00PM ET,CHA,20.21,O,24.252
SF/PF,Bojan Bogdanovic (26963624),Bojan Bogdanovic,26963624,SF/PF/F/UTIL,5900,IND@DET 03/11/2023 07:00PM ET,DET,31.67,O,31.67
PF,Jabari Smith Jr. (26963631),Jabari Smith Jr.,26963631,PF/F/UTIL,5900,CHI@HOU 03/11/2023 08:00PM ET,HOU,25.83,L,25.83
SF,Luguentz Dort (26963634),Luguentz Dort,26963634,SF/F/UTIL,5900,OKC@NOP 03/11/2023 08:30PM ET,OKC,25.49,L,25.49
C,James Wiseman (26963637),James Wiseman,26963637,C/UTIL,5800,IND@DET 03/11/2023 07:00PM ET,DET,16.7,L,21.71
SG/SF,Donte DiVincenzo (26963643),Donte DiVincenzo,26963643,SG/SF/F/G/UTIL,5800,MIL@GSW 03/11/2023 08:30PM ET,GSW,23.01,L,23.01
SG/SF,Kevin Huerter (26963651),Kevin Huerter,26963651,SG/SF/F/G/UTIL,5800,SAC@PHX 03/11/2023 09:00PM ET,SAC,27.22,L,27.22
PG/SG,Kris Dunn (26963639),Kris Dunn,26963639,PG/SG/G/UTIL,5800,UTA@CHA 03/11/2023 07:00PM ET,UTA,29.71,L,35.652
PF,Al Horford (26963648),Al Horford,26963648,PF/F/UTIL,5700,BOS@ATL 03/11/2023 07:30PM ET,BOS,25.76,L,30.912
PG/SG,Derrick White (26963656),Derrick White,26963656,PG/SG/G/UTIL,5700,BOS@ATL 03/11/2023 07:30PM ET,BOS,25.56,L,33.228
SF/PF,Tari Eason (26963662),Tari Eason,26963662,SF/PF/F/UTIL,5600,CHI@HOU 03/11/2023 08:00PM ET,HOU,21.29,L,21.29
C,Moritz Wagner (26963660),Moritz Wagner,26963660,C/UTIL,5600,MIA@ORL 03/11/2023 07:00PM ET,ORL,21.55,L,21.55
SF/PF,KJ Martin (26963666),KJ Martin,26963666,SF/PF/F/UTIL,5500,CHI@HOU 03/11/2023 08:00PM ET,HOU,23.21,L,27.852
PG/SG,Cole Anthony (26963672),Cole Anthony,26963672,PG/SG/G/UTIL,5500,MIA@ORL 03/11/2023 07:00PM ET,ORL,25.96,L,25.96
C,Christian Wood (26963670),Christian Wood,26963670,C/UTIL,5400,DAL@MEM 03/11/2023 08:00PM ET,DAL,32.42,O,38.904
SG/SF,Trey Murphy III (26963676),Trey Murphy III,26963676,SG/SF/F/G/UTIL,5400,OKC@NOP 03/11/2023 08:30PM ET,NOP,23.31,L,23.31
SG/SF,Tim Hardaway Jr. (26963689),Tim Hardaway Jr.,26963689,SG/SF/F/G/UTIL,5300,DAL@MEM 03/11/2023 08:00PM ET,DAL,24.14,L,31.382
SF/PF,Harrison Barnes (26963681),Harrison Barnes,26963681,SF/PF/F/UTIL,5300,SAC@PHX 03/11/2023 09:00PM ET,SAC,25.35,L,25.35
PF/C,Jonathan Kuminga (26963685),Jonathan Kuminga,26963685,PF/C/F/UTIL,5200,MIL@GSW 03/11/2023 08:30PM ET,GSW,17.74,O,17.74
PF,Herbert Jones (26963694),Herbert Jones,26963694,PF/F/UTIL,5200,OKC@NOP 03/11/2023 08:30PM ET,NOP,22.42,L,22.42
SG/SF,Josh Okogie (26963697),Josh Okogie,26963697,SG/SF/F/G/UTIL,5200,SAC@PHX 03/11/2023 09:00PM ET,PHX,15.2,L,18.24
SG/SF,Bennedict Mathurin (26963702),Bennedict Mathurin,26963702,SG/SF/F/G/UTIL,5100,IND@DET 03/11/2023 07:00PM ET,IND,24.95,L,24.95
SF,Dillon Brooks (26963707),Dillon Brooks,26963707,SF/F/UTIL,5100,DAL@MEM 03/11/2023 08:00PM ET,MEM,24.53,L,24.53
C,Robert Williams (26963721),Robert Williams,26963721,C/UTIL,5000,BOS@ATL 03/11/2023 07:30PM ET,BOS,24.72,O,24.72
PG,Killian Hayes (26963714),Killian Hayes,26963714,PG/G/UTIL,5000,IND@DET 03/11/2023 07:00PM ET,DET,24.53,L,31.889
SF/PF,Caleb Martin (26963710),Caleb Martin,26963710,SF/PF/F/UTIL,5000,MIA@ORL 03/11/2023 07:00PM ET,MIA,21.8,O,21.8
SF/PF,Keegan Murray (26963717),Keegan Murray,26963717,SF/PF/F/UTIL,5000,SAC@PHX 03/11/2023 09:00PM ET,SAC,23.02,L,23.02
SF/PF,De'Andre Hunter (26963723),De'Andre Hunter,26963723,SF/PF/F/UTIL,4900,BOS@ATL 03/11/2023 07:30PM ET,ATL,24.82,O,22.338
PF/C,Isaiah Stewart (26963727),Isaiah Stewart,26963727,PF/C/F/UTIL,4900,IND@DET 03/11/2023 07:00PM ET,DET,26.06,O,26.06
PG,T.J. McConnell (26963731),T.J. McConnell,26963731,PG/G/UTIL,4900,IND@DET 03/11/2023 07:00PM ET,IND,20.8,O,20.8
SG,Isaiah Joe (26963734),Isaiah Joe,26963734,SG/G/UTIL,4900,OKC@NOP 03/11/2023 08:30PM ET,OKC,15.93,L,15.93
SF/PF,Saddiq Bey (26963739),Saddiq Bey,26963739,SF/PF/F/UTIL,4800,BOS@ATL 03/11/2023 07:30PM ET,ATL,24.99,L,24.99
C,Jalen Duren (26963737),Jalen Duren,26963737,C/UTIL,4800,IND@DET 03/11/2023 07:00PM ET,DET,23.73,L,32.0355
PG,Collin Sexton (26963743),Collin Sexton,26963743,PG/G/UTIL,4800,UTA@CHA 03/11/2023 07:00PM ET,UTA,22.38,O,22.38
PG,Dennis Smith Jr. (26963750),Dennis Smith Jr.,26963750,PG/G/UTIL,4700,UTA@CHA 03/11/2023 07:00PM ET,CHA,22.2,L,22.2
SF/PF,Isaiah Livers (26963746),Isaiah Livers,26963746,SF/PF/F/UTIL,4700,IND@DET 03/11/2023 07:00PM ET,DET,12.76,L,12.76
SG,Grayson Allen (26963753),Grayson Allen,26963753,SG/G/UTIL,4700,MIL@GSW 03/11/2023 08:30PM ET,MIL,21.03,L,25.236
PG,Cory Joseph (26963762),Cory Joseph,26963762,PG/G/UTIL,4600,IND@DET 03/11/2023 07:00PM ET,DET,13.44,L,16.128
C,Kevon Looney (26963756),Kevon Looney,26963756,C/UTIL,4600,MIL@GSW 03/11/2023 08:30PM ET,GSW,23.88,L,23.88
PF,Kevin Love (26963765),Kevin Love,26963765,PF/F/UTIL,4600,MIA@ORL 03/11/2023 07:00PM ET,MIA,20.97,L,20.97
PG/SG,Josh Richardson (26963758),Josh Richardson,26963758,PG/SG/G/UTIL,4600,OKC@NOP 03/11/2023 08:30PM ET,NOP,22.37,L,22.37
PF,Aaron Nesmith (26963775),Aaron Nesmith,26963775,PF/F/UTIL,4500,IND@DET 03/11/2023 07:00PM ET,IND,18.79,L,18.79
PG,Kyle Lowry (26963772),Kyle Lowry,26963772,PG/G/UTIL,4500,MIA@ORL 03/11/2023 07:00PM ET,MIA,28.48,L,28.48
PG/SG,Landry Shamet (26963768),Landry Shamet,26963768,PG/SG/G/UTIL,4500,SAC@PHX 03/11/2023 09:00PM ET,PHX,17.08,O,17.08
SG/SF,Bogdan Bogdanovic (26963786),Bogdan Bogdanovic,26963786,SG/SF/F/G/UTIL,4400,BOS@ATL 03/11/2023 07:30PM ET,ATL,26.03,O,26.03
SF/PF,Jordan Nwora (26963778),Jordan Nwora,26963778,SF/PF/F/UTIL,4400,IND@DET 03/11/2023 07:00PM ET,IND,14.15,L,14.15
PG,Jevon Carter (26963791),Jevon Carter,26963791,PG/G/UTIL,4400,MIL@GSW 03/11/2023 08:30PM ET,MIL,18.01,L,18.01
PG/SG,Jalen Suggs (26963782),Jalen Suggs,26963782,PG/SG/G/UTIL,4400,MIA@ORL 03/11/2023 07:00PM ET,ORL,21.15,L,21.15
SF,Hamidou Diallo (26963805),Hamidou Diallo,26963805,SF/F/UTIL,4300,IND@DET 03/11/2023 07:00PM ET,DET,17,O,17
PF/C,Santi Aldama (26963797),Santi Aldama,26963797,PF/C/F/UTIL,4300,DAL@MEM 03/11/2023 08:00PM ET,MEM,19.82,L,19.82
PG/SG,Victor Oladipo (26963801),Victor Oladipo,26963801,PG/SG/G/UTIL,4300,MIA@ORL 03/11/2023 07:00PM ET,MIA,22.7,L,27.24
SG,Malik Monk (26963794),Malik Monk,26963794,SG/G/UTIL,4300,SAC@PHX 03/11/2023 09:00PM ET,SAC,24.18,L,24.18
SG/SF,Jae'Sean Tate (26963814),Jae'Sean Tate,26963814,SG/SF/F/G/UTIL,4200,CHI@HOU 03/11/2023 08:00PM ET,HOU,18.71,L,18.71
SF/PF,Jae Crowder (26963810),Jae Crowder,26963810,SF/PF/F/UTIL,4200,MIL@GSW 03/11/2023 08:30PM ET,MIL,16.19,L,16.19
C,Aleksej Pokusevski (26963808),Aleksej Pokusevski,26963808,C/UTIL,4200,OKC@NOP 03/11/2023 08:30PM ET,OKC,22.17,L,22.17
PG/SG,Patrick Beverley (26963821),Patrick Beverley,26963821,PG/SG/G/UTIL,4100,CHI@HOU 03/11/2023 08:00PM ET,CHI,17.68,L,21.216
SG,Alec Burks (26963830),Alec Burks,26963830,SG/G/UTIL,4100,IND@DET 03/11/2023 07:00PM ET,DET,22.22,O,22.22
SG/SF,Chris Duarte (26963825),Chris Duarte,26963825,SG/SF/F/G/UTIL,4100,IND@DET 03/11/2023 07:00PM ET,IND,15,L,15
C,Jaylin Williams (26963819),Jaylin Williams,26963819,C/UTIL,4100,OKC@NOP 03/11/2023 08:30PM ET,OKC,15.11,L,15.11
PF/C,Trey Lyles (26963833),Trey Lyles,26963833,PF/C/F/UTIL,4100,SAC@PHX 03/11/2023 09:00PM ET,SAC,15.89,L,15.89
PF/C,John Collins (26963843),John Collins,26963843,PF/C/F/UTIL,4000,BOS@ATL 03/11/2023 07:30PM ET,ATL,26.49,L,31.788
C,Nick Richards (26963837),Nick Richards,26963837,C/UTIL,4000,UTA@CHA 03/11/2023 07:00PM ET,CHA,17.82,L,23.166
PG/SG,Andrew Nembhard (26963847),Andrew Nembhard,26963847,PG/SG/G/UTIL,4000,IND@DET 03/11/2023 07:00PM ET,IND,19.4,L,19.4
SG/SF,Joe Ingles (26963851),Joe Ingles,26963851,SG/SF/F/G/UTIL,4000,MIL@GSW 03/11/2023 08:30PM ET,MIL,16.91,L,16.91
SF/PF,Naji Marshall (26963839),Naji Marshall,26963839,SF/PF/F/UTIL,4000,OKC@NOP 03/11/2023 08:30PM ET,NOP,19.82,L,19.82
PG/SG,Davion Mitchell (26963856),Davion Mitchell,26963856,PG/SG/G/UTIL,4000,SAC@PHX 03/11/2023 09:00PM ET,SAC,12.06,L,12.06
SF/PF,Patrick Williams (26963860),Patrick Williams,26963860,SF/PF/F/UTIL,3900,CHI@HOU 03/11/2023 08:00PM ET,CHI,20.73,L,24.876
PF/C,Eugene Omoruyi (26963864),Eugene Omoruyi,26963864,PF/C/F/UTIL,3900,IND@DET 03/11/2023 07:00PM ET,DET,9.91,L,9.91
SF,Aaron Wiggins (26963873),Aaron Wiggins,26963873,SF/F/UTIL,3900,OKC@NOP 03/11/2023 08:30PM ET,OKC,14.26,L,14.26
SG/SF,Ochai Agbaji (26963868),Ochai Agbaji,26963868,SG/SF/F/G/UTIL,3900,UTA@CHA 03/11/2023 07:00PM ET,UTA,9.85,L,9.85
PF/C,Larry Nance Jr. (26963876),Larry Nance Jr.,26963876,PF/C/F/UTIL,3800,OKC@NOP 03/11/2023 08:30PM ET,NOP,20.9,O,20.9
SG/SF,Terrence Ross (26963897),Terrence Ross,26963897,SG/SF/F/G/UTIL,3800,SAC@PHX 03/11/2023 09:00PM ET,PHX,14.87,L,17.844
C,Onyeka Okongwu (26963880),Onyeka Okongwu,26963880,C/UTIL,3700,BOS@ATL 03/11/2023 07:30PM ET,ATL,23.33,L,23.33
SF,Josh Green (26963894),Josh Green,26963894,SF/F/UTIL,3700,DAL@MEM 03/11/2023 08:00PM ET,DAL,16.3,L,19.56
PG/SG,Daishen Nix (26963882),Daishen Nix,26963882,PG/SG/G/UTIL,3700,CHI@HOU 03/11/2023 08:00PM ET,HOU,11.59,L,11.59
PF,Ousmane Dieng (26963891),Ousmane Dieng,26963891,PF/F/UTIL,3700,OKC@NOP 03/11/2023 08:30PM ET,OKC,12.53,L,12.53
SG/SF,Gary Harris (26963886),Gary Harris,26963886,SG/SF/F/G/UTIL,3700,MIA@ORL 03/11/2023 07:00PM ET,ORL,15.92,L,15.92
SG/SF,Sam Hauser (26963912),Sam Hauser,26963912,SG/SF/F/G/UTIL,3600,BOS@ATL 03/11/2023 07:30PM ET,BOS,12.32,L,12.32
PF,Reggie Bullock (26963917),Reggie Bullock,26963917,PF/F/UTIL,3600,DAL@MEM 03/11/2023 08:00PM ET,DAL,16.07,L,19.284
C,Guillermo Hernangomez (26963902),Guillermo Hernangomez,26963902,C/UTIL,3600,OKC@NOP 03/11/2023 08:30PM ET,NOP,17.02,L,17.02
PF/C,Jaxson Hayes (26963904),Jaxson Hayes,26963904,PF/C/F/UTIL,3600,OKC@NOP 03/11/2023 08:30PM ET,NOP,11.71,L,11.71
PG/SG,Tre Mann (26963908),Tre Mann,26963908,PG/SG/G/UTIL,3600,OKC@NOP 03/11/2023 08:30PM ET,OKC,15.21,L,15.21
PF,Torrey Craig (26963920),Torrey Craig,26963920,PF/F/UTIL,3600,SAC@PHX 03/11/2023 09:00PM ET,PHX,19.66,L,23.592
PG/SG,Coby White (26963939),Coby White,26963939,PG/SG/G/UTIL,3500,CHI@HOU 03/11/2023 08:00PM ET,CHI,17.49,L,17.49
C,Dwight Powell (26963925),Dwight Powell,26963925,C/UTIL,3500,DAL@MEM 03/11/2023 08:00PM ET,DAL,15.25,L,15.25
PF/C,Jalen Smith (26963935),Jalen Smith,26963935,PF/C/F/UTIL,3500,IND@DET 03/11/2023 07:00PM ET,IND,19.77,L,19.77
SG/SF,Max Strus (26963943),Max Strus,26963943,SG/SF/F/G/UTIL,3500,MIA@ORL 03/11/2023 07:00PM ET,MIA,21.79,L,21.79
SG/SF,Pat Connaughton (26963948),Pat Connaughton,26963948,SG/SF/F/G/UTIL,3500,MIL@GSW 03/11/2023 08:30PM ET,MIL,18.48,L,18.48
PF/C,Dario Saric (26963931),Dario Saric,26963931,PF/C/F/UTIL,3500,OKC@NOP 03/11/2023 08:30PM ET,OKC,14.1,L,14.1
C,Goga Bitadze (26963923),Goga Bitadze,26963923,C/UTIL,3500,MIA@ORL 03/11/2023 07:00PM ET,ORL,10.12,L,10.12
PG,Cameron Payne (26963953),Cameron Payne,26963953,PG/G/UTIL,3500,SAC@PHX 03/11/2023 09:00PM ET,PHX,23.3,L,23.3
SF/PF,Simone Fontecchio (26963927),Simone Fontecchio,26963927,SF/PF/F/UTIL,3500,UTA@CHA 03/11/2023 07:00PM ET,UTA,7.97,L,7.97
C,Blake Griffin (26963956),Blake Griffin,26963956,C/UTIL,3400,BOS@ATL 03/11/2023 07:30PM ET,BOS,11.98,L,11.98
SF/PF,Grant Williams (26963958),Grant Williams,26963958,SF/PF/F/UTIL,3400,BOS@ATL 03/11/2023 07:30PM ET,BOS,19.19,L,19.19
PF/C,Kai Jones (26963962),Kai Jones,26963962,PF/C/F/UTIL,3400,UTA@CHA 03/11/2023 07:00PM ET,CHA,6.51,L,6.51
PG/SG,Alex Caruso (26963970),Alex Caruso,26963970,PG/SG/G/UTIL,3400,CHI@HOU 03/11/2023 08:00PM ET,CHI,18.34,L,18.34
SG/SF,Rodney McGruder (26963974),Rodney McGruder,26963974,SG/SF/F/G/UTIL,3400,IND@DET 03/11/2023 07:00PM ET,DET,7.53,L,11.295
PG,Goran Dragic (26963984),Goran Dragic,26963984,PG/G/UTIL,3400,MIL@GSW 03/11/2023 08:30PM ET,MIL,12.65,L,12.65
SG/SF,Lindy Waters III (26963979),Lindy Waters III,26963979,SG/SF/F/G/UTIL,3400,OKC@NOP 03/11/2023 08:30PM ET,OKC,10.11,L,10.11
PF/C,Bol Bol (26963966),Bol Bol,26963966,PF/C/F/UTIL,3400,MIA@ORL 03/11/2023 07:00PM ET,ORL,21.28,L,21.28
SG/SF,Bryce McGowens (26963997),Bryce McGowens,26963997,SG/SF/F/G/UTIL,3300,UTA@CHA 03/11/2023 07:00PM ET,CHA,7.98,L,7.98
PF/C,Maxi Kleber (26963989),Maxi Kleber,26963989,PF/C/F/UTIL,3300,DAL@MEM 03/11/2023 08:00PM ET,DAL,15.35,L,18.42
PG,Ty Jerome (26964007),Ty Jerome,26964007,PG/G/UTIL,3300,MIL@GSW 03/11/2023 08:30PM ET,GSW,15.39,L,15.39
SG/SF,John Konchar (26964002),John Konchar,26964002,SG/SF/F/G/UTIL,3300,DAL@MEM 03/11/2023 08:00PM ET,MEM,16.13,L,16.13
PG/SG,Gabe Vincent (26963993),Gabe Vincent,26963993,PG/SG/G/UTIL,3300,MIA@ORL 03/11/2023 07:00PM ET,MIA,17.77,L,17.77
C,Jock Landale (26964013),Jock Landale,26964013,C/UTIL,3300,SAC@PHX 03/11/2023 09:00PM ET,PHX,14.23,L,14.23
PF,Rudy Gay (26964010),Rudy Gay,26964010,PF/F/UTIL,3300,UTA@CHA 03/11/2023 07:00PM ET,UTA,11.64,L,11.64
