Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame,Status,WAvgPoints
PF,Karl-Anthony Towns (27203026),Karl-Anthony Towns,27203026,PF/F/UTIL,8000,MIN@GSW 03/26/2023 08:30PM ET,MIN,41.41,L,41.41
PG/SG,Josh Giddey (27203016),Josh Giddey,27203016,PG/SG/G/UTIL,8000,OKC@POR 03/26/2023 07:00PM ET,OKC,37.42,L,37.42
SF,Keldon Johnson (27203023),Keldon Johnson,27203023,SF/F/UTIL,7900,SAS@BOS 03/26/2023 06:00PM ET,SAS,34.57,L,34.57
SG,Desmond Bane (27203029),Desmond Bane,27203029,SG/G/UTIL,7800,MEM@ATL 03/26/2023 06:00PM ET,MEM,36.85,L,36.85
PF/C,Evan Mobley (27203032),Evan Mobley,27203032,PF/C/F/UTIL,7700,HOU@CLE 03/26/2023 06:00PM ET,CLE,35.64,L,42.768
PF,Paolo Banchero (27203036),Paolo Banchero,27203036,PF/F/UTIL,7600,BKN@ORL 03/26/2023 06:00PM ET,ORL,36.08,L,39.688
PG,Darius Garland (27203039),Darius Garland,27203039,PG/G/UTIL,7500,HOU@CLE 03/26/2023 06:00PM ET,CLE,39.79,L,47.748
SG,Mikal Bridges (27203042),Mikal Bridges,27203042,SG/G/UTIL,7400,BKN@ORL 03/26/2023 06:00PM ET,BKN,33.9,L,37.29
C,Rudy Gobert (27203049),Rudy Gobert,27203049,C/UTIL,7300,MIN@GSW 03/26/2023 08:30PM ET,MIN,34.12,L,34.12
SF/PF,Kyle Kuzma (27203045),Kyle Kuzma,27203045,SF/PF/F/UTIL,7300,WAS@TOR 03/26/2023 06:00PM ET,WAS,38.02,O,38.02
PG,Markelle Fultz (27203057),Markelle Fultz,27203057,PG/G/UTIL,7200,BKN@ORL 03/26/2023 06:00PM ET,ORL,30.6,L,33.66
C,Jakob Poeltl (27203051),Jakob Poeltl,27203051,C/UTIL,7200,WAS@TOR 03/26/2023 06:00PM ET,TOR,32.57,L,35.827
PG/SG,Jalen Green (27203053),Jalen Green,27203053,PG/SG/G/UTIL,7100,HOU@CLE 03/26/2023 06:00PM ET,HOU,34.04,L,37.444
C,Wendell Carter Jr. (27203060),Wendell Carter Jr.,27203060,C/UTIL,7000,BKN@ORL 03/26/2023 06:00PM ET,ORL,32.47,L,35.717
PF,Jerami Grant (27203062),Jerami Grant,27203062,PF/F/UTIL,7000,OKC@POR 03/26/2023 07:00PM ET,POR,33.23,O,33.23
SG/SF,Klay Thompson (27203065),Klay Thompson,27203065,SG/SF/F/G/UTIL,6900,MIN@GSW 03/26/2023 08:30PM ET,GSW,34.16,L,34.16
C,Nic Claxton (27203074),Nic Claxton,27203074,C/UTIL,6800,BKN@ORL 03/26/2023 06:00PM ET,BKN,33.29,L,33.29
SF/PF,Kyle Anderson (27203070),Kyle Anderson,27203070,SF/PF/F/UTIL,6800,MIN@GSW 03/26/2023 08:30PM ET,MIN,26.58,L,26.58
C,Alperen Sengun (27203076),Alperen Sengun,27203076,C/UTIL,6700,HOU@CLE 03/26/2023 06:00PM ET,HOU,34.34,L,37.774
SF,Franz Wagner (27203078),Franz Wagner,27203078,SF/F/UTIL,6700,BKN@ORL 03/26/2023 06:00PM ET,ORL,31.07,L,31.07
C,Jarrett Allen (27203085),Jarrett Allen,27203085,C/UTIL,6600,HOU@CLE 03/26/2023 06:00PM ET,CLE,33.23,L,39.876
PF,Jalen Williams (27203087),Jalen Williams,27203087,PF/F/UTIL,6600,OKC@POR 03/26/2023 07:00PM ET,OKC,27.44,L,32.928
C,Zach Collins (27203090),Zach Collins,27203090,C/UTIL,6600,SAS@BOS 03/26/2023 06:00PM ET,SAS,25.47,L,25.47
SF/PF,Deni Avdija (27203081),Deni Avdija,27203081,SF/PF/F/UTIL,6600,WAS@TOR 03/26/2023 06:00PM ET,WAS,23.2,L,23.2
C,Jusuf Nurkic (27203099),Jusuf Nurkic,27203099,C/UTIL,6500,OKC@POR 03/26/2023 07:00PM ET,POR,32.1,O,32.1
SG,Devin Vassell (27203096),Devin Vassell,27203096,SG/G/UTIL,6500,SAS@BOS 03/26/2023 06:00PM ET,SAS,32.8,L,32.8
SF/PF,Scottie Barnes (27203092),Scottie Barnes,27203092,SF/PF/F/UTIL,6500,WAS@TOR 03/26/2023 06:00PM ET,TOR,34.52,O,37.972
PG/SG,Derrick White (27203101),Derrick White,27203101,PG/SG/G/UTIL,6400,SAS@BOS 03/26/2023 06:00PM ET,BOS,26.34,L,26.34
PF,Jabari Smith Jr. (27203107),Jabari Smith Jr.,27203107,PF/F/UTIL,6400,HOU@CLE 03/26/2023 06:00PM ET,HOU,26.6,L,26.6
C,Trendon Watford (27203105),Trendon Watford,27203105,C/UTIL,6400,OKC@POR 03/26/2023 07:00PM ET,POR,15.86,L,34.892
PG/SG,Anfernee Simons (27203113),Anfernee Simons,27203113,PG/SG/G/UTIL,6300,OKC@POR 03/26/2023 07:00PM ET,POR,32.92,O,32.92
SG/SF,OG Anunoby (27203117),OG Anunoby,27203117,SG/SF/F/G/UTIL,6300,WAS@TOR 03/26/2023 06:00PM ET,TOR,31.1,L,31.1
SF/PF,Cameron Johnson (27203122),Cameron Johnson,27203122,SF/PF/F/UTIL,6200,BKN@ORL 03/26/2023 06:00PM ET,BKN,26.94,L,26.94
PG,Mike Conley (27203110),Mike Conley,27203110,PG/G/UTIL,6200,MIN@GSW 03/26/2023 08:30PM ET,MIN,28.23,L,28.23
C,Steven Adams (27203126),Steven Adams,27203126,C/UTIL,6100,MEM@ATL 03/26/2023 06:00PM ET,MEM,29.99,O,29.99
PF/C,Draymond Green (27203128),Draymond Green,27203128,PF/C/F/UTIL,6000,MIN@GSW 03/26/2023 08:30PM ET,GSW,30.58,L,36.696
PG/SG,Cole Anthony (27203132),Cole Anthony,27203132,PG/SG/G/UTIL,6000,BKN@ORL 03/26/2023 06:00PM ET,ORL,26.6,L,26.6
PG/SG,Shaedon Sharpe (27203136),Shaedon Sharpe,27203136,PG/SG/G/UTIL,5900,OKC@POR 03/26/2023 07:00PM ET,POR,14.46,L,36.15
PG/SG,Jordan Poole (27203140),Jordan Poole,27203140,PG/SG/G/UTIL,5800,MIN@GSW 03/26/2023 08:30PM ET,GSW,32.37,L,32.37
PG,Tyus Jones (27203144),Tyus Jones,27203144,PG/G/UTIL,5800,MEM@ATL 03/26/2023 06:00PM ET,MEM,23.71,L,23.71
C,Clint Capela (27203147),Clint Capela,27203147,C/UTIL,5700,MEM@ATL 03/26/2023 06:00PM ET,ATL,31.47,L,31.47
SF/PF,Andrew Wiggins (27203149),Andrew Wiggins,27203149,SF/PF/F/UTIL,5700,MIN@GSW 03/26/2023 08:30PM ET,GSW,31.46,O,31.46
PG,Tre Jones (27203153),Tre Jones,27203153,PG/G/UTIL,5700,SAS@BOS 03/26/2023 06:00PM ET,SAS,28.83,L,28.83
SG/SF,Bogdan Bogdanovic (27203170),Bogdan Bogdanovic,27203170,SG/SF/F/G/UTIL,5600,MEM@ATL 03/26/2023 06:00PM ET,ATL,25.12,L,25.12
PG,Marcus Smart (27203156),Marcus Smart,27203156,PG/G/UTIL,5600,SAS@BOS 03/26/2023 06:00PM ET,BOS,28.65,L,28.65
SF,Luguentz Dort (27203159),Luguentz Dort,27203159,SF/F/UTIL,5600,OKC@POR 03/26/2023 07:00PM ET,OKC,25.63,L,28.193
PF/C,Al Horford (27203166),Al Horford,27203166,PF/C/F/UTIL,5500,SAS@BOS 03/26/2023 06:00PM ET,BOS,25.83,L,25.83
SF/PF,KJ Martin (27203162),KJ Martin,27203162,SF/PF/F/UTIL,5500,HOU@CLE 03/26/2023 06:00PM ET,HOU,23.46,L,23.46
PF/C,John Collins (27203184),John Collins,27203184,PF/C/F/UTIL,5400,MEM@ATL 03/26/2023 06:00PM ET,ATL,26.56,L,26.56
PG,Malcolm Brogdon (27203175),Malcolm Brogdon,27203175,PG/G/UTIL,5400,SAS@BOS 03/26/2023 06:00PM ET,BOS,27.24,L,27.24
SF/PF,Tari Eason (27203188),Tari Eason,27203188,SF/PF/F/UTIL,5400,HOU@CLE 03/26/2023 06:00PM ET,HOU,21.53,L,21.53
SF/PF,Jaden McDaniels (27203180),Jaden McDaniels,27203180,SF/PF/F/UTIL,5400,MIN@GSW 03/26/2023 08:30PM ET,MIN,23.93,L,23.93
SF/PF,De'Andre Hunter (27203198),De'Andre Hunter,27203198,SF/PF/F/UTIL,5300,MEM@ATL 03/26/2023 06:00PM ET,ATL,24.65,L,24.65
SG,Caris LeVert (27203195),Caris LeVert,27203195,SG/G/UTIL,5300,HOU@CLE 03/26/2023 06:00PM ET,CLE,25.35,L,25.35
C,Kevon Looney (27203178),Kevon Looney,27203178,C/UTIL,5300,MIN@GSW 03/26/2023 08:30PM ET,GSW,24.92,L,29.904
PF,Chris Boucher (27203192),Chris Boucher,27203192,PF/F/UTIL,5300,WAS@TOR 03/26/2023 06:00PM ET,TOR,20.68,L,20.68
PF,Jeremy Sochan (27203207),Jeremy Sochan,27203207,PF/F/UTIL,5200,SAS@BOS 03/26/2023 06:00PM ET,SAS,23.19,O,23.19
SG/SF,Gary Trent Jr. (27203202),Gary Trent Jr.,27203202,SG/SF/F/G/UTIL,5200,WAS@TOR 03/26/2023 06:00PM ET,TOR,27.99,L,27.99
C,Naz Reid (27203220),Naz Reid,27203220,C/UTIL,5100,MIN@GSW 03/26/2023 08:30PM ET,MIN,21.69,L,21.69
SG/SF,Corey Kispert (27203210),Corey Kispert,27203210,SG/SF/F/G/UTIL,5100,WAS@TOR 03/26/2023 06:00PM ET,WAS,17.29,L,17.29
PG,Monte Morris (27203215),Monte Morris,27203215,PG/G/UTIL,5100,WAS@TOR 03/26/2023 06:00PM ET,WAS,24.18,O,24.18
C,Sandro Mamukelashvili (27203218),Sandro Mamukelashvili,27203218,C/UTIL,5000,SAS@BOS 03/26/2023 06:00PM ET,SAS,11.6,L,11.6
C,Ben Simmons (27203226),Ben Simmons,27203226,C/UTIL,4900,BKN@ORL 03/26/2023 06:00PM ET,BKN,26.64,L,26.64
PF/C,Jonathan Kuminga (27203222),Jonathan Kuminga,27203222,PF/C/F/UTIL,4900,MIN@GSW 03/26/2023 08:30PM ET,GSW,18.43,L,20.273
SF/PF,Royce O'Neale (27203235),Royce O'Neale,27203235,SF/PF/F/UTIL,4800,BKN@ORL 03/26/2023 06:00PM ET,BKN,24.22,L,31.486
SF,Dillon Brooks (27203230),Dillon Brooks,27203230,SF/F/UTIL,4800,MEM@ATL 03/26/2023 06:00PM ET,MEM,24.51,L,24.51
C,Daniel Gafford (27203233),Daniel Gafford,27203233,C/UTIL,4800,WAS@TOR 03/26/2023 06:00PM ET,WAS,19.64,L,29.46
PG,Delon Wright (27203239),Delon Wright,27203239,PG/G/UTIL,4800,WAS@TOR 03/26/2023 06:00PM ET,WAS,21.14,L,29.596
C,Onyeka Okongwu (27203228),Onyeka Okongwu,27203228,C/UTIL,4700,MEM@ATL 03/26/2023 06:00PM ET,ATL,24.05,L,28.86
SF/PF,Taurean Prince (27203246),Taurean Prince,27203246,SF/PF/F/UTIL,4700,MIN@GSW 03/26/2023 08:30PM ET,MIN,16.3,L,16.3
PG/SG,Jalen Suggs (27203262),Jalen Suggs,27203262,PG/SG/G/UTIL,4700,BKN@ORL 03/26/2023 06:00PM ET,ORL,21.36,L,21.36
SF/PF,Keita Bates-Diop (27203242),Keita Bates-Diop,27203242,SF/PF/F/UTIL,4700,SAS@BOS 03/26/2023 06:00PM ET,SAS,17.37,L,17.37
C,Robert Williams (27203260),Robert Williams,27203260,C/UTIL,4600,SAS@BOS 03/26/2023 06:00PM ET,BOS,24.52,L,26.972
SG/SF,Luke Kennard (27203255),Luke Kennard,27203255,SG/SF/F/G/UTIL,4600,MEM@ATL 03/26/2023 06:00PM ET,MEM,15.42,L,15.42
SG/SF,Cam Reddish (27203250),Cam Reddish,27203250,SG/SF/F/G/UTIL,4600,OKC@POR 03/26/2023 07:00PM ET,POR,17.64,L,22.932
PG/SG,Malaki Branham (27203266),Malaki Branham,27203266,PG/SG/G/UTIL,4600,SAS@BOS 03/26/2023 06:00PM ET,SAS,16.83,L,16.83
SF/PF,Saddiq Bey (27203276),Saddiq Bey,27203276,SF/PF/F/UTIL,4500,MEM@ATL 03/26/2023 06:00PM ET,ATL,24.61,L,24.61
C,Xavier Tillman (27203274),Xavier Tillman,27203274,C/UTIL,4500,MEM@ATL 03/26/2023 06:00PM ET,MEM,17.06,L,17.06
SG/SF,Romeo Langford (27203280),Romeo Langford,27203280,SG/SF/F/G/UTIL,4500,SAS@BOS 03/26/2023 06:00PM ET,SAS,14.13,L,14.13
PG/SG,Jordan Goodwin (27203270),Jordan Goodwin,27203270,PG/SG/G/UTIL,4500,WAS@TOR 03/26/2023 06:00PM ET,WAS,16,L,16
SG/SF,Donte DiVincenzo (27203285),Donte DiVincenzo,27203285,SG/SF/F/G/UTIL,4400,MIN@GSW 03/26/2023 08:30PM ET,GSW,22.98,L,29.874
PG,Devonte' Graham (27203290),Devonte' Graham,27203290,PG/G/UTIL,4400,SAS@BOS 03/26/2023 06:00PM ET,SAS,15.53,L,15.53
SG,Gary Harris (27203296),Gary Harris,27203296,SG/G/UTIL,4300,BKN@ORL 03/26/2023 06:00PM ET,ORL,16.23,L,32.46
SF,Matisse Thybulle (27203293),Matisse Thybulle,27203293,SF/F/UTIL,4300,OKC@POR 03/26/2023 07:00PM ET,POR,10.77,L,10.77
PF/C,Santi Aldama (27203303),Santi Aldama,27203303,PF/C/F/UTIL,4200,MEM@ATL 03/26/2023 06:00PM ET,MEM,19.8,L,19.8
PG/SG,Will Barton (27203299),Will Barton,27203299,PG/SG/G/UTIL,4200,WAS@TOR 03/26/2023 06:00PM ET,TOR,14.37,L,14.37
SF/PF,Grant Williams (27203307),Grant Williams,27203307,SF/PF/F/UTIL,4100,SAS@BOS 03/26/2023 06:00PM ET,BOS,18.95,L,18.95
SG/SF,Isaiah Joe (27203311),Isaiah Joe,27203311,SG/SF/F/G/UTIL,4100,OKC@POR 03/26/2023 07:00PM ET,OKC,15.77,L,15.77
PF,Dorian Finney-Smith (27203321),Dorian Finney-Smith,27203321,PF/F/UTIL,4000,BKN@ORL 03/26/2023 06:00PM ET,BKN,19.52,L,19.52
C,Drew Eubanks (27203316),Drew Eubanks,27203316,C/UTIL,4000,OKC@POR 03/26/2023 07:00PM ET,POR,17.16,L,42.9
SF,Doug McDermott (27203318),Doug McDermott,27203318,SF/F/UTIL,4000,SAS@BOS 03/26/2023 06:00PM ET,SAS,16.11,L,16.11
SG/SF,Jae'Sean Tate (27203324),Jae'Sean Tate,27203324,SG/SF/F/G/UTIL,3900,HOU@CLE 03/26/2023 06:00PM ET,HOU,19.21,O,19.21
PG/SG,Blake Wesley (27203329),Blake Wesley,27203329,PG/SG/G/UTIL,3900,SAS@BOS 03/26/2023 06:00PM ET,SAS,12.16,L,12.16
SF/PF,Cedi Osman (27203335),Cedi Osman,27203335,SF/PF/F/UTIL,3800,HOU@CLE 03/26/2023 06:00PM ET,CLE,15.66,L,15.66
SG/SF,Isaac Okoro (27203342),Isaac Okoro,27203342,SG/SF/F/G/UTIL,3800,HOU@CLE 03/26/2023 06:00PM ET,CLE,13.75,L,13.75
C,Jaylin Williams (27203354),Jaylin Williams,27203354,C/UTIL,3800,OKC@POR 03/26/2023 07:00PM ET,OKC,15.8,L,15.8
C,Moritz Wagner (27203333),Moritz Wagner,27203333,C/UTIL,3800,BKN@ORL 03/26/2023 06:00PM ET,ORL,21.09,L,21.09
SG,Julian Champagnie (27203339),Julian Champagnie,27203339,SG/G/UTIL,3800,SAS@BOS 03/26/2023 06:00PM ET,SAS,10.75,L,10.75
SG/SF,AJ Griffin (27203356),AJ Griffin,27203356,SG/SF/F/G/UTIL,3700,MEM@ATL 03/26/2023 06:00PM ET,ATL,15.01,L,15.01
C,Aleksej Pokusevski (27203347),Aleksej Pokusevski,27203347,C/UTIL,3700,OKC@POR 03/26/2023 07:00PM ET,OKC,22.17,L,22.17
PG,Ryan Arcidiacono (27203349),Ryan Arcidiacono,27203349,PG/G/UTIL,3700,OKC@POR 03/26/2023 07:00PM ET,POR,3.88,L,3.88
PF/C,Dominick Barlow (27203361),Dominick Barlow,27203361,PF/C/F/UTIL,3700,SAS@BOS 03/26/2023 06:00PM ET,SAS,8.76,L,8.76
C,Day'Ron Sharpe (27203352),Day'Ron Sharpe,27203352,C/UTIL,3600,BKN@ORL 03/26/2023 06:00PM ET,BKN,12.62,L,12.62
SG/SF,Joe Harris (27203372),Joe Harris,27203372,SG/SF/F/G/UTIL,3600,BKN@ORL 03/26/2023 06:00PM ET,BKN,14.69,L,14.69
PG,Ricky Rubio (27203369),Ricky Rubio,27203369,PG/G/UTIL,3600,HOU@CLE 03/26/2023 06:00PM ET,CLE,15.6,L,15.6
SF/PF,Caleb Houstan (27203379),Caleb Houstan,27203379,SF/PF/F/UTIL,3600,BKN@ORL 03/26/2023 06:00PM ET,ORL,7.84,L,7.84
SF/PF,Nassir Little (27203365),Nassir Little,27203365,SF/PF/F/UTIL,3600,OKC@POR 03/26/2023 07:00PM ET,POR,12.47,L,12.47
C,Christian Koloko (27203377),Christian Koloko,27203377,C/UTIL,3600,WAS@TOR 03/26/2023 06:00PM ET,TOR,10.39,L,10.39
SG/SF,Sam Hauser (27203390),Sam Hauser,27203390,SG/SF/F/G/UTIL,3500,SAS@BOS 03/26/2023 06:00PM ET,BOS,12.22,B,12.22
C,JaMychal Green (27203388),JaMychal Green,27203388,C/UTIL,3500,MIN@GSW 03/26/2023 08:30PM ET,GSW,14.24,B,14.24
SG/SF,Keon Johnson (27203383),Keon Johnson,27203383,SG/SF/F/G/UTIL,3500,OKC@POR 03/26/2023 07:00PM ET,POR,8.43,L,29.505
PG/SG,Jeff Dowtin (27203395),Jeff Dowtin,27203395,PG/SG/G/UTIL,3500,WAS@TOR 03/26/2023 06:00PM ET,TOR,6.35,B,6.35
PG,Aaron Holiday (27203421),Aaron Holiday,27203421,PG/G/UTIL,3400,MEM@ATL 03/26/2023 06:00PM ET,ATL,9.11,B,9.11
PG,Edmond Sumner (27203415),Edmond Sumner,27203415,PG/G/UTIL,3400,BKN@ORL 03/26/2023 06:00PM ET,BKN,12.94,B,12.94
SF/PF,Anthony Lamb (27203407),Anthony Lamb,27203407,SF/PF/F/UTIL,3400,MIN@GSW 03/26/2023 08:30PM ET,GSW,15.61,B,15.61
SF/PF,David Roddy (27203411),David Roddy,27203411,SF/PF/F/UTIL,3400,MEM@ATL 03/26/2023 06:00PM ET,MEM,12.41,B,12.41
PG/SG,Nickeil Alexander-Walker (27203399),Nickeil Alexander-Walker,27203399,PG/SG/G/UTIL,3400,MIN@GSW 03/26/2023 08:30PM ET,MIN,13.6,B,13.6
SF/PF,Kevin Knox II (27203403),Kevin Knox II,27203403,SF/PF/F/UTIL,3400,OKC@POR 03/26/2023 07:00PM ET,POR,9.72,B,9.72
C,Gorgui Dieng (27203424),Gorgui Dieng,27203424,C/UTIL,3400,SAS@BOS 03/26/2023 06:00PM ET,SAS,9.92,B,9.92
PG,Malachi Flynn (27203418),Malachi Flynn,27203418,PG/G/UTIL,3400,WAS@TOR 03/26/2023 06:00PM ET,TOR,9.69,B,9.69
PG/SG,Seth Curry (27203447),Seth Curry,27203447,PG/SG/G/UTIL,3300,BKN@ORL 03/26/2023 06:00PM ET,BKN,16.32,O,16.32
PG,Ty Jerome (27203430),Ty Jerome,27203430,PG/G/UTIL,3300,MIN@GSW 03/26/2023 08:30PM ET,GSW,15.17,O,15.17
SG,Daishen Nix (27203436),Daishen Nix,27203436,SG/G/UTIL,3300,HOU@CLE 03/26/2023 06:00PM ET,HOU,11.37,B,11.37
PF/C,Kenneth Lofton Jr. (27203443),Kenneth Lofton Jr.,27203443,PF/C/F/UTIL,3300,MEM@ATL 03/26/2023 06:00PM ET,MEM,7.12,B,7.12
SG,Jaylen Nowell (27203433),Jaylen Nowell,27203433,SG/G/UTIL,3300,MIN@GSW 03/26/2023 08:30PM ET,MIN,18.58,B,18.58
PF/C,Jabari Walker (27203451),Jabari Walker,27203451,PF/C/F/UTIL,3300,OKC@POR 03/26/2023 07:00PM ET,POR,6.7,L,26.8
SF/PF,Anthony Gill (27203439),Anthony Gill,27203439,SF/PF/F/UTIL,3300,WAS@TOR 03/26/2023 06:00PM ET,WAS,6.44,B,6.44
SG,Cam Thomas (27203469),Cam Thomas,27203469,SG/G/UTIL,3200,BKN@ORL 03/26/2023 06:00PM ET,BKN,15.51,B,15.51
SF,Lamar Stevens (27203455),Lamar Stevens,27203455,SF/F/UTIL,3200,HOU@CLE 03/26/2023 06:00PM ET,CLE,11.63,B,11.63
SG/SF,Josh Christopher (27203464),Josh Christopher,27203464,SG/SF/F/G/UTIL,3200,HOU@CLE 03/26/2023 06:00PM ET,HOU,9.48,B,9.48
PG,Jordan McLaughlin (27203461),Jordan McLaughlin,27203461,PG/G/UTIL,3200,MIN@GSW 03/26/2023 08:30PM ET,MIN,12.36,B,12.36
PF/C,Jeremiah Robinson-Earl (27203426),Jeremiah Robinson-Earl,27203426,PF/C/F/UTIL,3200,OKC@POR 03/26/2023 07:00PM ET,OKC,15.99,B,15.99
SF,Aaron Wiggins (27203458),Aaron Wiggins,27203458,SF/F/UTIL,3200,OKC@POR 03/26/2023 07:00PM ET,OKC,13.44,B,13.44
SG,Johnny Davis (27203472),Johnny Davis,27203472,SG/G/UTIL,3200,WAS@TOR 03/26/2023 06:00PM ET,WAS,4.22,B,4.22
SG/SF,Garrison Mathews (27203486),Garrison Mathews,27203486,SG/SF/F/G/UTIL,3100,MEM@ATL 03/26/2023 06:00PM ET,ATL,8.58,B,8.58
SF/PF,Yuta Watanabe (27203491),Yuta Watanabe,27203491,SF/PF/F/UTIL,3100,BKN@ORL 03/26/2023 06:00PM ET,BKN,12.07,B,12.07
PG/SG,Payton Pritchard (27203475),Payton Pritchard,27203475,PG/SG/G/UTIL,3100,SAS@BOS 03/26/2023 06:00PM ET,BOS,8.98,B,8.98
C,Usman Garuba (27203484),Usman Garuba,27203484,C/UTIL,3100,HOU@CLE 03/26/2023 06:00PM ET,HOU,11.68,B,11.68
SG/SF,John Konchar (27203479),John Konchar,27203479,SG/SF/F/G/UTIL,3100,MEM@ATL 03/26/2023 06:00PM ET,MEM,15.41,B,15.41
SG/SF,Trent Forrest (27203513),Trent Forrest,27203513,SG/SF/F/G/UTIL,3000,MEM@ATL 03/26/2023 06:00PM ET,ATL,7.54,B,7.54
PG,Vit Krejci (27203518),Vit Krejci,27203518,PG/G/UTIL,3000,MEM@ATL 03/26/2023 06:00PM ET,ATL,3.22,B,3.22
SF,Tyrese Martin (27203521),Tyrese Martin,27203521,SF/F/UTIL,3000,MEM@ATL 03/26/2023 06:00PM ET,ATL,1.88,B,1.88
SF,Donovan Williams (27203524),Donovan Williams,27203524,SF/F/UTIL,3000,MEM@ATL 03/26/2023 06:00PM ET,ATL,0,B,0
C,Bruno Fernando (27203527),Bruno Fernando,27203527,C/UTIL,3000,MEM@ATL 03/26/2023 06:00PM ET,ATL,11.27,B,11.27
PF,Jalen Johnson (27203529),Jalen Johnson,27203529,PF/F/UTIL,3000,MEM@ATL 03/26/2023 06:00PM ET,ATL,13.31,O,13.31
PG/SG,Patty Mills (27203734),Patty Mills,27203734,PG/SG/G/UTIL,3000,BKN@ORL 03/26/2023 06:00PM ET,BKN,10.66,B,10.66
C,Moses Brown (27203738),Moses Brown,27203738,C/UTIL,3000,BKN@ORL 03/26/2023 06:00PM ET,BKN,10.77,B,10.77
PG,Dru Smith (27203740),Dru Smith,27203740,PG/G/UTIL,3000,BKN@ORL 03/26/2023 06:00PM ET,BKN,10.52,B,10.52
PG,David Duke Jr. (27203743),David Duke Jr.,27203743,PG/G/UTIL,3000,BKN@ORL 03/26/2023 06:00PM ET,BKN,6.38,B,6.38
C,Mike Muscala (27203605),Mike Muscala,27203605,C/UTIL,3000,SAS@BOS 03/26/2023 06:00PM ET,BOS,12.76,B,12.76
PF/C,Luke Kornet (27203607),Luke Kornet,27203607,PF/C/F/UTIL,3000,SAS@BOS 03/26/2023 06:00PM ET,BOS,9.9,B,9.9
C,Blake Griffin (27203611),Blake Griffin,27203611,C/UTIL,3000,SAS@BOS 03/26/2023 06:00PM ET,BOS,12.16,B,12.16
PG,JD Davison (27203613),JD Davison,27203613,PG/G/UTIL,3000,SAS@BOS 03/26/2023 06:00PM ET,BOS,2.42,B,2.42
PF,Mfiondu Kabengele (27203616),Mfiondu Kabengele,27203616,PF/F/UTIL,3000,SAS@BOS 03/26/2023 06:00PM ET,BOS,3.88,B,3.88
SF,Danilo Gallinari (27203619),Danilo Gallinari,27203619,SF/F/UTIL,3000,SAS@BOS 03/26/2023 06:00PM ET,BOS,0,O,0
