Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
SG/SF,Anthony Edwards (27229613),Anthony Edwards,27229613,SG/SF/F/G/UTIL,9100,MIN@PHX 03/29/2023 10:00PM ET,MIN,42.83
PG,Ja Morant (27229618),Ja Morant,27229618,PG/G/UTIL,9000,LAC@MEM 03/29/2023 08:00PM ET,MEM,48.87
PG/SG,Tyrese Maxey (27229621),Tyrese Maxey,27229621,PG/SG/G/UTIL,8900,DAL@PHI 03/29/2023 07:30PM ET,PHI,32.05
SF,Khris Middleton (27229625),Khris Middleton,27229625,SF/F/UTIL,8800,MIL@IND 03/29/2023 07:00PM ET,MIL,30.18
SF,Jimmy Butler (27229628),Jimmy Butler,27229628,SF/F/UTIL,8700,MIA@NYK 03/29/2023 07:30PM ET,MIA,42.11
PF/C,Jaren Jackson Jr. (27229631),Jaren Jackson Jr.,27229631,PF/C/F/UTIL,8600,LAC@MEM 03/29/2023 08:00PM ET,MEM,35.99
PG/SG,Josh Giddey (27229635),Josh Giddey,27229635,PG/SG/G/UTIL,8500,DET@OKC 03/29/2023 08:00PM ET,OKC,37.86
SG,Desmond Bane (27229639),Desmond Bane,27229639,SG/G/UTIL,8400,LAC@MEM 03/29/2023 08:00PM ET,MEM,37.06
SF/PF,DeMar DeRozan (27229642),DeMar DeRozan,27229642,SF/PF/F/UTIL,8300,LAL@CHI 03/29/2023 08:00PM ET,CHI,41.11
PG,De'Aaron Fox (27229646),De'Aaron Fox,27229646,PG/G/UTIL,8200,SAC@POR 03/29/2023 10:00PM ET,SAC,42.35
SG/SF,Zach LaVine (27229649),Zach LaVine,27229649,SG/SF/F/G/UTIL,8100,LAL@CHI 03/29/2023 08:00PM ET,CHI,39.42
PF,Karl-Anthony Towns (27229654),Karl-Anthony Towns,27229654,PF/F/UTIL,8000,MIN@PHX 03/29/2023 10:00PM ET,MIN,40.88
C,Nikola Vucevic (27229657),Nikola Vucevic,27229657,C/UTIL,7900,LAL@CHI 03/29/2023 08:00PM ET,CHI,40.22
PG/SG,Immanuel Quickley (27229659),Immanuel Quickley,27229659,PG/SG/G/UTIL,7800,MIA@NYK 03/29/2023 07:30PM ET,NYK,26.8
C,Bam Adebayo (27229666),Bam Adebayo,27229666,C/UTIL,7700,MIA@NYK 03/29/2023 07:30PM ET,MIA,40.92
PG,Russell Westbrook (27229663),Russell Westbrook,27229663,PG/G/UTIL,7700,LAC@MEM 03/29/2023 08:00PM ET,LAC,36.5
SG,Mikal Bridges (27229668),Mikal Bridges,27229668,SG/G/UTIL,7600,HOU@BKN 03/29/2023 07:30PM ET,BKN,34.23
PG,Spencer Dinwiddie (27229671),Spencer Dinwiddie,27229671,PG/G/UTIL,7600,HOU@BKN 03/29/2023 07:30PM ET,BKN,33.56
PG,Jalen Brunson (27229677),Jalen Brunson,27229677,PG/G/UTIL,7500,MIA@NYK 03/29/2023 07:30PM ET,NYK,39.81
SF,Keldon Johnson (27229674),Keldon Johnson,27229674,SF/F/UTIL,7500,UTA@SAS 03/29/2023 08:00PM ET,SAS,34.57
PG,Kevin Porter Jr. (27229686),Kevin Porter Jr.,27229686,PG/G/UTIL,7400,HOU@BKN 03/29/2023 07:30PM ET,HOU,37.02
PG/SG,Jordan Clarkson (27229680),Jordan Clarkson,27229680,PG/SG/G/UTIL,7400,UTA@SAS 03/29/2023 08:00PM ET,UTA,33.84
C,Rudy Gobert (27229684),Rudy Gobert,27229684,C/UTIL,7400,MIN@PHX 03/29/2023 10:00PM ET,MIN,34.36
PG,Jrue Holiday (27229689),Jrue Holiday,27229689,PG/G/UTIL,7300,MIL@IND 03/29/2023 07:00PM ET,MIL,39.23
C,Walker Kessler (27229692),Walker Kessler,27229692,C/UTIL,7300,UTA@SAS 03/29/2023 08:00PM ET,UTA,26.31
PG,Chris Paul (27229694),Chris Paul,27229694,PG/G/UTIL,7300,MIN@PHX 03/29/2023 10:00PM ET,PHX,36.78
PG/SG,D'Angelo Russell (27229697),D'Angelo Russell,27229697,PG/SG/G/UTIL,7200,LAL@CHI 03/29/2023 08:00PM ET,LAL,34.34
PG/SG,Jaden Ivey (27229701),Jaden Ivey,27229701,PG/SG/G/UTIL,7200,DET@OKC 03/29/2023 08:00PM ET,DET,29.58
PF,Jalen Williams (27229705),Jalen Williams,27229705,PF/F/UTIL,7200,DET@OKC 03/29/2023 08:00PM ET,OKC,27.92
PG/SG,Austin Reaves (27229710),Austin Reaves,27229710,PG/SG/G/UTIL,7100,LAL@CHI 03/29/2023 08:00PM ET,LAL,22.45
C,Deandre Ayton (27229708),Deandre Ayton,27229708,C/UTIL,7100,MIN@PHX 03/29/2023 10:00PM ET,PHX,36.16
SF/PF,Kyle Anderson (27229714),Kyle Anderson,27229714,SF/PF/F/UTIL,7100,MIN@PHX 03/29/2023 10:00PM ET,MIN,27.18
C,Brook Lopez (27229722),Brook Lopez,27229722,C/UTIL,7000,MIL@IND 03/29/2023 07:00PM ET,MIL,32.55
PG/SG,Jalen Green (27229718),Jalen Green,27229718,PG/SG/G/UTIL,7000,HOU@BKN 03/29/2023 07:30PM ET,HOU,34.09
C,Nic Claxton (27229724),Nic Claxton,27229724,C/UTIL,7000,HOU@BKN 03/29/2023 07:30PM ET,BKN,33.27
PF/C,Bobby Portis (27229726),Bobby Portis,27229726,PF/C/F/UTIL,6900,MIL@IND 03/29/2023 07:00PM ET,MIL,30.23
SG/SF,Talen Horton-Tucker (27229730),Talen Horton-Tucker,27229730,SG/SF/F/G/UTIL,6900,UTA@SAS 03/29/2023 08:00PM ET,UTA,20.37
PF/C,Marvin Bagley III (27229741),Marvin Bagley III,27229741,PF/C/F/UTIL,6800,DET@OKC 03/29/2023 08:00PM ET,DET,24.26
PF,Kelly Olynyk (27229738),Kelly Olynyk,27229738,PF/F/UTIL,6800,UTA@SAS 03/29/2023 08:00PM ET,UTA,27.55
PF,Jerami Grant (27229735),Jerami Grant,27229735,PF/F/UTIL,6800,SAC@POR 03/29/2023 10:00PM ET,POR,33.23
C,Alperen Sengun (27229745),Alperen Sengun,27229745,C/UTIL,6700,HOU@BKN 03/29/2023 07:30PM ET,HOU,34.05
SG,Shaedon Sharpe (27229747),Shaedon Sharpe,27229747,SG/G/UTIL,6700,SAC@POR 03/29/2023 10:00PM ET,POR,14.93
PG,Killian Hayes (27229752),Killian Hayes,27229752,PG/G/UTIL,6600,DET@OKC 03/29/2023 08:00PM ET,DET,25.64
C,Myles Turner (27229750),Myles Turner,27229750,C/UTIL,6600,MIL@IND 03/29/2023 07:00PM ET,IND,35.53
SG/SF,Kevin Huerter (27229755),Kevin Huerter,27229755,SG/SF/F/G/UTIL,6600,SAC@POR 03/29/2023 10:00PM ET,SAC,27.40
PG/SG,Tyler Herro (27229760),Tyler Herro,27229760,PG/SG/G/UTIL,6500,MIA@NYK 03/29/2023 07:30PM ET,MIA,36.40
PF,Jabari Smith Jr. (27229764),Jabari Smith Jr.,27229764,PF/F/UTIL,6500,HOU@BKN 03/29/2023 07:30PM ET,HOU,26.76
SF/PF,Tobias Harris (27229767),Tobias Harris,27229767,SF/PF/F/UTIL,6400,DAL@PHI 03/29/2023 07:30PM ET,PHI,29.41
C,Zach Collins (27229771),Zach Collins,27229771,C/UTIL,6400,UTA@SAS 03/29/2023 08:00PM ET,SAS,25.62
SG,Devin Vassell (27229773),Devin Vassell,27229773,SG/G/UTIL,6300,UTA@SAS 03/29/2023 08:00PM ET,SAS,32.5
C,Jusuf Nurkic (27229776),Jusuf Nurkic,27229776,C/UTIL,6300,SAC@POR 03/29/2023 10:00PM ET,POR,32.10
SF,RJ Barrett (27229781),RJ Barrett,27229781,SF/F/UTIL,6200,MIA@NYK 03/29/2023 07:30PM ET,NYK,31.15
PG,Tyus Jones (27229778),Tyus Jones,27229778,PG/G/UTIL,6200,LAC@MEM 03/29/2023 08:00PM ET,MEM,23.79
SG/SF,De'Anthony Melton (27229788),De'Anthony Melton,27229788,SG/SF/F/G/UTIL,6100,DAL@PHI 03/29/2023 07:30PM ET,PHI,24.29
PG/SG,Anfernee Simons (27229784),Anfernee Simons,27229784,PG/SG/G/UTIL,6100,SAC@POR 03/29/2023 10:00PM ET,POR,32.92
SF,Luguentz Dort (27229807),Luguentz Dort,27229807,SF/F/UTIL,6000,DET@OKC 03/29/2023 08:00PM ET,OKC,25.58
C,Steven Adams (27229797),Steven Adams,27229797,C/UTIL,6000,LAC@MEM 03/29/2023 08:00PM ET,MEM,29.99
PG,T.J. McConnell (27229804),T.J. McConnell,27229804,PG/G/UTIL,6000,MIL@IND 03/29/2023 07:00PM ET,IND,21.61
C,Christian Wood (27229799),Christian Wood,27229799,C/UTIL,6000,DAL@PHI 03/29/2023 07:30PM ET,DAL,32.15
PG,Mike Conley (27229801),Mike Conley,27229801,PG/G/UTIL,6000,MIN@PHX 03/29/2023 10:00PM ET,MIN,28.09
PF/C,Trendon Watford (27229793),Trendon Watford,27229793,PF/C/F/UTIL,6000,SAC@POR 03/29/2023 10:00PM ET,POR,15.72
SF/PF,Bojan Bogdanovic (27229814),Bojan Bogdanovic,27229814,SF/PF/F/UTIL,5900,DET@OKC 03/29/2023 08:00PM ET,DET,31.67
PG/SG,Andrew Nembhard (27229818),Andrew Nembhard,27229818,PG/SG/G/UTIL,5900,MIL@IND 03/29/2023 07:00PM ET,IND,20.56
SF/PF,Cameron Johnson (27229810),Cameron Johnson,27229810,SF/PF/F/UTIL,5900,HOU@BKN 03/29/2023 07:30PM ET,BKN,26.65
SF,Buddy Hield (27229822),Buddy Hield,27229822,SF/F/UTIL,5800,MIL@IND 03/29/2023 07:00PM ET,IND,31.36
SF/PF,Jaden McDaniels (27229825),Jaden McDaniels,27229825,SF/PF/F/UTIL,5800,MIN@PHX 03/29/2023 10:00PM ET,MIN,23.72
SG/SF,Josh Hart (27229832),Josh Hart,27229832,SG/SF/F/G/UTIL,5700,MIA@NYK 03/29/2023 07:30PM ET,NYK,28.05
PG,Tre Jones (27229829),Tre Jones,27229829,PG/G/UTIL,5700,UTA@SAS 03/29/2023 08:00PM ET,SAS,28.84
PG,Dennis Schroder (27229846),Dennis Schroder,27229846,PG/G/UTIL,5600,LAL@CHI 03/29/2023 08:00PM ET,LAL,24.59
C,James Wiseman (27229842),James Wiseman,27229842,C/UTIL,5600,DET@OKC 03/29/2023 08:00PM ET,DET,19.16
SF,Dillon Brooks (27229858),Dillon Brooks,27229858,SF/F/UTIL,5600,LAC@MEM 03/29/2023 08:00PM ET,MEM,24.37
SG/SF,Bennedict Mathurin (27229837),Bennedict Mathurin,27229837,SG/SF/F/G/UTIL,5600,MIL@IND 03/29/2023 07:00PM ET,IND,24.60
SF/PF,KJ Martin (27229849),KJ Martin,27229849,SF/PF/F/UTIL,5600,HOU@BKN 03/29/2023 07:30PM ET,HOU,23.51
SG/SF,Ochai Agbaji (27229853),Ochai Agbaji,27229853,SG/SF/F/G/UTIL,5600,UTA@SAS 03/29/2023 08:00PM ET,UTA,11.96
C,Naz Reid (27229844),Naz Reid,27229844,C/UTIL,5600,MIN@PHX 03/29/2023 10:00PM ET,MIN,21.97
SG/SF,Rodney McGruder (27229864),Rodney McGruder,27229864,SG/SF/F/G/UTIL,5500,DET@OKC 03/29/2023 08:00PM ET,DET,11.45
SG/SF,Eric Gordon (27229877),Eric Gordon,27229877,SG/SF/F/G/UTIL,5500,LAC@MEM 03/29/2023 08:00PM ET,LAC,21.38
SF/PF,Tari Eason (27229869),Tari Eason,27229869,SF/PF/F/UTIL,5500,HOU@BKN 03/29/2023 07:30PM ET,HOU,21.60
PG,Kris Dunn (27229861),Kris Dunn,27229861,PG/G/UTIL,5500,UTA@SAS 03/29/2023 08:00PM ET,UTA,26.83
SF/PF,Harrison Barnes (27229873),Harrison Barnes,27229873,SF/PF/F/UTIL,5500,SAC@POR 03/29/2023 10:00PM ET,SAC,25.19
SG/SF,Quentin Grimes (27229882),Quentin Grimes,27229882,SG/SF/F/G/UTIL,5400,MIA@NYK 03/29/2023 07:30PM ET,NYK,19.73
C,Ivica Zubac (27229887),Ivica Zubac,27229887,C/UTIL,5400,LAC@MEM 03/29/2023 08:00PM ET,LAC,27.62
SG/SF,Luke Kennard (27229894),Luke Kennard,27229894,SG/SF/F/G/UTIL,5400,LAC@MEM 03/29/2023 08:00PM ET,MEM,16.01
SG/SF,Tim Hardaway Jr. (27229889),Tim Hardaway Jr.,27229889,SG/SF/F/G/UTIL,5400,DAL@PHI 03/29/2023 07:30PM ET,DAL,23.87
C,Xavier Tillman (27229908),Xavier Tillman,27229908,C/UTIL,5300,LAC@MEM 03/29/2023 08:00PM ET,MEM,17.78
SG,Jaden Hardy (27229899),Jaden Hardy,27229899,SG/G/UTIL,5300,DAL@PHI 03/29/2023 07:30PM ET,DAL,14.14
PF,Jeremy Sochan (27229902),Jeremy Sochan,27229902,PF/F/UTIL,5300,UTA@SAS 03/29/2023 08:00PM ET,SAS,23.19
PF,Keegan Murray (27229905),Keegan Murray,27229905,PF/F/UTIL,5300,SAC@POR 03/29/2023 10:00PM ET,SAC,22.96
PG/SG,Coby White (27229917),Coby White,27229917,PG/SG/G/UTIL,5200,LAL@CHI 03/29/2023 08:00PM ET,CHI,18.46
PF,Marcus Morris Sr. (27229910),Marcus Morris Sr.,27229910,PF/F/UTIL,5200,LAC@MEM 03/29/2023 08:00PM ET,LAC,21.21
SF/PF,Jordan Nwora (27229913),Jordan Nwora,27229913,SF/PF/F/UTIL,5200,MIL@IND 03/29/2023 07:00PM ET,IND,15.88
C,Jalen Duren (27229925),Jalen Duren,27229925,C/UTIL,5100,DET@OKC 03/29/2023 08:00PM ET,DET,24.35
PF/C,Nicolas Batum (27229921),Nicolas Batum,27229921,PF/C/F/UTIL,5100,LAC@MEM 03/29/2023 08:00PM ET,LAC,16.56
PF,Aaron Nesmith (27229931),Aaron Nesmith,27229931,PF/F/UTIL,5100,MIL@IND 03/29/2023 07:00PM ET,IND,19.09
SF/PF,Nassir Little (27229927),Nassir Little,27229927,SF/PF/F/UTIL,5100,SAC@POR 03/29/2023 10:00PM ET,POR,13.03
PF/C,Jarred Vanderbilt (27229945),Jarred Vanderbilt,27229945,PF/C/F/UTIL,5000,LAL@CHI 03/29/2023 08:00PM ET,LAL,23.89
PF/C,Isaiah Stewart (27229937),Isaiah Stewart,27229937,PF/C/F/UTIL,5000,DET@OKC 03/29/2023 08:00PM ET,DET,26.06
PG,Bones Hyland (27229934),Bones Hyland,27229934,PG/G/UTIL,5000,LAC@MEM 03/29/2023 08:00PM ET,LAC,21.52
PF/C,Jalen Smith (27229949),Jalen Smith,27229949,PF/C/F/UTIL,5000,MIL@IND 03/29/2023 07:00PM ET,IND,19.84
PG,Jevon Carter (27229953),Jevon Carter,27229953,PG/G/UTIL,5000,MIL@IND 03/29/2023 07:00PM ET,MIL,17.62
PG/SG,Keon Johnson (27229941),Keon Johnson,27229941,PG/SG/G/UTIL,5000,SAC@POR 03/29/2023 10:00PM ET,POR,9.38
SF/PF,Isaiah Livers (27229964),Isaiah Livers,27229964,SF/PF/F/UTIL,4900,DET@OKC 03/29/2023 08:00PM ET,DET,13.51
SF/PF,Simone Fontecchio (27229960),Simone Fontecchio,27229960,SF/PF/F/UTIL,4900,UTA@SAS 03/29/2023 08:00PM ET,UTA,9.68
SF/PF,Taurean Prince (27229956),Taurean Prince,27229956,SF/PF/F/UTIL,4900,MIN@PHX 03/29/2023 10:00PM ET,MIN,16.16
PG/SG,Patrick Beverley (27229979),Patrick Beverley,27229979,PG/SG/G/UTIL,4800,LAL@CHI 03/29/2023 08:00PM ET,CHI,18.52
SF/PF,Troy Brown Jr. (27229983),Troy Brown Jr.,27229983,SF/PF/F/UTIL,4800,LAL@CHI 03/29/2023 08:00PM ET,LAL,16.83
SG/SF,Max Strus (27229996),Max Strus,27229996,SG/SF/F/G/UTIL,4800,MIA@NYK 03/29/2023 07:30PM ET,MIA,21.43
SG,Alec Burks (27229973),Alec Burks,27229973,SG/G/UTIL,4800,DET@OKC 03/29/2023 08:00PM ET,DET,22.22
SG/SF,Isaiah Joe (27229991),Isaiah Joe,27229991,SG/SF/F/G/UTIL,4800,DET@OKC 03/29/2023 08:00PM ET,OKC,16.52
SG,Grayson Allen (27229976),Grayson Allen,27229976,SG/G/UTIL,4800,MIL@IND 03/29/2023 07:00PM ET,MIL,21.00
C,Ben Simmons (27229968),Ben Simmons,27229968,C/UTIL,4800,HOU@BKN 03/29/2023 07:30PM ET,BKN,26.64
PG,Collin Sexton (27229970),Collin Sexton,27229970,PG/G/UTIL,4800,UTA@SAS 03/29/2023 08:00PM ET,UTA,22.38
SF/PF,Keita Bates-Diop (27229987),Keita Bates-Diop,27229987,SF/PF/F/UTIL,4800,UTA@SAS 03/29/2023 08:00PM ET,SAS,17.24
SF/PF,Patrick Williams (27230003),Patrick Williams,27230003,SF/PF/F/UTIL,4700,LAL@CHI 03/29/2023 08:00PM ET,CHI,20.45
C,Bismack Biyombo (27230001),Bismack Biyombo,27230001,C/UTIL,4700,MIN@PHX 03/29/2023 10:00PM ET,PHX,13.73
SG,Malik Monk (27230007),Malik Monk,27230007,SG/G/UTIL,4700,SAC@POR 03/29/2023 10:00PM ET,SAC,24.17
C,Drew Eubanks (27230010),Drew Eubanks,27230010,C/UTIL,4700,SAC@POR 03/29/2023 10:00PM ET,POR,17.48
PG,Ayo Dosunmu (27230022),Ayo Dosunmu,27230022,PG/G/UTIL,4600,LAL@CHI 03/29/2023 08:00PM ET,CHI,18.15
SG,Malik Beasley (27230025),Malik Beasley,27230025,SG/G/UTIL,4600,LAL@CHI 03/29/2023 08:00PM ET,LAL,22.60
C,Mitchell Robinson (27230012),Mitchell Robinson,27230012,C/UTIL,4600,MIA@NYK 03/29/2023 07:30PM ET,NYK,24.95
PG/SG,Terance Mann (27230018),Terance Mann,27230018,PG/SG/G/UTIL,4600,LAC@MEM 03/29/2023 08:00PM ET,LAC,18.33
SF/PF,Royce O'Neale (27230014),Royce O'Neale,27230014,SF/PF/F/UTIL,4600,HOU@BKN 03/29/2023 07:30PM ET,BKN,24.22
C,Sandro Mamukelashvili (27230028),Sandro Mamukelashvili,27230028,C/UTIL,4600,UTA@SAS 03/29/2023 08:00PM ET,SAS,11.94
SF,Hamidou Diallo (27230036),Hamidou Diallo,27230036,SF/F/UTIL,4500,DET@OKC 03/29/2023 08:00PM ET,DET,17
C,Isaiah Jackson (27230030),Isaiah Jackson,27230030,C/UTIL,4500,MIL@IND 03/29/2023 07:00PM ET,IND,17.23
SG/SF,Joe Ingles (27230039),Joe Ingles,27230039,SG/SF/F/G/UTIL,4500,MIL@IND 03/29/2023 07:00PM ET,MIL,17.54
PF/C,Jabari Walker (27230032),Jabari Walker,27230032,PF/C/F/UTIL,4500,SAC@POR 03/29/2023 10:00PM ET,POR,6.86
C,Jaylin Williams (27230053),Jaylin Williams,27230053,C/UTIL,4400,DET@OKC 03/29/2023 08:00PM ET,OKC,15.85
C,Mason Plumlee (27230044),Mason Plumlee,27230044,C/UTIL,4400,LAC@MEM 03/29/2023 08:00PM ET,LAC,29.72
SF/PF,Josh Green (27230049),Josh Green,27230049,SF/PF/F/UTIL,4400,DAL@PHI 03/29/2023 07:30PM ET,DAL,17.09
PG,Devonte' Graham (27230046),Devonte' Graham,27230046,PG/G/UTIL,4400,UTA@SAS 03/29/2023 08:00PM ET,SAS,15.48
SF/PF,Caleb Martin (27230070),Caleb Martin,27230070,SF/PF/F/UTIL,4300,MIA@NYK 03/29/2023 07:30PM ET,MIA,21.55
PG,Cory Joseph (27230067),Cory Joseph,27230067,PG/G/UTIL,4300,DET@OKC 03/29/2023 08:00PM ET,DET,14.68
SG/SF,Norman Powell (27230062),Norman Powell,27230062,SG/SF/F/G/UTIL,4300,LAC@MEM 03/29/2023 08:00PM ET,LAC,25.32
PG/SG,Shake Milton (27230055),Shake Milton,27230055,PG/SG/G/UTIL,4300,DAL@PHI 03/29/2023 07:30PM ET,PHI,16.51
SF,Josh Okogie (27230059),Josh Okogie,27230059,SF/F/UTIL,4300,MIN@PHX 03/29/2023 10:00PM ET,PHX,15.92
PF,Kevin Love (27230087),Kevin Love,27230087,PF/F/UTIL,4200,MIA@NYK 03/29/2023 07:30PM ET,MIA,20.44
SF/PF,Reggie Bullock (27230078),Reggie Bullock,27230078,SF/PF/F/UTIL,4200,DAL@PHI 03/29/2023 07:30PM ET,DAL,16.51
C,Paul Reed (27230082),Paul Reed,27230082,C/UTIL,4200,DAL@PHI 03/29/2023 07:30PM ET,PHI,11.10
PG/SG,Malaki Branham (27230090),Malaki Branham,27230090,PG/SG/G/UTIL,4200,UTA@SAS 03/29/2023 08:00PM ET,SAS,16.89
PG,Cameron Payne (27230084),Cameron Payne,27230084,PG/G/UTIL,4200,MIN@PHX 03/29/2023 10:00PM ET,PHX,22.49
SF/PF,Kevin Knox II (27230074),Kevin Knox II,27230074,SF/PF/F/UTIL,4200,SAC@POR 03/29/2023 10:00PM ET,POR,10.20
PF,Dorian Finney-Smith (27230094),Dorian Finney-Smith,27230094,PF/F/UTIL,4100,HOU@BKN 03/29/2023 07:30PM ET,BKN,19.45
PF,Georges Niang (27230097),Georges Niang,27230097,PF/F/UTIL,4100,DAL@PHI 03/29/2023 07:30PM ET,PHI,14.39
PF,Torrey Craig (27230100),Torrey Craig,27230100,PF/F/UTIL,4100,MIN@PHX 03/29/2023 10:00PM ET,PHX,19.45
C,Aleksej Pokusevski (27230107),Aleksej Pokusevski,27230107,C/UTIL,4000,DET@OKC 03/29/2023 08:00PM ET,OKC,21.63
PF/C,Eugene Omoruyi (27230118),Eugene Omoruyi,27230118,PF/C/F/UTIL,4000,DET@OKC 03/29/2023 08:00PM ET,DET,11.82
PF/C,Santi Aldama (27230114),Santi Aldama,27230114,PF/C/F/UTIL,4000,LAC@MEM 03/29/2023 08:00PM ET,MEM,19.65
SG/SF,Chris Duarte (27230109),Chris Duarte,27230109,SG/SF/F/G/UTIL,4000,MIL@IND 03/29/2023 07:00PM ET,IND,14.71
SG/SF,Pat Connaughton (27230122),Pat Connaughton,27230122,SG/SF/F/G/UTIL,4000,MIL@IND 03/29/2023 07:00PM ET,MIL,18.43
SG/SF,Jae'Sean Tate (27230127),Jae'Sean Tate,27230127,SG/SF/F/G/UTIL,4000,HOU@BKN 03/29/2023 07:30PM ET,HOU,19.21
C,Day'Ron Sharpe (27230141),Day'Ron Sharpe,27230141,C/UTIL,4000,HOU@BKN 03/29/2023 07:30PM ET,BKN,12.78
SF/PF,Jalen McDaniels (27230103),Jalen McDaniels,27230103,SF/PF/F/UTIL,4000,DAL@PHI 03/29/2023 07:30PM ET,PHI,20.25
PF,P.J. Tucker (27230143),P.J. Tucker,27230143,PF/F/UTIL,4000,DAL@PHI 03/29/2023 07:30PM ET,PHI,11.11
SF/PF,T.J. Warren (27230132),T.J. Warren,27230132,SF/PF/F/UTIL,4000,MIN@PHX 03/29/2023 10:00PM ET,PHX,14.32
SG/SF,Cam Reddish (27230136),Cam Reddish,27230136,SG/SF/F/G/UTIL,4000,SAC@POR 03/29/2023 10:00PM ET,POR,17.19
C,Isaiah Hartenstein (27230151),Isaiah Hartenstein,27230151,C/UTIL,3900,MIA@NYK 03/29/2023 07:30PM ET,NYK,17.12
PG,Kyle Lowry (27230157),Kyle Lowry,27230157,PG/G/UTIL,3900,MIA@NYK 03/29/2023 07:30PM ET,MIA,27.40
PF,Oshae Brissett (27230172),Oshae Brissett,27230172,PF/F/UTIL,3900,MIL@IND 03/29/2023 07:00PM ET,IND,12.64
SF,Danuel House Jr. (27230169),Danuel House Jr.,27230169,SF/F/UTIL,3900,DAL@PHI 03/29/2023 07:30PM ET,PHI,8.56
SG/SF,Romeo Langford (27230146),Romeo Langford,27230146,SG/SF/F/G/UTIL,3900,UTA@SAS 03/29/2023 08:00PM ET,SAS,14.15
SG/SF,Terrence Ross (27230160),Terrence Ross,27230160,SG/SF/F/G/UTIL,3900,MIN@PHX 03/29/2023 10:00PM ET,PHX,15.64
PG/SG,Davion Mitchell (27230153),Davion Mitchell,27230153,PG/SG/G/UTIL,3900,SAC@POR 03/29/2023 10:00PM ET,SAC,12.07
PF/C,Trey Lyles (27230165),Trey Lyles,27230165,PF/C/F/UTIL,3900,SAC@POR 03/29/2023 10:00PM ET,SAC,15.86
PG,Duane Washington Jr. (27230180),Duane Washington Jr.,27230180,PG/G/UTIL,3800,MIA@NYK 03/29/2023 07:30PM ET,NYK,13.11
PG/SG,Victor Oladipo (27230183),Victor Oladipo,27230183,PG/SG/G/UTIL,3800,MIA@NYK 03/29/2023 07:30PM ET,MIA,21.99
C,Montrezl Harrell (27230178),Montrezl Harrell,27230178,C/UTIL,3800,DAL@PHI 03/29/2023 07:30PM ET,PHI,10.90
PF/C,Ish Wainright (27230187),Ish Wainright,27230187,PF/C/F/UTIL,3800,MIN@PHX 03/29/2023 10:00PM ET,PHX,10.96
SG,Jaylen Nowell (27230191),Jaylen Nowell,27230191,SG/G/UTIL,3800,MIN@PHX 03/29/2023 10:00PM ET,MIN,18.61
SF,Matisse Thybulle (27230175),Matisse Thybulle,27230175,SF/F/UTIL,3800,SAC@POR 03/29/2023 10:00PM ET,POR,10.83
