Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame,WAvgPoints
2B,Kean Wong (27412729),Kean Wong,27412729,2B,2000,SEA@CHC 04/10/2023 07:40PM ET,SEA,0,0
OF,Yohendrick Pinango (27412737),Yohendrick Pinango,27412737,OF,2000,SEA@CHC 04/10/2023 07:40PM ET,CHC,0,0
OF,Mike Tauchman (27412748),Mike Tauchman,27412748,OF,2000,SEA@CHC 04/10/2023 07:40PM ET,CHC,0,0
OF,Zach DeLoach (27412777),Zach DeLoach,27412777,OF,2000,SEA@CHC 04/10/2023 07:40PM ET,SEA,0,0
SS,James Triantos (27412779),James Triantos,27412779,SS,2000,SEA@CHC 04/10/2023 07:40PM ET,CHC,0,0
SS,Logan Warmoth (27412803),Logan Warmoth,27412803,SS,2000,SEA@CHC 04/10/2023 07:40PM ET,SEA,0,0
OF,Alberto Rodriguez (27412806),Alberto Rodriguez,27412806,OF,2000,SEA@CHC 04/10/2023 07:40PM ET,SEA,0,0
OF,Jonatan Clase (27412819),Jonatan Clase,27412819,OF,2000,SEA@CHC 04/10/2023 07:40PM ET,SEA,0,0
OF,Delino DeShields (27412825),Delino DeShields,27412825,OF,2000,SEA@CHC 04/10/2023 07:40PM ET,SEA,0,0
C,Jacob Nottingham (27412828),Jacob Nottingham,27412828,C,2000,SEA@CHC 04/10/2023 07:40PM ET,SEA,0,0
OF,Cade Marlowe (27412832),Cade Marlowe,27412832,OF,2000,SEA@CHC 04/10/2023 07:40PM ET,SEA,0,0
2B,Chase Strumpf (27412841),Chase Strumpf,27412841,2B,2000,SEA@CHC 04/10/2023 07:40PM ET,CHC,0,0
1B,Matt Mervis (27412846),Matt Mervis,27412846,1B,2000,SEA@CHC 04/10/2023 07:40PM ET,CHC,0,0
OF,Leonys Martin (27412848),Leonys Martin,27412848,OF,2000,SEA@CHC 04/10/2023 07:40PM ET,SEA,0,0
OF,Brennen Davis (27412849),Brennen Davis,27412849,OF,2000,SEA@CHC 04/10/2023 07:40PM ET,CHC,0,0
1B,Bryce Ball (27412870),Bryce Ball,27412870,1B,2000,SEA@CHC 04/10/2023 07:40PM ET,CHC,0,0
OF,Pete Crow-Armstrong (27412885),Pete Crow-Armstrong,27412885,OF,2000,SEA@CHC 04/10/2023 07:40PM ET,CHC,0,0
SS,Leonardo Rivas (27412887),Leonardo Rivas,27412887,SS,2000,SEA@CHC 04/10/2023 07:40PM ET,SEA,0,0
1B/3B,David Bote (27412892),David Bote,27412892,1B/3B,2000,SEA@CHC 04/10/2023 07:40PM ET,CHC,0,0
1B,Mike Ford (27412914),Mike Ford,27412914,1B,2000,SEA@CHC 04/10/2023 07:40PM ET,SEA,0,0
OF,Kole Calhoun (27412917),Kole Calhoun,27412917,OF,2000,SEA@CHC 04/10/2023 07:40PM ET,SEA,0,0
3B/SS,Sergio Alcantara (27412920),Sergio Alcantara,27412920,3B/SS,2000,SEA@CHC 04/10/2023 07:40PM ET,CHC,0,0
OF,Ben DeLuzio (27412924),Ben DeLuzio,27412924,OF,2000,SEA@CHC 04/10/2023 07:40PM ET,CHC,0,0
OF,Nelson Velazquez (27412925),Nelson Velazquez,27412925,OF,2000,SEA@CHC 04/10/2023 07:40PM ET,CHC,0,0
2B/3B,Jared Young (27412928),Jared Young,27412928,2B/3B,2000,SEA@CHC 04/10/2023 07:40PM ET,CHC,0,0
OF,Taylor Trammell (27412932),Taylor Trammell,27412932,OF,2000,SEA@CHC 04/10/2023 07:40PM ET,SEA,0,0
C,Brian O'Keefe (27412940),Brian O'Keefe,27412940,C,2000,SEA@CHC 04/10/2023 07:40PM ET,SEA,0,0
1B,Colin Moran (27412957),Colin Moran,27412957,1B,2000,SEA@CHC 04/10/2023 07:40PM ET,SEA,0,0
OF,David Dahl (27412570),David Dahl,27412570,OF,2000,SD@NYM 04/10/2023 07:10PM ET,SD,3.5,3.5
C,Francisco Alvarez (27412575),Francisco Alvarez,27412575,C,2000,SD@NYM 04/10/2023 07:10PM ET,NYM,5,5
OF,Jose Azocar (27412579),Jose Azocar,27412579,OF,2000,SD@NYM 04/10/2023 07:10PM ET,SD,4.5,4.5
OF,Tim Locastro (27412584),Tim Locastro,27412584,OF,2000,SD@NYM 04/10/2023 07:10PM ET,NYM,2.14,2.14
SS,Jackson Merrill (27412679),Jackson Merrill,27412679,SS,2000,SD@NYM 04/10/2023 07:10PM ET,SD,0,0
OF,Daniel Johnson (27412684),Daniel Johnson,27412684,OF,2000,SD@NYM 04/10/2023 07:10PM ET,SD,0,0
C,Brett Sullivan (27412690),Brett Sullivan,27412690,C,2000,SD@NYM 04/10/2023 07:10PM ET,SD,0,0
3B/SS,Jaylen Palmer (27412693),Jaylen Palmer,27412693,3B/SS,2000,SD@NYM 04/10/2023 07:10PM ET,NYM,0,0
OF,Samuel Zavala (27412701),Samuel Zavala,27412701,OF,2000,SD@NYM 04/10/2023 07:10PM ET,SD,0,0
2B,Jose Peraza (27412710),Jose Peraza,27412710,2B,2000,SD@NYM 04/10/2023 07:10PM ET,NYM,0,0
SS,Ronny Mauricio (27412740),Ronny Mauricio,27412740,SS,2000,SD@NYM 04/10/2023 07:10PM ET,NYM,0,0
1B,JT Schwartz (27412742),JT Schwartz,27412742,1B,2000,SD@NYM 04/10/2023 07:10PM ET,NYM,0,0
OF,Tirso Ornelas (27412746),Tirso Ornelas,27412746,OF,2000,SD@NYM 04/10/2023 07:10PM ET,SD,0,0
OF,Alexander Ramirez (27412783),Alexander Ramirez,27412783,OF,2000,SD@NYM 04/10/2023 07:10PM ET,NYM,0,0
2B/OF,Carlos Cortes (27412785),Carlos Cortes,27412785,2B/OF,2000,SD@NYM 04/10/2023 07:10PM ET,NYM,0,0
SS,Tim Lopes (27412795),Tim Lopes,27412795,SS,2000,SD@NYM 04/10/2023 07:10PM ET,SD,0,0
SS,Fernando Tatis Jr. (27412859),Fernando Tatis Jr.,27412859,SS,2000,SD@NYM 04/10/2023 07:10PM ET,SD,0,0
2B/3B,Rangel Ravelo (27412864),Rangel Ravelo,27412864,2B/3B,2000,SD@NYM 04/10/2023 07:10PM ET,SD,0,0
OF,Preston Tucker (27412866),Preston Tucker,27412866,OF,2000,SD@NYM 04/10/2023 07:10PM ET,SD,0,0
2B/3B,Evan Mendoza (27412876),Evan Mendoza,27412876,2B/3B,2000,SD@NYM 04/10/2023 07:10PM ET,SD,0,0
3B,Brett Baty (27412895),Brett Baty,27412895,3B,2000,SD@NYM 04/10/2023 07:10PM ET,NYM,0,0
C,Pedro Severino (27412896),Pedro Severino,27412896,C,2000,SD@NYM 04/10/2023 07:10PM ET,SD,0,0
OF,Jaylin Davis (27412900),Jaylin Davis,27412900,OF,2000,SD@NYM 04/10/2023 07:10PM ET,NYM,0,0
3B/SS,Jonathan Arauz (27412903),Jonathan Arauz,27412903,3B/SS,2000,SD@NYM 04/10/2023 07:10PM ET,NYM,0,0
OF,Max Schrock (27412907),Max Schrock,27412907,OF,2000,SD@NYM 04/10/2023 07:10PM ET,SD,0,0
3B/OF,Brandon Dixon (27412912),Brandon Dixon,27412912,3B/OF,2000,SD@NYM 04/10/2023 07:10PM ET,SD,0,0
1B,Alfonso Rivas (27412915),Alfonso Rivas,27412915,1B,2000,SD@NYM 04/10/2023 07:10PM ET,SD,0,0
OF,Abraham Almonte (27412922),Abraham Almonte,27412922,OF,2000,SD@NYM 04/10/2023 07:10PM ET,NYM,0,0
OF,Khalil Lee (27412930),Khalil Lee,27412930,OF,2000,SD@NYM 04/10/2023 07:10PM ET,NYM,0,0
C,Michael Perez (27412937),Michael Perez,27412937,C,2000,SD@NYM 04/10/2023 07:10PM ET,NYM,0,0
2B/SS,Eguy Rosario (27412947),Eguy Rosario,27412947,2B/SS,2000,SD@NYM 04/10/2023 07:10PM ET,SD,0,0
3B/SS,Matthew Batten (27412952),Matthew Batten,27412952,3B/SS,2000,SD@NYM 04/10/2023 07:10PM ET,SD,0,0
1B/3B,Mark Vientos (27412958),Mark Vientos,27412958,1B/3B,2000,SD@NYM 04/10/2023 07:10PM ET,NYM,0,0
OF,Luis Liberato (27412962),Luis Liberato,27412962,OF,2000,SD@NYM 04/10/2023 07:10PM ET,SD,0,0
OF,Adam Engel (27412970),Adam Engel,27412970,OF,2000,SD@NYM 04/10/2023 07:10PM ET,SD,0,0
C,Austin Wynns (27412572),Austin Wynns,27412572,C,2000,LAD@SF 04/10/2023 09:45PM ET,SF,0,0
OF,Bryce Johnson (27412576),Bryce Johnson,27412576,OF,2000,LAD@SF 04/10/2023 09:45PM ET,SF,3.14,3.14
OF,Luis Gonzalez (27412664),Luis Gonzalez,27412664,OF,2000,LAD@SF 04/10/2023 09:45PM ET,SF,0,0
2B,Ford Proctor (27412665),Ford Proctor,27412665,2B,2000,LAD@SF 04/10/2023 09:45PM ET,SF,0,0
OF,Steven Duggar (27412670),Steven Duggar,27412670,OF,2000,LAD@SF 04/10/2023 09:45PM ET,LAD,0,0
2B,Jorbit Vivas (27412673),Jorbit Vivas,27412673,2B,2000,LAD@SF 04/10/2023 09:45PM ET,LAD,0,0
2B,Devin Mann (27412678),Devin Mann,27412678,2B,2000,LAD@SF 04/10/2023 09:45PM ET,LAD,0,0
OF,Jake Vogel (27412691),Jake Vogel,27412691,OF,2000,LAD@SF 04/10/2023 09:45PM ET,LAD,0,0
2B/C,Brett Auerbach (27412698),Brett Auerbach,27412698,C/2B,2000,LAD@SF 04/10/2023 09:45PM ET,SF,0,0
1B,Logan Wyatt (27412708),Logan Wyatt,27412708,1B,2000,LAD@SF 04/10/2023 09:45PM ET,SF,0,0
3B,Luis Toribio (27412709),Luis Toribio,27412709,3B,2000,LAD@SF 04/10/2023 09:45PM ET,SF,0,0
OF,Andy Pages (27412715),Andy Pages,27412715,OF,2000,LAD@SF 04/10/2023 09:45PM ET,LAD,0,0
C,Ricardo Genoves (27412721),Ricardo Genoves,27412721,C,2000,LAD@SF 04/10/2023 09:45PM ET,SF,0,0
OF,Jairo Pomares (27412743),Jairo Pomares,27412743,OF,2000,LAD@SF 04/10/2023 09:45PM ET,SF,0,0
SS,Aeverson Arteaga (27412750),Aeverson Arteaga,27412750,SS,2000,LAD@SF 04/10/2023 09:45PM ET,SF,0,0
OF,Luis Matos (27412757),Luis Matos,27412757,OF,2000,LAD@SF 04/10/2023 09:45PM ET,SF,0,0
OF,James Jones (27412758),James Jones,27412758,OF,2000,LAD@SF 04/10/2023 09:45PM ET,LAD,0,0
C,Diego Cartaya (27412765),Diego Cartaya,27412765,C,2000,LAD@SF 04/10/2023 09:45PM ET,LAD,0,0
C,Patrick Bailey (27412769),Patrick Bailey,27412769,C,2000,LAD@SF 04/10/2023 09:45PM ET,SF,0,0
2B/SS,Isan Diaz (27412790),Isan Diaz,27412790,2B/SS,2000,LAD@SF 04/10/2023 09:45PM ET,SF,0,0
2B,Riley Mahan (27412799),Riley Mahan,27412799,2B,2000,LAD@SF 04/10/2023 09:45PM ET,SF,0,0
3B,Casey Schmitt (27412800),Casey Schmitt,27412800,3B,2000,LAD@SF 04/10/2023 09:45PM ET,SF,0,0
OF,Jose Ramos (27412805),Jose Ramos,27412805,OF,2000,LAD@SF 04/10/2023 09:45PM ET,LAD,0,0
OF,Jonny DeLuca (27412811),Jonny DeLuca,27412811,OF,2000,LAD@SF 04/10/2023 09:45PM ET,LAD,0,0
SS,Bryson Brigman (27412820),Bryson Brigman,27412820,SS,2000,LAD@SF 04/10/2023 09:45PM ET,LAD,0,0
OF,Jahmai Jones (27412827),Jahmai Jones,27412827,OF,2000,LAD@SF 04/10/2023 09:45PM ET,LAD,0,0
C,David Freitas (27412839),David Freitas,27412839,C,2000,LAD@SF 04/10/2023 09:45PM ET,LAD,0,0
SS,Will Wilson (27412851),Will Wilson,27412851,SS,2000,LAD@SF 04/10/2023 09:45PM ET,SF,0,0
1B/2B,Michael Busch (27412861),Michael Busch,27412861,1B/2B,2000,LAD@SF 04/10/2023 09:45PM ET,LAD,0,0
SS,Eddys Leonard (27412871),Eddys Leonard,27412871,SS,2000,LAD@SF 04/10/2023 09:45PM ET,LAD,0,0
OF,Stephen Piscotty (27412891),Stephen Piscotty,27412891,OF,2000,LAD@SF 04/10/2023 09:45PM ET,SF,0,0
C,Joey Bart (27412894),Joey Bart,27412894,C,2000,LAD@SF 04/10/2023 09:45PM ET,SF,0,0
2B/3B,Yonny Hernandez (27412901),Yonny Hernandez,27412901,2B/3B,2000,LAD@SF 04/10/2023 09:45PM ET,LAD,0,0
2B/OF,Luke Williams (27412918),Luke Williams,27412918,2B/OF,2000,LAD@SF 04/10/2023 09:45PM ET,LAD,0,0
OF,Heliot Ramos (27412936),Heliot Ramos,27412936,OF,2000,LAD@SF 04/10/2023 09:45PM ET,SF,3,3
OF/SS,Brett Wisely (27412943),Brett Wisely,27412943,SS/OF,2000,LAD@SF 04/10/2023 09:45PM ET,SF,0,0
1B,Ronald Guzman (27412949),Ronald Guzman,27412949,1B,2000,LAD@SF 04/10/2023 09:45PM ET,SF,0,0
OF,Yusniel Diaz (27412972),Yusniel Diaz,27412972,OF,2000,LAD@SF 04/10/2023 09:45PM ET,LAD,0,0
C,Hunter Goodman (27412674),Hunter Goodman,27412674,C,2000,STL@COL 04/10/2023 08:40PM ET,COL,0,0
SS,Adael Amador (27412676),Adael Amador,27412676,SS,2000,STL@COL 04/10/2023 08:40PM ET,COL,0,0
SS,Jose Fermin (27412677),Jose Fermin,27412677,SS,2000,STL@COL 04/10/2023 08:40PM ET,STL,0,0
3B,Aaron Schunk (27412717),Aaron Schunk,27412717,3B,2000,STL@COL 04/10/2023 08:40PM ET,COL,0,0
OF,Moises Gomez (27412732),Moises Gomez,27412732,OF,2000,STL@COL 04/10/2023 08:40PM ET,STL,0,0
3B,Juniel Querecuto (27412733),Juniel Querecuto,27412733,3B,2000,STL@COL 04/10/2023 08:40PM ET,STL,0,0
OF,Zac Veen (27412744),Zac Veen,27412744,OF,2000,STL@COL 04/10/2023 08:40PM ET,COL,0,0
1B,Grant Lavigne (27412745),Grant Lavigne,27412745,1B,2000,STL@COL 04/10/2023 08:40PM ET,COL,0,0
OF,Scott Hurst (27412764),Scott Hurst,27412764,OF,2000,STL@COL 04/10/2023 08:40PM ET,STL,0,0
1B,Luken Baker (27412768),Luken Baker,27412768,1B,2000,STL@COL 04/10/2023 08:40PM ET,STL,0,0
OF,Jameson Hannah (27412774),Jameson Hannah,27412774,OF,2000,STL@COL 04/10/2023 08:40PM ET,COL,0,0
SS,Julio Carreras (27412787),Julio Carreras,27412787,SS,2000,STL@COL 04/10/2023 08:40PM ET,COL,0,0
2B/3B,Bret Boswell (27412797),Bret Boswell,27412797,2B/3B,2000,STL@COL 04/10/2023 08:40PM ET,COL,0,0
C,Jonathan Morales (27412801),Jonathan Morales,27412801,C,2000,STL@COL 04/10/2023 08:40PM ET,COL,0,0
OF,Benny Montgomery (27412802),Benny Montgomery,27412802,OF,2000,STL@COL 04/10/2023 08:40PM ET,COL,0,0
C,Willie MacIver (27412816),Willie MacIver,27412816,C,2000,STL@COL 04/10/2023 08:40PM ET,COL,0,0
C,Drew Romo (27412824),Drew Romo,27412824,C,2000,STL@COL 04/10/2023 08:40PM ET,COL,0,0
3B/SS,Kramer Robertson (27412852),Kramer Robertson,27412852,3B/SS,2000,STL@COL 04/10/2023 08:40PM ET,STL,0,0
OF,Brenton Doyle (27412860),Brenton Doyle,27412860,OF,2000,STL@COL 04/10/2023 08:40PM ET,COL,0,0
3B,Warming Bernabel (27412869),Warming Bernabel,27412869,3B,2000,STL@COL 04/10/2023 08:40PM ET,COL,0,0
SS,Masyn Winn (27412875),Masyn Winn,27412875,SS,2000,STL@COL 04/10/2023 08:40PM ET,STL,0,0
OF,Joshua Baez (27412883),Joshua Baez,27412883,OF,2000,STL@COL 04/10/2023 08:40PM ET,STL,0,0
C,Ivan Herrera (27412897),Ivan Herrera,27412897,C,2000,STL@COL 04/10/2023 08:40PM ET,STL,0,0
SS,Paul DeJong (27412898),Paul DeJong,27412898,SS,2000,STL@COL 04/10/2023 08:40PM ET,STL,0,0
C,Tres Barrera (27412945),Tres Barrera,27412945,C,2000,STL@COL 04/10/2023 08:40PM ET,STL,0,0
OF,Oscar Mercado (27412963),Oscar Mercado,27412963,OF,2000,STL@COL 04/10/2023 08:40PM ET,STL,0,0
2B/OF,Owen Miller (27412568),Owen Miller,27412568,2B/OF,2000,MIL@ARI 04/10/2023 09:40PM ET,MIL,3,3
1B,Pavin Smith (27412574),Pavin Smith,27412574,1B,2000,MIL@ARI 04/10/2023 09:40PM ET,ARI,22,22
C,Jose Herrera (27412580),Jose Herrera,27412580,C,2000,MIL@ARI 04/10/2023 09:40PM ET,ARI,7.25,7.25
C,Payton Henry (27412666),Payton Henry,27412666,C,2000,MIL@ARI 04/10/2023 09:40PM ET,MIL,0,0
OF,Skye Bolt (27412667),Skye Bolt,27412667,OF,2000,MIL@ARI 04/10/2023 09:40PM ET,MIL,0,0
1B,Josh VanMeter (27412668),Josh VanMeter,27412668,1B,2000,MIL@ARI 04/10/2023 09:40PM ET,MIL,0,0
OF,Joe Gray (27412675),Joe Gray,27412675,OF,2000,MIL@ARI 04/10/2023 09:40PM ET,MIL,0,0
3B,A.J. Vukovich (27412682),A.J. Vukovich,27412682,3B,2000,MIL@ARI 04/10/2023 09:40PM ET,ARI,0,0
C,Ali Sanchez (27412685),Ali Sanchez,27412685,C,2000,MIL@ARI 04/10/2023 09:40PM ET,ARI,0,0
OF,Blake Perkins (27412687),Blake Perkins,27412687,OF,2000,MIL@ARI 04/10/2023 09:40PM ET,MIL,0,0
3B/C,Zavier Warren (27412703),Zavier Warren,27412703,C/3B,2000,MIL@ARI 04/10/2023 09:40PM ET,MIL,0,0
1B,Jon Singleton (27412713),Jon Singleton,27412713,1B,2000,MIL@ARI 04/10/2023 09:40PM ET,MIL,0,0
OF,Jackson Chourio (27412716),Jackson Chourio,27412716,OF,2000,MIL@ARI 04/10/2023 09:40PM ET,MIL,0,0
2B/SS,Felix Valerio (27412723),Felix Valerio,27412723,2B/SS,2000,MIL@ARI 04/10/2023 09:40PM ET,MIL,0,0
OF,Micah Bello (27412727),Micah Bello,27412727,OF,2000,MIL@ARI 04/10/2023 09:40PM ET,MIL,0,0
3B,Phillip Evans (27412739),Phillip Evans,27412739,3B,2000,MIL@ARI 04/10/2023 09:40PM ET,ARI,0,0
OF,Sal Frelick (27412747),Sal Frelick,27412747,OF,2000,MIL@ARI 04/10/2023 09:40PM ET,MIL,0,0
C,Adrian Del Castillo (27412751),Adrian Del Castillo,27412751,C,2000,MIL@ARI 04/10/2023 09:40PM ET,ARI,0,0
SS,Ryan Bliss (27412753),Ryan Bliss,27412753,SS,2000,MIL@ARI 04/10/2023 09:40PM ET,ARI,0,0
C,Jeferson Quero (27412761),Jeferson Quero,27412761,C,2000,MIL@ARI 04/10/2023 09:40PM ET,MIL,0,0
OF,Wilderd Patino (27412767),Wilderd Patino,27412767,OF,2000,MIL@ARI 04/10/2023 09:40PM ET,ARI,0,0
OF,Jorge Barrosa (27412775),Jorge Barrosa,27412775,OF,2000,MIL@ARI 04/10/2023 09:40PM ET,ARI,0,0
C,Brian Navarreto (27412794),Brian Navarreto,27412794,C,2000,MIL@ARI 04/10/2023 09:40PM ET,MIL,0,0
SS,Jordan Lawlar (27412796),Jordan Lawlar,27412796,SS,2000,MIL@ARI 04/10/2023 09:40PM ET,ARI,0,0
3B,Blaze Alexander (27412807),Blaze Alexander,27412807,3B,2000,MIL@ARI 04/10/2023 09:40PM ET,ARI,0,0
C,Juan Centeno (27412817),Juan Centeno,27412817,C,2000,MIL@ARI 04/10/2023 09:40PM ET,ARI,0,0
SS,Eduardo Garcia (27412821),Eduardo Garcia,27412821,SS,2000,MIL@ARI 04/10/2023 09:40PM ET,MIL,0,0
2B,Tyler Black (27412837),Tyler Black,27412837,2B,2000,MIL@ARI 04/10/2023 09:40PM ET,MIL,0,0
OF,Hedbert Perez (27412838),Hedbert Perez,27412838,OF,2000,MIL@ARI 04/10/2023 09:40PM ET,MIL,0,0
OF,Dominic Fletcher (27412840),Dominic Fletcher,27412840,OF,2000,MIL@ARI 04/10/2023 09:40PM ET,ARI,0,0
OF,Garrett Whitley (27412842),Garrett Whitley,27412842,OF,2000,MIL@ARI 04/10/2023 09:40PM ET,MIL,0,0
SS,Freddy Zamora (27412847),Freddy Zamora,27412847,SS,2000,MIL@ARI 04/10/2023 09:40PM ET,MIL,0,0
OF,Tristen Lutz (27412879),Tristen Lutz,27412879,OF,2000,MIL@ARI 04/10/2023 09:40PM ET,MIL,0,0
C,Alex Hall (27412888),Alex Hall,27412888,C,2000,MIL@ARI 04/10/2023 09:40PM ET,MIL,0,0
2B,Buddy Kennedy (27412906),Buddy Kennedy,27412906,2B,2000,MIL@ARI 04/10/2023 09:40PM ET,ARI,0,0
2B/OF,Diego Castillo (27412908),Diego Castillo,27412908,2B/OF,2000,MIL@ARI 04/10/2023 09:40PM ET,ARI,0,0
2B/3B,Jake Hager (27412941),Jake Hager,27412941,2B/3B,2000,MIL@ARI 04/10/2023 09:40PM ET,ARI,0,0
3B,Emmanuel Rivera (27412956),Emmanuel Rivera,27412956,3B,2000,MIL@ARI 04/10/2023 09:40PM ET,ARI,0,0
2B/3B,Yairo Munoz (27412964),Yairo Munoz,27412964,2B/3B,2000,MIL@ARI 04/10/2023 09:40PM ET,ARI,0,0
1B,Seth Beer (27412966),Seth Beer,27412966,1B,2000,MIL@ARI 04/10/2023 09:40PM ET,ARI,0,0
