Position,Name + ID,Name,ID,Roster_Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
DST,Packers  (31447545),Packers ,31447545,CPT,5700,KC@GB 12/03/2023 08:20PM ET,GB,7
WR,Justin Watson (31447485),Justin Watson,31447485,FLEX,5200,KC@GB 12/03/2023 08:20PM ET,KC,6.42
K,Harrison Butker (31447486),Harrison Butker,31447486,FLEX,4800,KC@GB 12/03/2023 08:20PM ET,KC,8.82
DST,Chiefs  (31447487),Chiefs ,31447487,FLEX,4600,KC@GB 12/03/2023 08:20PM ET,KC,8.27
WR,Marquez Valdes-Scantling (31447546),Marquez Valdes-Scantling,31447546,CPT,4500,KC@GB 12/03/2023 08:20PM ET,KC,4.07
K,Anders Carlson (31447488),Anders Carlson,31447488,FLEX,4400,KC@GB 12/03/2023 08:20PM ET,GB,6.36
TE,Tucker Kraft (31447489),Tucker Kraft,31447489,FLEX,4200,KC@GB 12/03/2023 08:20PM ET,GB,1.71
RB,Jerick McKinnon (31447547),Jerick McKinnon,31447547,CPT,4200,KC@GB 12/03/2023 08:20PM ET,KC,5.56
RB,Clyde Edwards-Helaire (31447548),Clyde Edwards-Helaire,31447548,CPT,3900,KC@GB 12/03/2023 08:20PM ET,KC,2.9
DST,Packers  (31447490),Packers ,31447490,FLEX,3800,KC@GB 12/03/2023 08:20PM ET,GB,7
WR,Skyy Moore (31447549),Skyy Moore,31447549,CPT,3600,KC@GB 12/03/2023 08:20PM ET,KC,4.74
WR,Marquez Valdes-Scantling (31447491),Marquez Valdes-Scantling,31447491,FLEX,3000,KC@GB 12/03/2023 08:20PM ET,KC,4.07
RB,Patrick Taylor (31447550),Patrick Taylor,31447550,CPT,3000,KC@GB 12/03/2023 08:20PM ET,GB,2.68
RB,Jerick McKinnon (31447492),Jerick McKinnon,31447492,FLEX,2800,KC@GB 12/03/2023 08:20PM ET,KC,5.56
RB,Clyde Edwards-Helaire (31447493),Clyde Edwards-Helaire,31447493,FLEX,2600,KC@GB 12/03/2023 08:20PM ET,KC,2.9
WR,Skyy Moore (31447494),Skyy Moore,31447494,FLEX,2400,KC@GB 12/03/2023 08:20PM ET,KC,4.74
WR,Kadarius Toney (31447551),Kadarius Toney,31447551,CPT,2400,KC@GB 12/03/2023 08:20PM ET,KC,4.28
RB,Patrick Taylor (31447495),Patrick Taylor,31447495,FLEX,2000,KC@GB 12/03/2023 08:20PM ET,GB,2.68
TE,Noah Gray (31447552),Noah Gray,31447552,CPT,1800,KC@GB 12/03/2023 08:20PM ET,KC,4.68
WR,Kadarius Toney (31447496),Kadarius Toney,31447496,FLEX,1600,KC@GB 12/03/2023 08:20PM ET,KC,4.28
WR,Malik Heath (31447553),Malik Heath,31447553,CPT,1500,KC@GB 12/03/2023 08:20PM ET,GB,1.47
TE,Noah Gray (31447497),Noah Gray,31447497,FLEX,1200,KC@GB 12/03/2023 08:20PM ET,KC,4.68
WR,Dontayvion Wicks (31447554),Dontayvion Wicks,31447554,CPT,1200,KC@GB 12/03/2023 08:20PM ET,GB,5.88
WR,Malik Heath (31447498),Malik Heath,31447498,FLEX,1000,KC@GB 12/03/2023 08:20PM ET,GB,1.47
WR,Dontayvion Wicks (31447499),Dontayvion Wicks,31447499,FLEX,800,KC@GB 12/03/2023 08:20PM ET,GB,5.88
TE,Luke Musgrave (31447555),Luke Musgrave,31447555,CPT,300,KC@GB 12/03/2023 08:20PM ET,GB,7.31
RB,Emanuel Wilson (31447556),Emanuel Wilson,31447556,CPT,300,KC@GB 12/03/2023 08:20PM ET,GB,2.11
TE,Tyler Davis (31447557),Tyler Davis,31447557,CPT,300,KC@GB 12/03/2023 08:20PM ET,GB,0
TE,Matt Bushman (31447558),Matt Bushman,31447558,CPT,300,KC@GB 12/03/2023 08:20PM ET,KC,0
WR,Samori Toure (31447559),Samori Toure,31447559,CPT,300,KC@GB 12/03/2023 08:20PM ET,GB,1.65
TE,Josiah Deguara (31447560),Josiah Deguara,31447560,CPT,300,KC@GB 12/03/2023 08:20PM ET,GB,1.45
TE,Ben Sims (31447561),Ben Sims,31447561,CPT,300,KC@GB 12/03/2023 08:20PM ET,GB,0.31
RB,La'Mical Perine (31447562),La'Mical Perine,31447562,CPT,300,KC@GB 12/03/2023 08:20PM ET,KC,0.05
WR,Mecole Hardman Jr. (31447563),Mecole Hardman Jr.,31447563,CPT,300,KC@GB 12/03/2023 08:20PM ET,KC,1.44
WR,Justyn Ross (31447564),Justyn Ross,31447564,CPT,300,KC@GB 12/03/2023 08:20PM ET,KC,0.91
TE,Blake Bell (31447565),Blake Bell,31447565,CPT,300,KC@GB 12/03/2023 08:20PM ET,KC,0.9
WR,Richie James Jr. (31447566),Richie James Jr.,31447566,CPT,300,KC@GB 12/03/2023 08:20PM ET,KC,0.2
TE,Joel Wilson (31447567),Joel Wilson,31447567,CPT,300,KC@GB 12/03/2023 08:20PM ET,GB,0
RB,Henry Pearson (31447568),Henry Pearson,31447568,CPT,300,KC@GB 12/03/2023 08:20PM ET,GB,0
RB,Ellis Merriweather (31447569),Ellis Merriweather,31447569,CPT,300,KC@GB 12/03/2023 08:20PM ET,GB,0
RB,Deneric Prince (31447570),Deneric Prince,31447570,CPT,300,KC@GB 12/03/2023 08:20PM ET,KC,0
WR,Cornell Powell (31447571),Cornell Powell,31447571,CPT,300,KC@GB 12/03/2023 08:20PM ET,KC,0
WR,Grant DuBose (31447572),Grant DuBose,31447572,CPT,300,KC@GB 12/03/2023 08:20PM ET,GB,0
WR,Chase Cota (31447573),Chase Cota,31447573,CPT,300,KC@GB 12/03/2023 08:20PM ET,KC,0
TE,James Winchester (31447574),James Winchester,31447574,CPT,300,KC@GB 12/03/2023 08:20PM ET,KC,0
TE,Gerrit Prince (31447575),Gerrit Prince,31447575,CPT,300,KC@GB 12/03/2023 08:20PM ET,KC,0
RB,James Robinson (31447576),James Robinson,31447576,CPT,300,KC@GB 12/03/2023 08:20PM ET,GB,0
WR,Bo Melton (31447577),Bo Melton,31447577,CPT,300,KC@GB 12/03/2023 08:20PM ET,GB,0
WR,Montrell Washington (31447578),Montrell Washington,31447578,CPT,300,KC@GB 12/03/2023 08:20PM ET,KC,0
WR,Nikko Remigio (31447579),Nikko Remigio,31447579,CPT,300,KC@GB 12/03/2023 08:20PM ET,KC,0
TE,Jody Fortson (31447580),Jody Fortson,31447580,CPT,300,KC@GB 12/03/2023 08:20PM ET,KC,0
TE,Luke Musgrave (31447500),Luke Musgrave,31447500,FLEX,200,KC@GB 12/03/2023 08:20PM ET,GB,7.31
RB,Emanuel Wilson (31447501),Emanuel Wilson,31447501,FLEX,200,KC@GB 12/03/2023 08:20PM ET,GB,2.11
TE,Tyler Davis (31447502),Tyler Davis,31447502,FLEX,200,KC@GB 12/03/2023 08:20PM ET,GB,0
TE,Matt Bushman (31447503),Matt Bushman,31447503,FLEX,200,KC@GB 12/03/2023 08:20PM ET,KC,0
WR,Samori Toure (31447504),Samori Toure,31447504,FLEX,200,KC@GB 12/03/2023 08:20PM ET,GB,1.65
TE,Josiah Deguara (31447505),Josiah Deguara,31447505,FLEX,200,KC@GB 12/03/2023 08:20PM ET,GB,1.45
TE,Ben Sims (31447506),Ben Sims,31447506,FLEX,200,KC@GB 12/03/2023 08:20PM ET,GB,0.31
RB,La'Mical Perine (31447507),La'Mical Perine,31447507,FLEX,200,KC@GB 12/03/2023 08:20PM ET,KC,0.05
WR,Mecole Hardman Jr. (31447508),Mecole Hardman Jr.,31447508,FLEX,200,KC@GB 12/03/2023 08:20PM ET,KC,1.44
WR,Justyn Ross (31447509),Justyn Ross,31447509,FLEX,200,KC@GB 12/03/2023 08:20PM ET,KC,0.91
TE,Blake Bell (31447510),Blake Bell,31447510,FLEX,200,KC@GB 12/03/2023 08:20PM ET,KC,0.9
WR,Richie James Jr. (31447511),Richie James Jr.,31447511,FLEX,200,KC@GB 12/03/2023 08:20PM ET,KC,0.2
TE,Joel Wilson (31447512),Joel Wilson,31447512,FLEX,200,KC@GB 12/03/2023 08:20PM ET,GB,0
RB,Henry Pearson (31447513),Henry Pearson,31447513,FLEX,200,KC@GB 12/03/2023 08:20PM ET,GB,0
RB,Ellis Merriweather (31447514),Ellis Merriweather,31447514,FLEX,200,KC@GB 12/03/2023 08:20PM ET,GB,0
RB,Deneric Prince (31447515),Deneric Prince,31447515,FLEX,200,KC@GB 12/03/2023 08:20PM ET,KC,0
WR,Cornell Powell (31447516),Cornell Powell,31447516,FLEX,200,KC@GB 12/03/2023 08:20PM ET,KC,0
WR,Grant DuBose (31447517),Grant DuBose,31447517,FLEX,200,KC@GB 12/03/2023 08:20PM ET,GB,0
WR,Chase Cota (31447518),Chase Cota,31447518,FLEX,200,KC@GB 12/03/2023 08:20PM ET,KC,0
TE,James Winchester (31447519),James Winchester,31447519,FLEX,200,KC@GB 12/03/2023 08:20PM ET,KC,0
TE,Gerrit Prince (31447520),Gerrit Prince,31447520,FLEX,200,KC@GB 12/03/2023 08:20PM ET,KC,0
RB,James Robinson (31447521),James Robinson,31447521,FLEX,200,KC@GB 12/03/2023 08:20PM ET,GB,0
WR,Bo Melton (31447522),Bo Melton,31447522,FLEX,200,KC@GB 12/03/2023 08:20PM ET,GB,0
WR,Montrell Washington (31447523),Montrell Washington,31447523,FLEX,200,KC@GB 12/03/2023 08:20PM ET,KC,0
WR,Nikko Remigio (31447524),Nikko Remigio,31447524,FLEX,200,KC@GB 12/03/2023 08:20PM ET,KC,0
TE,Jody Fortson (31447525),Jody Fortson,31447525,FLEX,200,KC@GB 12/03/2023 08:20PM ET,KC,0
