Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame,Status,WAvgPoints
SG,Furkan Korkmaz (27102466),Furkan Korkmaz,27102466,SG/G/UTIL,3000,PHI@CHA 03/17/2023 07:00PM ET,PHI,6.82,B,6.82
PF,Louis King (27102469),Louis King,27102469,PF/F/UTIL,3000,PHI@CHA 03/17/2023 07:00PM ET,PHI,0,B,0
PG,Mac McClung (27102472),Mac McClung,27102472,PG/G/UTIL,3000,PHI@CHA 03/17/2023 07:00PM ET,PHI,0,B,0
C,Dewayne Dedmon (27102475),Dewayne Dedmon,27102475,C/UTIL,3000,PHI@CHA 03/17/2023 07:00PM ET,PHI,12.13,B,12.13
SG,Jaden Springer (27102477),Jaden Springer,27102477,SG/G/UTIL,3000,PHI@CHA 03/17/2023 07:00PM ET,PHI,5.19,B,5.19
SF/PF,Jalen McDaniels (27102480),Jalen McDaniels,27102480,SF/PF/F/UTIL,3000,PHI@CHA 03/17/2023 07:00PM ET,PHI,20.94,O,20.94
SF/PF,Kevin Knox II (27102202),Kevin Knox II,27102202,SF/PF/F/UTIL,3000,BOS@POR 03/17/2023 10:00PM ET,POR,9.59,B,9.59
PF/C,Jabari Walker (27102211),Jabari Walker,27102211,PF/C/F/UTIL,3000,BOS@POR 03/17/2023 10:00PM ET,POR,6.46,B,6.46
PG,Ryan Arcidiacono (27102215),Ryan Arcidiacono,27102215,PG/G/UTIL,3000,BOS@POR 03/17/2023 10:00PM ET,POR,3.38,B,3.38
C,John Butler (27102218),John Butler,27102218,C/UTIL,3000,BOS@POR 03/17/2023 10:00PM ET,POR,1.56,B,1.56
SG/SF,Keon Johnson (27102220),Keon Johnson,27102220,SG/SF/F/G/UTIL,3000,BOS@POR 03/17/2023 10:00PM ET,POR,8.04,B,8.04
C,Ibou Badji (27102225),Ibou Badji,27102225,C/UTIL,3000,BOS@POR 03/17/2023 10:00PM ET,POR,0,O,0
SF,Justise Winslow (27102227),Justise Winslow,27102227,SF/F/UTIL,3000,BOS@POR 03/17/2023 10:00PM ET,POR,20.46,O,20.46
SG,Julian Champagnie (27102206),Julian Champagnie,27102206,SG/G/UTIL,3000,MEM@SAS 03/17/2023 08:00PM ET,SAS,6.25,B,6.25
C,Khem Birch (27102209),Khem Birch,27102209,C/UTIL,3000,MEM@SAS 03/17/2023 08:00PM ET,SAS,5.06,O,5.06
PG/SG,Kendrick Nunn (27102198),Kendrick Nunn,27102198,PG/SG/G/UTIL,3000,WAS@CLE 03/17/2023 07:30PM ET,WAS,11.09,B,11.09
SF/PF,Anthony Gill (27102401),Anthony Gill,27102401,SF/PF/F/UTIL,3000,WAS@CLE 03/17/2023 07:30PM ET,WAS,6.24,B,6.24
PG,Quenton Jackson (27102405),Quenton Jackson,27102405,PG/G/UTIL,3000,WAS@CLE 03/17/2023 07:30PM ET,WAS,2.75,B,2.75
PF/C,Isaiah Todd (27102408),Isaiah Todd,27102408,PF/C/F/UTIL,3000,WAS@CLE 03/17/2023 07:30PM ET,WAS,0.5,B,0.5
C,Taj Gibson (27102412),Taj Gibson,27102412,C/UTIL,3000,WAS@CLE 03/17/2023 07:30PM ET,WAS,7.96,B,7.96
C,Jay Huff (27102414),Jay Huff,27102414,C/UTIL,3000,WAS@CLE 03/17/2023 07:30PM ET,WAS,-1,B,-1
