Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame,Status
C,Karl-Anthony Towns (26853407),Karl-Anthony Towns,26853407,C/UTIL,8600,MIN@LAL 03/03/2023 10:30PM ET,MIN,41.71,O
SF,Brandon Ingram (26853401),Brandon Ingram,26853401,SF/F/UTIL,8600,NOP@GSW 03/03/2023 10:00PM ET,NOP,38.55,L
PG,Jalen Brunson (26853404),Jalen Brunson,26853404,PG/G/UTIL,8600,NYK@MIA 03/03/2023 08:00PM ET,NYK,39.92,L
PG/SG,Jordan Poole (26853409),Jordan Poole,26853409,PG/SG/G/UTIL,8500,NOP@GSW 03/03/2023 10:00PM ET,GSW,33.31,L
SG/SF,Zach LaVine (26853417),Zach LaVine,26853417,SG/SF/F/G/UTIL,8400,PHX@CHI 03/03/2023 08:00PM ET,CHI,38.68,L
PF/C,Zion Williamson (26853413),Zion Williamson,26853413,PF/C/F/UTIL,8400,NOP@GSW 03/03/2023 10:00PM ET,NOP,43.57,O
SG/SF,Klay Thompson (26853427),Klay Thompson,26853427,SG/SF/F/G/UTIL,8300,NOP@GSW 03/03/2023 10:00PM ET,GSW,34.29,L
SG/SF,Paul George (26853422),Paul George,26853422,SG/SF/F/G/UTIL,8300,LAC@SAC 03/03/2023 10:00PM ET,LAC,42.32,L
C,Deandre Ayton (26853432),Deandre Ayton,26853432,C/UTIL,8200,PHX@CHI 03/03/2023 08:00PM ET,PHX,37.14,L
SF/PF,DeMar DeRozan (26853434),DeMar DeRozan,26853434,SF/PF/F/UTIL,8100,PHX@CHI 03/03/2023 08:00PM ET,CHI,40.48,L
C,Bam Adebayo (26853438),Bam Adebayo,26853438,C/UTIL,8000,NYK@MIA 03/03/2023 08:00PM ET,MIA,41.68,L
PG/SG,Dejounte Murray (26853444),Dejounte Murray,26853444,PG/SG/G/UTIL,7900,POR@ATL 03/03/2023 07:30PM ET,ATL,40.5,L
PG/SG,Josh Giddey (26853440),Josh Giddey,26853440,PG/SG/G/UTIL,7900,UTA@OKC 03/03/2023 08:00PM ET,OKC,36.6,L
PG,Jamal Murray (26853448),Jamal Murray,26853448,PG/G/UTIL,7800,MEM@DEN 03/03/2023 10:00PM ET,DEN,36.88,L
SG,Desmond Bane (26853451),Desmond Bane,26853451,SG/G/UTIL,7800,MEM@DEN 03/03/2023 10:00PM ET,MEM,37.26,L
PG,CJ McCollum (26853454),CJ McCollum,26853454,PG/G/UTIL,7800,NOP@GSW 03/03/2023 10:00PM ET,NOP,38.37,L
PG/SG,Terry Rozier (26853461),Terry Rozier,26853461,PG/SG/G/UTIL,7700,ORL@CHA 03/03/2023 07:00PM ET,CHA,36.79,L
PF/C,Jaren Jackson Jr. (26853457),Jaren Jackson Jr.,26853457,PF/C/F/UTIL,7700,MEM@DEN 03/03/2023 10:00PM ET,MEM,35.06,L
SG,Mikal Bridges (26853465),Mikal Bridges,26853465,SG/G/UTIL,7600,BKN@BOS 03/03/2023 07:30PM ET,BKN,32.92,L
PG,Chris Paul (26853468),Chris Paul,26853468,PG/G/UTIL,7500,PHX@CHI 03/03/2023 08:00PM ET,PHX,36.29,L
C,Rudy Gobert (26853471),Rudy Gobert,26853471,C/UTIL,7400,MIN@LAL 03/03/2023 10:30PM ET,MIN,33.1,L
PG,Spencer Dinwiddie (26853477),Spencer Dinwiddie,26853477,PG/G/UTIL,7300,BKN@BOS 03/03/2023 07:30PM ET,BKN,32.17,L
PG/SG,Tyler Herro (26853480),Tyler Herro,26853480,PG/SG/G/UTIL,7300,NYK@MIA 03/03/2023 08:00PM ET,MIA,36.61,L
PG/SG,Jordan Clarkson (26853473),Jordan Clarkson,26853473,PG/SG/G/UTIL,7300,UTA@OKC 03/03/2023 08:00PM ET,UTA,33.66,O
SF/PF,Paolo Banchero (26853484),Paolo Banchero,26853484,SF/PF/F/UTIL,7200,ORL@CHA 03/03/2023 07:00PM ET,ORL,35.66,L
PG,Russell Westbrook (26853488),Russell Westbrook,26853488,PG/G/UTIL,7100,LAC@SAC 03/03/2023 10:00PM ET,LAC,37.19,L
PF,Jerami Grant (26853491),Jerami Grant,26853491,PF/F/UTIL,7000,POR@ATL 03/03/2023 07:30PM ET,POR,39.74,L
PG/SG,Anfernee Simons (26853496),Anfernee Simons,26853496,PG/SG/G/UTIL,6900,POR@ATL 03/03/2023 07:30PM ET,POR,33.13,O
C,Walker Kessler (26853494),Walker Kessler,26853494,C/UTIL,6900,UTA@OKC 03/03/2023 08:00PM ET,UTA,24.62,L
SF/PF,Jalen Williams (26853500),Jalen Williams,26853500,SF/PF/F/UTIL,6800,UTA@OKC 03/03/2023 08:00PM ET,OKC,25.92,L
PF,Aaron Gordon (26853507),Aaron Gordon,26853507,PF/F/UTIL,6700,MEM@DEN 03/03/2023 10:00PM ET,DEN,33.04,L
SF,Andrew Wiggins (26853504),Andrew Wiggins,26853504,SF/F/UTIL,6700,NOP@GSW 03/03/2023 10:00PM ET,GSW,31.46,O
SG/SF,Kelly Oubre Jr. (26853510),Kelly Oubre Jr.,26853510,SG/SF/F/G/UTIL,6600,ORL@CHA 03/03/2023 07:00PM ET,CHA,32.26,L
PF/C,PJ Washington (26853515),PJ Washington,26853515,PF/C/F/UTIL,6600,ORL@CHA 03/03/2023 07:00PM ET,CHA,29.21,O
SF,Gordon Hayward (26853521),Gordon Hayward,26853521,SF/F/UTIL,6500,ORL@CHA 03/03/2023 07:00PM ET,CHA,27.57,L
PF/C,Draymond Green (26853524),Draymond Green,26853524,PF/C/F/UTIL,6500,NOP@GSW 03/03/2023 10:00PM ET,GSW,30.67,L
C,Jonas Valanciunas (26853519),Jonas Valanciunas,26853519,C/UTIL,6500,NOP@GSW 03/03/2023 10:00PM ET,NOP,30.42,O
C,Nic Claxton (26853530),Nic Claxton,26853530,C/UTIL,6400,BKN@BOS 03/03/2023 07:30PM ET,BKN,32.96,L
C,Wendell Carter Jr. (26853528),Wendell Carter Jr.,26853528,C/UTIL,6400,ORL@CHA 03/03/2023 07:00PM ET,ORL,31.8,L
SG/SF,Talen Horton-Tucker (26853532),Talen Horton-Tucker,26853532,SG/SF/F/G/UTIL,6400,UTA@OKC 03/03/2023 08:00PM ET,UTA,17.68,L
C,Mark Williams (26853537),Mark Williams,26853537,C/UTIL,6300,ORL@CHA 03/03/2023 07:00PM ET,CHA,20.37,L
PG/SG,D'Angelo Russell (26853539),D'Angelo Russell,26853539,PG/SG/G/UTIL,6300,MIN@LAL 03/03/2023 10:30PM ET,LAL,33.63,O
C,Jusuf Nurkic (26853543),Jusuf Nurkic,26853543,C/UTIL,6200,POR@ATL 03/03/2023 07:30PM ET,POR,33.11,O
C,Steven Adams (26853548),Steven Adams,26853548,C/UTIL,6100,MEM@DEN 03/03/2023 10:00PM ET,MEM,29.99,O
PG,Markelle Fultz (26853545),Markelle Fultz,26853545,PG/G/UTIL,6100,ORL@CHA 03/03/2023 07:00PM ET,ORL,29.48,L
SG/SF,Franz Wagner (26853550),Franz Wagner,26853550,SG/SF/F/G/UTIL,6000,ORL@CHA 03/03/2023 07:00PM ET,ORL,30.91,L
PF/C,Kelly Olynyk (26853555),Kelly Olynyk,26853555,PF/C/F/UTIL,5900,UTA@OKC 03/03/2023 08:00PM ET,UTA,26.41,L
PG,Dennis Schroder (26853559),Dennis Schroder,26853559,PG/G/UTIL,5800,MIN@LAL 03/03/2023 10:30PM ET,LAL,24.11,L
PG,Malcolm Brogdon (26853562),Malcolm Brogdon,26853562,PG/G/UTIL,5700,BKN@BOS 03/03/2023 07:30PM ET,BOS,27.34,B
SG/SF,Donte DiVincenzo (26853565),Donte DiVincenzo,26853565,SG/SF/F/G/UTIL,5700,NOP@GSW 03/03/2023 10:00PM ET,GSW,23.05,L
C,Clint Capela (26853574),Clint Capela,26853574,C/UTIL,5600,POR@ATL 03/03/2023 07:30PM ET,ATL,31.7,L
PG,Marcus Smart (26853576),Marcus Smart,26853576,PG/G/UTIL,5600,BKN@BOS 03/03/2023 07:30PM ET,BOS,29.39,L
PG/SG,Derrick White (26853582),Derrick White,26853582,PG/SG/G/UTIL,5600,BKN@BOS 03/03/2023 07:30PM ET,BOS,25.4,B
PF/C,Jarred Vanderbilt (26853570),Jarred Vanderbilt,26853570,PF/C/F/UTIL,5600,MIN@LAL 03/03/2023 10:30PM ET,LAL,24.52,L
SF,RJ Barrett (26853579),RJ Barrett,26853579,SF/F/UTIL,5600,NYK@MIA 03/03/2023 08:00PM ET,NYK,31.07,L
SF/PF,Cameron Johnson (26853589),Cameron Johnson,26853589,SF/PF/F/UTIL,5500,BKN@BOS 03/03/2023 07:30PM ET,BKN,26.23,L
SF,Michael Porter Jr. (26853586),Michael Porter Jr.,26853586,SF/F/UTIL,5500,MEM@DEN 03/03/2023 10:00PM ET,DEN,28.58,L
PG,Mike Conley (26853593),Mike Conley,26853593,PG/G/UTIL,5500,MIN@LAL 03/03/2023 10:30PM ET,MIN,27.59,L
SF/PF,Luguentz Dort (26853596),Luguentz Dort,26853596,SF/PF/F/UTIL,5500,UTA@OKC 03/03/2023 08:00PM ET,OKC,25.75,L
SF/PF,Kyle Anderson (26853600),Kyle Anderson,26853600,SF/PF/F/UTIL,5400,MIN@LAL 03/03/2023 10:30PM ET,MIN,24.78,L
C,Ivica Zubac (26853609),Ivica Zubac,26853609,C/UTIL,5300,LAC@SAC 03/03/2023 10:00PM ET,LAC,27.55,B
PF/C,Kevin Love (26853615),Kevin Love,26853615,PF/C/F/UTIL,5300,NYK@MIA 03/03/2023 08:00PM ET,MIA,21.13,L
SG/SF,Josh Okogie (26853604),Josh Okogie,26853604,SG/SF/F/G/UTIL,5300,PHX@CHI 03/03/2023 08:00PM ET,PHX,14.88,L
PG/SG,Collin Sexton (26853611),Collin Sexton,26853611,PG/SG/G/UTIL,5300,UTA@OKC 03/03/2023 08:00PM ET,UTA,22.38,O
SG,Cam Thomas (26853622),Cam Thomas,26853622,SG/G/UTIL,5200,BKN@BOS 03/03/2023 07:30PM ET,BKN,16.77,B
SG,Malik Monk (26853619),Malik Monk,26853619,SG/G/UTIL,5200,LAC@SAC 03/03/2023 10:00PM ET,SAC,24.41,B
C,Robert Williams (26853625),Robert Williams,26853625,C/UTIL,5100,BKN@BOS 03/03/2023 07:30PM ET,BOS,25.01,L
PG,Dennis Smith Jr. (26853627),Dennis Smith Jr.,26853627,PG/G/UTIL,5100,ORL@CHA 03/03/2023 07:00PM ET,CHA,21.86,B
SG/SF,Norman Powell (26853635),Norman Powell,26853635,SG/SF/F/G/UTIL,5100,LAC@SAC 03/03/2023 10:00PM ET,LAC,25.32,B
SG,Josh Richardson (26853632),Josh Richardson,26853632,SG/G/UTIL,5100,NOP@GSW 03/03/2023 10:00PM ET,NOP,22.46,L
C,Mitchell Robinson (26853630),Mitchell Robinson,26853630,C/UTIL,5100,NYK@MIA 03/03/2023 08:00PM ET,NYK,25.83,L
C,Kevon Looney (26853643),Kevon Looney,26853643,C/UTIL,5000,NOP@GSW 03/03/2023 10:00PM ET,GSW,24.3,L
C,Mason Plumlee (26853650),Mason Plumlee,26853650,C/UTIL,5000,LAC@SAC 03/03/2023 10:00PM ET,LAC,31.43,B
SG,Malik Beasley (26853640),Malik Beasley,26853640,SG/G/UTIL,5000,MIN@LAL 03/03/2023 10:30PM ET,LAL,23.31,L
SG/SF,Josh Hart (26853645),Josh Hart,26853645,SG/SF/F/G/UTIL,5000,NYK@MIA 03/03/2023 08:00PM ET,NYK,27.95,L
C,Ben Simmons (26853657),Ben Simmons,26853657,C/UTIL,4800,BKN@BOS 03/03/2023 07:30PM ET,BKN,26.64,O
SG/SF,Kevin Huerter (26853652),Kevin Huerter,26853652,SG/SF/F/G/UTIL,4800,LAC@SAC 03/03/2023 10:00PM ET,SAC,26.75,L
PG/SG,Immanuel Quickley (26853659),Immanuel Quickley,26853659,PG/SG/G/UTIL,4700,NYK@MIA 03/03/2023 08:00PM ET,NYK,24.97,B
PG/SG,Landry Shamet (26853663),Landry Shamet,26853663,PG/SG/G/UTIL,4700,PHX@CHI 03/03/2023 08:00PM ET,PHX,17.08,O
SF/PF,De'Andre Hunter (26853675),De'Andre Hunter,26853675,SF/PF/F/UTIL,4600,POR@ATL 03/03/2023 07:30PM ET,ATL,24.86,L
PF/C,John Collins (26853679),John Collins,26853679,PF/C/F/UTIL,4600,POR@ATL 03/03/2023 07:30PM ET,ATL,27.42,L
PF/C,Al Horford (26853667),Al Horford,26853667,PF/C/F/UTIL,4600,BKN@BOS 03/03/2023 07:30PM ET,BOS,25.09,L
SF/PF,Patrick Williams (26853688),Patrick Williams,26853688,SF/PF/F/UTIL,4600,PHX@CHI 03/03/2023 08:00PM ET,CHI,20.88,B
C,Xavier Tillman (26853686),Xavier Tillman,26853686,C/UTIL,4600,MEM@DEN 03/03/2023 10:00PM ET,MEM,15.1,L
PG,Kyle Lowry (26853683),Kyle Lowry,26853683,PG/G/UTIL,4600,NYK@MIA 03/03/2023 08:00PM ET,MIA,28.48,O
C,Drew Eubanks (26853692),Drew Eubanks,26853692,C/UTIL,4600,POR@ATL 03/03/2023 07:30PM ET,POR,20.48,L
SF/PF,Harrison Barnes (26853671),Harrison Barnes,26853671,SF/PF/F/UTIL,4600,LAC@SAC 03/03/2023 10:00PM ET,SAC,25.39,L
SG/SF,Bogdan Bogdanovic (26853698),Bogdan Bogdanovic,26853698,SG/SF/F/G/UTIL,4500,POR@ATL 03/03/2023 07:30PM ET,ATL,26.47,B
PF/C,Brandon Clarke (26853708),Brandon Clarke,26853708,PF/C/F/UTIL,4500,MEM@DEN 03/03/2023 10:00PM ET,MEM,21.37,B
SG/SF,Max Strus (26853712),Max Strus,26853712,SG/SF/F/G/UTIL,4500,NYK@MIA 03/03/2023 08:00PM ET,MIA,22.4,B
SG/SF,Isaiah Joe (26853703),Isaiah Joe,26853703,SG/SF/F/G/UTIL,4500,UTA@OKC 03/03/2023 08:00PM ET,OKC,15.92,B
PG,Cameron Payne (26853717),Cameron Payne,26853717,PG/G/UTIL,4500,PHX@CHI 03/03/2023 08:00PM ET,PHX,23.94,B
SF/PF,Keegan Murray (26853694),Keegan Murray,26853694,SF/PF/F/UTIL,4500,LAC@SAC 03/03/2023 10:00PM ET,SAC,23.16,L
PF/C,Jonathan Kuminga (26853724),Jonathan Kuminga,26853724,PF/C/F/UTIL,4400,NOP@GSW 03/03/2023 10:00PM ET,GSW,17.13,B
PG/SG,Gabe Vincent (26853728),Gabe Vincent,26853728,PG/SG/G/UTIL,4400,NYK@MIA 03/03/2023 08:00PM ET,MIA,18.3,L
SF/PF,Jaden McDaniels (26853720),Jaden McDaniels,26853720,SF/PF/F/UTIL,4400,MIN@LAL 03/03/2023 10:30PM ET,MIN,23.29,L
PF/C,Naz Reid (26853732),Naz Reid,26853732,PF/C/F/UTIL,4300,MIN@LAL 03/03/2023 10:30PM ET,MIN,21.38,B
C,Guillermo Hernangomez (26853749),Guillermo Hernangomez,26853749,C/UTIL,4300,NOP@GSW 03/03/2023 10:00PM ET,NOP,17.21,L
C,Aleksej Pokusevski (26853741),Aleksej Pokusevski,26853741,C/UTIL,4300,UTA@OKC 03/03/2023 08:00PM ET,OKC,22.17,O
PF,Torrey Craig (26853743),Torrey Craig,26853743,PF/F/UTIL,4300,PHX@CHI 03/03/2023 08:00PM ET,PHX,20.16,B
SG/SF,Cam Reddish (26853736),Cam Reddish,26853736,SG/SF/F/G/UTIL,4300,POR@ATL 03/03/2023 07:30PM ET,POR,19.51,L
PG,Kris Dunn (26853746),Kris Dunn,26853746,PG/G/UTIL,4300,UTA@OKC 03/03/2023 08:00PM ET,UTA,26.08,B
SF/PF,Saddiq Bey (26853754),Saddiq Bey,26853754,SF/PF/F/UTIL,4200,POR@ATL 03/03/2023 07:30PM ET,ATL,25.41,B
SG,Kentavious Caldwell-Pope (26853758),Kentavious Caldwell-Pope,26853758,SG/G/UTIL,4200,MEM@DEN 03/03/2023 10:00PM ET,DEN,22.77,L
PF,Rui Hachimura (26853751),Rui Hachimura,26853751,PF/F/UTIL,4200,MIN@LAL 03/03/2023 10:30PM ET,LAL,20.98,B
SF,Dillon Brooks (26853761),Dillon Brooks,26853761,SF/F/UTIL,4200,MEM@DEN 03/03/2023 10:00PM ET,MEM,24.66,L
PG/SG,Victor Oladipo (26853764),Victor Oladipo,26853764,PG/SG/G/UTIL,4200,NYK@MIA 03/03/2023 08:00PM ET,MIA,23.2,B
PG/SG,Austin Reaves (26853768),Austin Reaves,26853768,PG/SG/G/UTIL,4100,MIN@LAL 03/03/2023 10:30PM ET,LAL,19.85,B
PF,Herbert Jones (26853776),Herbert Jones,26853776,PF/F/UTIL,4100,NOP@GSW 03/03/2023 10:00PM ET,NOP,21.7,L
PG/SG,Cole Anthony (26853772),Cole Anthony,26853772,PG/SG/G/UTIL,4100,ORL@CHA 03/03/2023 07:00PM ET,ORL,26.14,B
C,Onyeka Okongwu (26853791),Onyeka Okongwu,26853791,C/UTIL,4000,POR@ATL 03/03/2023 07:30PM ET,ATL,23.75,B
PF,Dorian Finney-Smith (26853802),Dorian Finney-Smith,26853802,PF/F/UTIL,4000,BKN@BOS 03/03/2023 07:30PM ET,BKN,19.92,L
SG/SF,Bruce Brown (26853786),Bruce Brown,26853786,SG/SF/F/G/UTIL,4000,MEM@DEN 03/03/2023 10:00PM ET,DEN,24.59,B
PG/SG,Terance Mann (26853798),Terance Mann,26853798,PG/SG/G/UTIL,4000,LAC@SAC 03/03/2023 10:00PM ET,LAC,18.63,B
SF/PF,Troy Brown Jr. (26853779),Troy Brown Jr.,26853779,SF/PF/F/UTIL,4000,MIN@LAL 03/03/2023 10:30PM ET,LAL,16.1,L
SG/SF,Trey Murphy III (26853793),Trey Murphy III,26853793,SG/SF/F/G/UTIL,4000,NOP@GSW 03/03/2023 10:00PM ET,NOP,22.86,B
SF,Matisse Thybulle (26853783),Matisse Thybulle,26853783,SF/F/UTIL,4000,POR@ATL 03/03/2023 07:30PM ET,POR,11.33,L
C,Mo Bamba (26853805),Mo Bamba,26853805,C/UTIL,3900,MIN@LAL 03/03/2023 10:30PM ET,LAL,17.19,B
PF,Santi Aldama (26853816),Santi Aldama,26853816,PF/F/UTIL,3900,MEM@DEN 03/03/2023 10:00PM ET,MEM,20.03,B
SF/PF,Caleb Martin (26853812),Caleb Martin,26853812,SF/PF/F/UTIL,3900,NYK@MIA 03/03/2023 08:00PM ET,MIA,21.81,B
PF/C,Larry Nance Jr. (26853819),Larry Nance Jr.,26853819,PF/C/F/UTIL,3900,NOP@GSW 03/03/2023 10:00PM ET,NOP,20.9,O
PF/C,Dario Saric (26853823),Dario Saric,26853823,PF/C/F/UTIL,3900,UTA@OKC 03/03/2023 08:00PM ET,OKC,14.03,B
SG/SF,Terence Davis (26853807),Terence Davis,26853807,SG/SF/F/G/UTIL,3900,LAC@SAC 03/03/2023 10:00PM ET,SAC,14.3,B
C,Nick Richards (26853841),Nick Richards,26853841,C/UTIL,3800,ORL@CHA 03/03/2023 07:00PM ET,CHA,17.89,B
PG/SG,Reggie Jackson (26853827),Reggie Jackson,26853827,PG/SG/G/UTIL,3800,MEM@DEN 03/03/2023 10:00PM ET,DEN,20.34,B
PF/C,Jaxson Hayes (26853837),Jaxson Hayes,26853837,PF/C/F/UTIL,3800,NOP@GSW 03/03/2023 10:00PM ET,NOP,11.49,B
C,Jaylin Williams (26853835),Jaylin Williams,26853835,C/UTIL,3800,UTA@OKC 03/03/2023 08:00PM ET,OKC,15.01,L
PG/SG,Jalen Suggs (26853831),Jalen Suggs,26853831,PG/SG/G/UTIL,3800,ORL@CHA 03/03/2023 07:00PM ET,ORL,20.84,B
PG/SG,Patrick Beverley (26853853),Patrick Beverley,26853853,PG/SG/G/UTIL,3700,PHX@CHI 03/03/2023 08:00PM ET,CHI,17.84,L
PG,Ty Jerome (26853857),Ty Jerome,26853857,PG/G/UTIL,3700,NOP@GSW 03/03/2023 10:00PM ET,GSW,15.33,B
SG/SF,Eric Gordon (26853862),Eric Gordon,26853862,SG/SF/F/G/UTIL,3700,LAC@SAC 03/03/2023 10:00PM ET,LAC,21.3,L
SG/SF,Lonnie Walker IV (26853843),Lonnie Walker IV,26853843,SG/SF/F/G/UTIL,3700,MIN@LAL 03/03/2023 10:30PM ET,LAL,19.76,B
C,Trendon Watford (26853860),Trendon Watford,26853860,C/UTIL,3700,POR@ATL 03/03/2023 07:30PM ET,POR,13.66,B
SG/SF,Ochai Agbaji (26853848),Ochai Agbaji,26853848,SG/SF/F/G/UTIL,3700,UTA@OKC 03/03/2023 08:00PM ET,UTA,9.11,L
PG,Ayo Dosunmu (26853867),Ayo Dosunmu,26853867,PG/G/UTIL,3600,PHX@CHI 03/03/2023 08:00PM ET,CHI,19.1,B
SF/PF,Nassir Little (26853870),Nassir Little,26853870,SF/PF/F/UTIL,3600,POR@ATL 03/03/2023 07:30PM ET,POR,12.87,B
SF/PF,Royce O'Neale (26853881),Royce O'Neale,26853881,SF/PF/F/UTIL,3500,BKN@BOS 03/03/2023 07:30PM ET,BKN,24.02,B
SG/SF,Cody Martin (26853876),Cody Martin,26853876,SG/SF/F/G/UTIL,3500,ORL@CHA 03/03/2023 07:00PM ET,CHA,13.14,O
C,Luka Garza (26853893),Luka Garza,26853893,C/UTIL,3500,MIN@LAL 03/03/2023 10:30PM ET,MIN,11.2,B
C,Isaiah Hartenstein (26853874),Isaiah Hartenstein,26853874,C/UTIL,3500,NYK@MIA 03/03/2023 08:00PM ET,NYK,17.18,B
SG/SF,Terrence Ross (26853895),Terrence Ross,26853895,SG/SF/F/G/UTIL,3500,PHX@CHI 03/03/2023 08:00PM ET,PHX,14.66,O
PG/SG,Shaedon Sharpe (26853885),Shaedon Sharpe,26853885,PG/SG/G/UTIL,3500,POR@ATL 03/03/2023 07:30PM ET,POR,13.42,B
PG/SG,Davion Mitchell (26853889),Davion Mitchell,26853889,PG/SG/G/UTIL,3500,LAC@SAC 03/03/2023 10:00PM ET,SAC,12.05,B
PG/SG,Seth Curry (26853929),Seth Curry,26853929,PG/SG/G/UTIL,3400,BKN@BOS 03/03/2023 07:30PM ET,BKN,17.28,B
PG/SG,Coby White (26853900),Coby White,26853900,PG/SG/G/UTIL,3400,PHX@CHI 03/03/2023 08:00PM ET,CHI,17.62,B
PF,Anthony Lamb (26853926),Anthony Lamb,26853926,PF/F/UTIL,3400,NOP@GSW 03/03/2023 10:00PM ET,GSW,15.66,B
PF,Marcus Morris Sr. (26853911),Marcus Morris Sr.,26853911,PF/F/UTIL,3400,LAC@SAC 03/03/2023 10:00PM ET,LAC,22.43,B
SF/PF,Taurean Prince (26853933),Taurean Prince,26853933,SF/PF/F/UTIL,3400,MIN@LAL 03/03/2023 10:30PM ET,MIN,15.76,B
SF/PF,Naji Marshall (26853922),Naji Marshall,26853922,SF/PF/F/UTIL,3400,NOP@GSW 03/03/2023 10:00PM ET,NOP,19.82,B
SG/SF,Quentin Grimes (26853914),Quentin Grimes,26853914,SG/SF/F/G/UTIL,3400,NYK@MIA 03/03/2023 08:00PM ET,NYK,19.58,B
SF,Aaron Wiggins (26853904),Aaron Wiggins,26853904,SF/F/UTIL,3400,UTA@OKC 03/03/2023 08:00PM ET,OKC,13.94,B
SG,Gary Harris (26853919),Gary Harris,26853919,SG/G/UTIL,3400,ORL@CHA 03/03/2023 07:00PM ET,ORL,15.61,L
PF/C,Trey Lyles (26853907),Trey Lyles,26853907,PF/C/F/UTIL,3400,LAC@SAC 03/03/2023 10:00PM ET,SAC,15.14,B
PG,Edmond Sumner (26853941),Edmond Sumner,26853941,PG/G/UTIL,3300,BKN@BOS 03/03/2023 07:30PM ET,BKN,13.06,O
SF/PF,Grant Williams (26853953),Grant Williams,26853953,SF/PF/F/UTIL,3300,BKN@BOS 03/03/2023 07:30PM ET,BOS,19.39,B
C,Andre Drummond (26853948),Andre Drummond,26853948,C/UTIL,3300,PHX@CHI 03/03/2023 08:00PM ET,CHI,17.26,B
SF/PF,Vlatko Cancar (26853944),Vlatko Cancar,26853944,SF/PF/F/UTIL,3300,MEM@DEN 03/03/2023 10:00PM ET,DEN,12.38,O
PF/C,Wenyen Gabriel (26853937),Wenyen Gabriel,26853937,PF/C/F/UTIL,3300,MIN@LAL 03/03/2023 10:30PM ET,LAL,13.33,B
SG/SF,Luke Kennard (26853963),Luke Kennard,26853963,SG/SF/F/G/UTIL,3300,MEM@DEN 03/03/2023 10:00PM ET,MEM,13.77,B
PG,Jordan McLaughlin (26853973),Jordan McLaughlin,26853973,PG/G/UTIL,3300,MIN@LAL 03/03/2023 10:30PM ET,MIN,11.86,B
