Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame,Status,WAvgPoints
PG,Fred VanVleet (26887739),Fred VanVleet,26887739,PG/G/UTIL,8500,TOR@DEN 03/06/2023 09:00PM ET,TOR,40.23,L,48.276
PF/C,Zion Williamson (26887742),Zion Williamson,26887742,PF/C/F/UTIL,8400,NOP@SAC 03/06/2023 10:00PM ET,NOP,43.57,O,43.57
C,Bam Adebayo (26887746),Bam Adebayo,26887746,C/UTIL,8200,ATL@MIA 03/06/2023 07:30PM ET,MIA,41.82,L,50.184
PG,CJ McCollum (26887748),CJ McCollum,26887748,PG/G/UTIL,8100,NOP@SAC 03/06/2023 10:00PM ET,NOP,38.44,L,49.972
PG,Jamal Murray (26887751),Jamal Murray,26887751,PG/G/UTIL,8000,TOR@DEN 03/06/2023 09:00PM ET,DEN,37.08,L,37.08
PG/SG,Dejounte Murray (26887754),Dejounte Murray,26887754,PG/SG/G/UTIL,7900,ATL@MIA 03/06/2023 07:30PM ET,ATL,40.53,L,48.636
PF/C,Evan Mobley (26887758),Evan Mobley,26887758,PF/C/F/UTIL,7800,BOS@CLE 03/06/2023 07:00PM ET,CLE,34.99,L,34.99
C,Myles Turner (26887762),Myles Turner,26887762,C/UTIL,7700,PHI@IND 03/06/2023 07:00PM ET,IND,36.27,L,36.27
PG/SG,Tyler Herro (26887764),Tyler Herro,26887764,PG/SG/G/UTIL,7300,ATL@MIA 03/06/2023 07:30PM ET,MIA,36.84,L,44.208
PF,Jerami Grant (26887768),Jerami Grant,26887768,PF/F/UTIL,7100,POR@DET 03/06/2023 07:00PM ET,POR,33.35,L,43.355
