Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame,Status,WAvgPoints
C,Jarrett Allen (26887771),Jarrett Allen,26887771,C/UTIL,7000,BOS@CLE 03/06/2023 07:00PM ET,CLE,33.34,L,33.34
PG/SG,Anfernee Simons (26887773),Anfernee Simons,26887773,PG/SG/G/UTIL,6900,POR@DET 03/06/2023 07:00PM ET,POR,33.13,O,33.13
SF/PF,Scottie Barnes (26887777),Scottie Barnes,26887777,SF/PF/F/UTIL,6800,TOR@DEN 03/06/2023 09:00PM ET,TOR,34.83,L,34.83
C,Jonas Valanciunas (26887781),Jonas Valanciunas,26887781,C/UTIL,6500,NOP@SAC 03/06/2023 10:00PM ET,NOP,30.42,O,30.42
C,Jakob Poeltl (26887783),Jakob Poeltl,26887783,C/UTIL,6400,TOR@DEN 03/06/2023 09:00PM ET,TOR,32.04,L,28.836
SF/PF,Bojan Bogdanovic (26887785),Bojan Bogdanovic,26887785,SF/PF/F/UTIL,6300,POR@DET 03/06/2023 07:00PM ET,DET,31.67,O,31.67
C,Jusuf Nurkic (26887789),Jusuf Nurkic,26887789,C/UTIL,6200,POR@DET 03/06/2023 07:00PM ET,POR,33.11,O,33.11
C,Clint Capela (26887791),Clint Capela,26887791,C/UTIL,6100,ATL@MIA 03/06/2023 07:30PM ET,ATL,31.91,L,31.91
PF,Aaron Gordon (26887793),Aaron Gordon,26887793,PF/F/UTIL,6000,TOR@DEN 03/06/2023 09:00PM ET,DEN,32.78,L,29.502
PG/SG,Jaden Ivey (26887799),Jaden Ivey,26887799,PG/SG/G/UTIL,5900,POR@DET 03/06/2023 07:00PM ET,DET,28.67,L,37.271
SF,Buddy Hield (26887796),Buddy Hield,26887796,SF/F/UTIL,5900,PHI@IND 03/06/2023 07:00PM ET,IND,31.47,L,31.47
SG/SF,OG Anunoby (26887803),OG Anunoby,26887803,SG/SF/F/G/UTIL,5800,TOR@DEN 03/06/2023 09:00PM ET,TOR,31.4,L,31.4
PG,Marcus Smart (26887808),Marcus Smart,26887808,PG/G/UTIL,5700,BOS@CLE 03/06/2023 07:00PM ET,BOS,29.4,L,26.46
PG,Malcolm Brogdon (26887811),Malcolm Brogdon,26887811,PG/G/UTIL,5700,BOS@CLE 03/06/2023 07:00PM ET,BOS,27.34,O,27.34
SG/SF,Gary Trent Jr. (26887818),Gary Trent Jr.,26887818,SG/SF/F/G/UTIL,5600,TOR@DEN 03/06/2023 09:00PM ET,TOR,28.69,B,28.69
PF/C,Marvin Bagley III (26887823),Marvin Bagley III,26887823,PF/C/F/UTIL,5500,POR@DET 03/06/2023 07:00PM ET,DET,23.76,L,33.264
PG/SG,Tyrese Maxey (26887814),Tyrese Maxey,26887814,PG/SG/G/UTIL,5500,PHI@IND 03/06/2023 07:00PM ET,PHI,31.07,L,37.284
SF,Michael Porter Jr. (26887827),Michael Porter Jr.,26887827,SF/F/UTIL,5400,TOR@DEN 03/06/2023 09:00PM ET,DEN,28.84,L,28.84
PG/SG,Derrick White (26887833),Derrick White,26887833,PG/SG/G/UTIL,5400,BOS@CLE 03/06/2023 07:00PM ET,BOS,25.48,B,33.124
PG,Killian Hayes (26887830),Killian Hayes,26887830,PG/G/UTIL,5300,POR@DET 03/06/2023 07:00PM ET,DET,24.7,M,24.7
SF/PF,Tobias Harris (26887837),Tobias Harris,26887837,SF/PF/F/UTIL,5300,PHI@IND 03/06/2023 07:00PM ET,PHI,29.36,M,29.36
