Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame,Status,WAvgPoints
C,Myles Turner (26984063),Myles Turner,26984063,C/UTIL,8000,IND@DET 03/13/2023 07:00PM ET,IND,36,O,36
C,Rudy Gobert (26984065),Rudy Gobert,26984065,C/UTIL,7900,MIN@ATL 03/13/2023 07:30PM ET,MIN,33.79,O,37.169
PG/SG,Jordan Clarkson (26984067),Jordan Clarkson,26984067,PG/SG/G/UTIL,7800,UTA@MIA 03/13/2023 07:30PM ET,UTA,33.84,O,33.84
PG,Chris Paul (26984071),Chris Paul,26984071,PG/G/UTIL,7700,PHX@GSW 03/13/2023 10:00PM ET,PHX,36.78,L,47.814
SG/SF,Klay Thompson (26984074),Klay Thompson,26984074,SG/SF/F/G/UTIL,7600,PHX@GSW 03/13/2023 10:00PM ET,GSW,34.19,L,37.609
C,Deandre Ayton (26984079),Deandre Ayton,26984079,C/UTIL,7500,PHX@GSW 03/13/2023 10:00PM ET,PHX,36.58,L,40.238
C,Brook Lopez (26984081),Brook Lopez,26984081,C/UTIL,7400,MIL@SAC 03/13/2023 10:00PM ET,MIL,31.88,L,31.88
PG,Tyus Jones (26984083),Tyus Jones,26984083,PG/G/UTIL,7300,MEM@DAL 03/13/2023 07:30PM ET,MEM,22.75,L,31.85
C,Walker Kessler (26984086),Walker Kessler,26984086,C/UTIL,7200,UTA@MIA 03/13/2023 07:30PM ET,UTA,25.49,L,25.49
SF,Buddy Hield (26984092),Buddy Hield,26984092,SF/F/UTIL,7100,IND@DET 03/13/2023 07:00PM ET,IND,31.53,L,34.683
PF/C,Bobby Portis (26984088),Bobby Portis,26984088,PF/C/F/UTIL,7100,MIL@SAC 03/13/2023 10:00PM ET,MIL,30.92,L,37.104
C,Alperen Sengun (26984100),Alperen Sengun,26984100,C/UTIL,7000,BOS@HOU 03/13/2023 08:00PM ET,HOU,34.41,L,37.851
SG/SF,Talen Horton-Tucker (26984095),Talen Horton-Tucker,26984095,SG/SF/F/G/UTIL,7000,UTA@MIA 03/13/2023 07:30PM ET,UTA,19.27,L,23.124
PG/SG,Jaden Ivey (26984106),Jaden Ivey,26984106,PG/SG/G/UTIL,6900,IND@DET 03/13/2023 07:00PM ET,DET,29.3,O,29.3
PG/SG,Tyler Herro (26984102),Tyler Herro,26984102,PG/SG/G/UTIL,6900,UTA@MIA 03/13/2023 07:30PM ET,MIA,36.54,L,47.502
PG,Kevin Porter Jr. (26984110),Kevin Porter Jr.,26984110,PG/G/UTIL,6800,BOS@HOU 03/13/2023 08:00PM ET,HOU,36.66,L,40.326
PG/SG,Jalen Green (26984113),Jalen Green,26984113,PG/SG/G/UTIL,6700,BOS@HOU 03/13/2023 08:00PM ET,HOU,33.75,L,37.125
PG/SG,Jordan Poole (26984117),Jordan Poole,26984117,PG/SG/G/UTIL,6600,PHX@GSW 03/13/2023 10:00PM ET,GSW,32.75,L,36.025
PF/C,Marvin Bagley III (26984121),Marvin Bagley III,26984121,PF/C/F/UTIL,6500,IND@DET 03/13/2023 07:00PM ET,DET,23.07,O,23.07
SG/SF,Tim Hardaway Jr. (26984125),Tim Hardaway Jr.,26984125,SG/SF/F/G/UTIL,6400,MEM@DAL 03/13/2023 07:30PM ET,DAL,24.36,L,29.232
PF/C,Draymond Green (26984130),Draymond Green,26984130,PF/C/F/UTIL,6300,PHX@GSW 03/13/2023 10:00PM ET,GSW,30.5,L,33.55
C,Clint Capela (26984134),Clint Capela,26984134,C/UTIL,6200,MIN@ATL 03/13/2023 07:30PM ET,ATL,31.23,L,31.23
SF/PF,Andrew Wiggins (26984136),Andrew Wiggins,26984136,SF/PF/F/UTIL,6200,PHX@GSW 03/13/2023 10:00PM ET,GSW,31.46,O,31.46
PF,Jabari Smith Jr. (26984140),Jabari Smith Jr.,26984140,PF/F/UTIL,6100,BOS@HOU 03/13/2023 08:00PM ET,HOU,26.11,L,28.721
SF/PF,Kyle Anderson (26984143),Kyle Anderson,26984143,SF/PF/F/UTIL,6100,MIN@ATL 03/13/2023 07:30PM ET,MIN,25.36,L,25.36
PG/SG,Derrick White (26984149),Derrick White,26984149,PG/SG/G/UTIL,6000,BOS@HOU 03/13/2023 08:00PM ET,BOS,25.75,L,28.325
C,Christian Wood (26984155),Christian Wood,26984155,C/UTIL,6000,MEM@DAL 03/13/2023 07:30PM ET,DAL,32.16,O,35.376
C,James Wiseman (26984147),James Wiseman,26984147,C/UTIL,6000,IND@DET 03/13/2023 07:00PM ET,DET,17.09,L,26.4895
C,Steven Adams (26984153),Steven Adams,26984153,C/UTIL,6000,MEM@DAL 03/13/2023 07:30PM ET,MEM,29.99,O,29.99
PG,Malcolm Brogdon (26984168),Malcolm Brogdon,26984168,PG/G/UTIL,5900,BOS@HOU 03/13/2023 08:00PM ET,BOS,27.47,L,27.47
SF/PF,Bojan Bogdanovic (26984159),Bojan Bogdanovic,26984159,SF/PF/F/UTIL,5900,IND@DET 03/13/2023 07:00PM ET,DET,31.67,O,34.837
SG/SF,Donte DiVincenzo (26984163),Donte DiVincenzo,26984163,SG/SF/F/G/UTIL,5900,PHX@GSW 03/13/2023 10:00PM ET,GSW,23.42,L,25.762
C,Xavier Tillman (26984157),Xavier Tillman,26984157,C/UTIL,5900,MEM@DAL 03/13/2023 07:30PM ET,MEM,16.62,L,19.944
PG,Mike Conley (26984171),Mike Conley,26984171,PG/G/UTIL,5800,MIN@ATL 03/13/2023 07:30PM ET,MIN,27.57,L,30.327
PF,Kelly Olynyk (26984174),Kelly Olynyk,26984174,PF/F/UTIL,5800,UTA@MIA 03/13/2023 07:30PM ET,UTA,26.66,L,26.66
PG,Marcus Smart (26984180),Marcus Smart,26984180,PG/G/UTIL,5700,BOS@HOU 03/13/2023 08:00PM ET,BOS,29,L,31.9
PG,Killian Hayes (26984177),Killian Hayes,26984177,PG/G/UTIL,5700,IND@DET 03/13/2023 07:00PM ET,DET,24.93,L,29.916
PF,Al Horford (26984183),Al Horford,26984183,PF/F/UTIL,5600,BOS@HOU 03/13/2023 08:00PM ET,BOS,25.76,L,25.76
SG/SF,Kevin Huerter (26984186),Kevin Huerter,26984186,SG/SF/F/G/UTIL,5500,MIL@SAC 03/13/2023 10:00PM ET,SAC,26.96,L,29.656
PG,Kris Dunn (26984191),Kris Dunn,26984191,PG/G/UTIL,5500,UTA@MIA 03/13/2023 07:30PM ET,UTA,28.66,L,31.526
SF/PF,Tari Eason (26984194),Tari Eason,26984194,SF/PF/F/UTIL,5400,BOS@HOU 03/13/2023 08:00PM ET,HOU,21.28,L,21.28
SF/PF,Isaiah Livers (26984198),Isaiah Livers,26984198,SF/PF/F/UTIL,5300,IND@DET 03/13/2023 07:00PM ET,DET,13.36,L,17.368
SG/SF,Bennedict Mathurin (26984202),Bennedict Mathurin,26984202,SG/SF/F/G/UTIL,5300,IND@DET 03/13/2023 07:00PM ET,IND,24.97,O,24.97
C,Kevon Looney (26984207),Kevon Looney,26984207,C/UTIL,5200,PHX@GSW 03/13/2023 10:00PM ET,GSW,24.14,L,24.14
PG,Cory Joseph (26984213),Cory Joseph,26984213,PG/G/UTIL,5100,IND@DET 03/13/2023 07:00PM ET,DET,13.65,L,19.11
SF/PF,KJ Martin (26984209),KJ Martin,26984209,SF/PF/F/UTIL,5100,BOS@HOU 03/13/2023 08:00PM ET,HOU,23.15,L,23.15
PF/C,Isaiah Stewart (26984224),Isaiah Stewart,26984224,PF/C/F/UTIL,5000,IND@DET 03/13/2023 07:00PM ET,DET,26.06,O,26.06
PF/C,Jonathan Kuminga (26984228),Jonathan Kuminga,26984228,PF/C/F/UTIL,5000,PHX@GSW 03/13/2023 10:00PM ET,GSW,17.74,O,17.74
PG/SG,Andrew Nembhard (26984232),Andrew Nembhard,26984232,PG/SG/G/UTIL,5000,IND@DET 03/13/2023 07:00PM ET,IND,19.65,L,25.545
SF/PF,Jaden McDaniels (26984220),Jaden McDaniels,26984220,SF/PF/F/UTIL,5000,MIN@ATL 03/13/2023 07:30PM ET,MIN,23.23,L,23.23
SF/PF,Harrison Barnes (26984216),Harrison Barnes,26984216,SF/PF/F/UTIL,5000,MIL@SAC 03/13/2023 10:00PM ET,SAC,25.36,L,30.432
C,Jalen Duren (26984247),Jalen Duren,26984247,C/UTIL,4900,IND@DET 03/13/2023 07:00PM ET,DET,23.97,L,35.955
PG,T.J. McConnell (26984241),T.J. McConnell,26984241,PG/G/UTIL,4900,IND@DET 03/13/2023 07:00PM ET,IND,20.8,O,20.8
SF,Dillon Brooks (26984244),Dillon Brooks,26984244,SF/F/UTIL,4900,MEM@DAL 03/13/2023 07:30PM ET,MEM,24.47,L,29.364
SG/SF,Josh Okogie (26984236),Josh Okogie,26984236,SG/SF/F/G/UTIL,4900,PHX@GSW 03/13/2023 10:00PM ET,PHX,15.3,L,22.95
SF/PF,De'Andre Hunter (26984249),De'Andre Hunter,26984249,SF/PF/F/UTIL,4800,MIN@ATL 03/13/2023 07:30PM ET,ATL,24.83,L,27.313
C,Robert Williams (26984256),Robert Williams,26984256,C/UTIL,4800,BOS@HOU 03/13/2023 08:00PM ET,BOS,24.72,O,24.72
SF,Josh Green (26984262),Josh Green,26984262,SF/F/UTIL,4800,MEM@DAL 03/13/2023 07:30PM ET,DAL,16.81,L,16.81
PF,Aaron Nesmith (26984253),Aaron Nesmith,26984253,PF/F/UTIL,4800,IND@DET 03/13/2023 07:00PM ET,IND,18.69,L,18.69
SF/PF,Caleb Martin (26984258),Caleb Martin,26984258,SF/PF/F/UTIL,4800,UTA@MIA 03/13/2023 07:30PM ET,MIA,21.8,L,21.8
PG,Collin Sexton (26984265),Collin Sexton,26984265,PG/G/UTIL,4800,UTA@MIA 03/13/2023 07:30PM ET,UTA,22.38,O,22.38
SF/PF,Saddiq Bey (26984268),Saddiq Bey,26984268,SF/PF/F/UTIL,4700,MIN@ATL 03/13/2023 07:30PM ET,ATL,25.02,L,25.02
PF/C,Jalen Smith (26984275),Jalen Smith,26984275,PF/C/F/UTIL,4700,IND@DET 03/13/2023 07:00PM ET,IND,20.08,L,20.08
SG,Grayson Allen (26984272),Grayson Allen,26984272,SG/G/UTIL,4700,MIL@SAC 03/13/2023 10:00PM ET,MIL,21.04,L,27.352
C,Isaiah Jackson (26984289),Isaiah Jackson,26984289,C/UTIL,4600,IND@DET 03/13/2023 07:00PM ET,IND,16.68,L,25.02
PG,Kyle Lowry (26984286),Kyle Lowry,26984286,PG/G/UTIL,4600,UTA@MIA 03/13/2023 07:30PM ET,MIA,28.43,L,28.43
PG/SG,Landry Shamet (26984282),Landry Shamet,26984282,PG/SG/G/UTIL,4600,PHX@GSW 03/13/2023 10:00PM ET,PHX,17.08,O,17.08
SG,Malik Monk (26984279),Malik Monk,26984279,SG/G/UTIL,4600,MIL@SAC 03/13/2023 10:00PM ET,SAC,24.39,L,24.39
PF/C,John Collins (26984295),John Collins,26984295,PF/C/F/UTIL,4500,MIN@ATL 03/13/2023 07:30PM ET,ATL,26.47,L,34.411
SF/PF,Jordan Nwora (26984291),Jordan Nwora,26984291,SF/PF/F/UTIL,4500,IND@DET 03/13/2023 07:00PM ET,IND,14.2,L,14.2
SG/SF,Bogdan Bogdanovic (26984299),Bogdan Bogdanovic,26984299,SG/SF/F/G/UTIL,4400,MIN@ATL 03/13/2023 07:30PM ET,ATL,26.03,O,26.03
SF,Hamidou Diallo (26984311),Hamidou Diallo,26984311,SF/F/UTIL,4400,IND@DET 03/13/2023 07:00PM ET,DET,17,O,17
SG/SF,Joe Ingles (26984314),Joe Ingles,26984314,SG/SF/F/G/UTIL,4400,MIL@SAC 03/13/2023 10:00PM ET,MIL,17.51,O,17.51
PF/C,Naz Reid (26984304),Naz Reid,26984304,PF/C/F/UTIL,4400,MIN@ATL 03/13/2023 07:30PM ET,MIN,21.27,L,21.27
PF,Keegan Murray (26984308),Keegan Murray,26984308,PF/F/UTIL,4400,MIL@SAC 03/13/2023 10:00PM ET,SAC,22.72,L,24.992
SG,Alec Burks (26984328),Alec Burks,26984328,SG/G/UTIL,4300,IND@DET 03/13/2023 07:00PM ET,DET,22.22,O,22.22
SG/SF,Jae'Sean Tate (26984323),Jae'Sean Tate,26984323,SG/SF/F/G/UTIL,4300,BOS@HOU 03/13/2023 08:00PM ET,HOU,18.95,L,18.95
SF/PF,Jae Crowder (26984319),Jae Crowder,26984319,SF/PF/F/UTIL,4300,MIL@SAC 03/13/2023 10:00PM ET,MIL,15.14,L,15.14
SG/SF,Chris Duarte (26984339),Chris Duarte,26984339,SG/SF/F/G/UTIL,4200,IND@DET 03/13/2023 07:00PM ET,IND,14.99,L,19.487
PF/C,Santi Aldama (26984331),Santi Aldama,26984331,PF/C/F/UTIL,4200,MEM@DAL 03/13/2023 07:30PM ET,MEM,19.81,L,19.81
PG/SG,Victor Oladipo (26984335),Victor Oladipo,26984335,PG/SG/G/UTIL,4200,UTA@MIA 03/13/2023 07:30PM ET,MIA,22.7,L,29.51
PF,Kevin Love (26984344),Kevin Love,26984344,PF/F/UTIL,4100,UTA@MIA 03/13/2023 07:30PM ET,MIA,20.82,L,24.984
PF/C,Trey Lyles (26984347),Trey Lyles,26984347,PF/C/F/UTIL,4100,MIL@SAC 03/13/2023 10:00PM ET,SAC,15.95,L,15.95
PG/SG,Jaden Hardy (26984351),Jaden Hardy,26984351,PG/SG/G/UTIL,4000,MEM@DAL 03/13/2023 07:30PM ET,DAL,10.8,L,14.04
PG,Jevon Carter (26984355),Jevon Carter,26984355,PG/G/UTIL,4000,MIL@SAC 03/13/2023 10:00PM ET,MIL,18.02,L,18.02
C,Onyeka Okongwu (26984358),Onyeka Okongwu,26984358,C/UTIL,3900,MIN@ATL 03/13/2023 07:30PM ET,ATL,23.37,L,23.37
PF/C,Eugene Omoruyi (26984360),Eugene Omoruyi,26984360,PF/C/F/UTIL,3800,IND@DET 03/13/2023 07:00PM ET,DET,10.15,L,10.15
PG/SG,George Hill (26984364),George Hill,26984364,PG/SG/G/UTIL,3800,IND@DET 03/13/2023 07:00PM ET,IND,12.26,L,12.26
PF,Reggie Bullock (26984386),Reggie Bullock,26984386,PF/F/UTIL,3700,MEM@DAL 03/13/2023 07:30PM ET,DAL,16.08,L,17.688
PG/SG,Nickeil Alexander-Walker (26984377),Nickeil Alexander-Walker,26984377,PG/SG/G/UTIL,3700,MIN@ATL 03/13/2023 07:30PM ET,MIN,13.81,L,13.81
SG/SF,Terrence Ross (26984368),Terrence Ross,26984368,SG/SF/F/G/UTIL,3700,PHX@GSW 03/13/2023 10:00PM ET,PHX,15.1,L,18.12
PG/SG,Davion Mitchell (26984373),Davion Mitchell,26984373,PG/SG/G/UTIL,3700,MIL@SAC 03/13/2023 10:00PM ET,SAC,12.12,L,12.12
SG/SF,Ochai Agbaji (26984381),Ochai Agbaji,26984381,SG/SF/F/G/UTIL,3700,UTA@MIA 03/13/2023 07:30PM ET,UTA,10.03,L,10.03
C,Dwight Powell (26984395),Dwight Powell,26984395,C/UTIL,3600,MEM@DAL 03/13/2023 07:30PM ET,DAL,15.24,L,15.24
C,JaMychal Green (26984389),JaMychal Green,26984389,C/UTIL,3600,PHX@GSW 03/13/2023 10:00PM ET,GSW,14.1,L,14.1
SF/PF,Taurean Prince (26984391),Taurean Prince,26984391,SF/PF/F/UTIL,3600,MIN@ATL 03/13/2023 07:30PM ET,MIN,15.98,L,15.98
PF/C,Maxi Kleber (26984417),Maxi Kleber,26984417,PF/C/F/UTIL,3500,MEM@DAL 03/13/2023 07:30PM ET,DAL,15.62,L,15.62
SG/SF,Rodney McGruder (26984404),Rodney McGruder,26984404,SG/SF/F/G/UTIL,3500,IND@DET 03/13/2023 07:00PM ET,DET,7.89,L,7.89
SF/PF,David Roddy (26984400),David Roddy,26984400,SF/PF/F/UTIL,3500,MEM@DAL 03/13/2023 07:30PM ET,MEM,12.02,L,12.02
SG/SF,Max Strus (26984409),Max Strus,26984409,SG/SF/F/G/UTIL,3500,UTA@MIA 03/13/2023 07:30PM ET,MIA,21.73,L,21.73
SG,Jaylen Nowell (26984414),Jaylen Nowell,26984414,SG/G/UTIL,3500,MIN@ATL 03/13/2023 07:30PM ET,MIN,18.68,O,18.68
PF,Torrey Craig (26984397),Torrey Craig,26984397,PF/F/UTIL,3500,PHX@GSW 03/13/2023 10:00PM ET,PHX,19.64,L,21.604
SG/SF,Sam Hauser (26984429),Sam Hauser,26984429,SG/SF/F/G/UTIL,3400,BOS@HOU 03/13/2023 08:00PM ET,BOS,12.39,L,12.39
PG/SG,Daishen Nix (26984421),Daishen Nix,26984421,PG/SG/G/UTIL,3400,BOS@HOU 03/13/2023 08:00PM ET,HOU,11.59,L,11.59
SF/PF,Simone Fontecchio (26984425),Simone Fontecchio,26984425,SF/PF/F/UTIL,3400,UTA@MIA 03/13/2023 07:30PM ET,UTA,8.19,L,8.19
C,Blake Griffin (26984434),Blake Griffin,26984434,C/UTIL,3300,BOS@HOU 03/13/2023 08:00PM ET,BOS,12.22,L,12.22
PG/SG,R.J. Hampton (26984436),R.J. Hampton,26984436,PG/SG/G/UTIL,3300,IND@DET 03/13/2023 07:00PM ET,DET,11.28,L,11.28
SG/SF,Pat Connaughton (26984440),Pat Connaughton,26984440,SG/SF/F/G/UTIL,3300,MIL@SAC 03/13/2023 10:00PM ET,MIL,18.32,L,18.32
SF/PF,Grant Williams (26984450),Grant Williams,26984450,SF/PF/F/UTIL,3200,BOS@HOU 03/13/2023 08:00PM ET,BOS,19.19,L,19.19
PG,McKinley Wright IV (26984469),McKinley Wright IV,26984469,PG/G/UTIL,3200,MEM@DAL 03/13/2023 07:30PM ET,DAL,8.45,L,8.45
PG,Ty Jerome (26984463),Ty Jerome,26984463,PG/G/UTIL,3200,PHX@GSW 03/13/2023 10:00PM ET,GSW,15.17,L,15.17
SG/SF,John Konchar (26984458),John Konchar,26984458,SG/SF/F/G/UTIL,3200,MEM@DAL 03/13/2023 07:30PM ET,MEM,15.9,L,15.9
PG/SG,Gabe Vincent (26984454),Gabe Vincent,26984454,PG/SG/G/UTIL,3200,UTA@MIA 03/13/2023 07:30PM ET,MIA,17.78,L,17.78
PG,Cameron Payne (26984445),Cameron Payne,26984445,PG/G/UTIL,3200,PHX@GSW 03/13/2023 10:00PM ET,PHX,22.9,L,22.9
C,Chimezie Metu (26984448),Chimezie Metu,26984448,C/UTIL,3200,MIL@SAC 03/13/2023 10:00PM ET,SAC,11.11,L,11.11
PF,Rudy Gay (26984466),Rudy Gay,26984466,PF/F/UTIL,3200,UTA@MIA 03/13/2023 07:30PM ET,UTA,11.5,B,11.5
PF,Jalen Johnson (26984500),Jalen Johnson,26984500,PF/F/UTIL,3100,MIN@ATL 03/13/2023 07:30PM ET,ATL,13.45,L,13.45
SG/SF,Justin Holiday (26984487),Justin Holiday,26984487,SG/SF/F/G/UTIL,3100,MEM@DAL 03/13/2023 07:30PM ET,DAL,9.23,L,9.23
SF,Buddy Boeheim (26984506),Buddy Boeheim,26984506,SF/F/UTIL,3100,IND@DET 03/13/2023 07:00PM ET,DET,2.38,B,2.38
SF,Andre Iguodala (26984509),Andre Iguodala,26984509,SF/F/UTIL,3100,PHX@GSW 03/13/2023 10:00PM ET,GSW,8.82,L,8.82
SG/SF,Josh Christopher (26984482),Josh Christopher,26984482,SG/SF/F/G/UTIL,3100,BOS@HOU 03/13/2023 08:00PM ET,HOU,9.25,L,9.25
PF/C,James Johnson (26984478),James Johnson,26984478,PF/C/F/UTIL,3100,IND@DET 03/13/2023 07:00PM ET,IND,7.25,B,7.25
PF,Oshae Brissett (26984503),Oshae Brissett,26984503,PF/F/UTIL,3100,IND@DET 03/13/2023 07:00PM ET,IND,12.5,B,12.5
SG/SF,Luke Kennard (26984492),Luke Kennard,26984492,SG/SF/F/G/UTIL,3100,MEM@DAL 03/13/2023 07:30PM ET,MEM,14.14,B,14.14
PG,Jordan McLaughlin (26984497),Jordan McLaughlin,26984497,PG/G/UTIL,3100,MIN@ATL 03/13/2023 07:30PM ET,MIN,11.56,B,11.56
C,Jock Landale (26984472),Jock Landale,26984472,C/UTIL,3100,PHX@GSW 03/13/2023 10:00PM ET,PHX,14.12,B,14.12
SF/PF,Kessler Edwards (26984474),Kessler Edwards,26984474,SF/PF/F/UTIL,3100,MIL@SAC 03/13/2023 10:00PM ET,SAC,4.37,B,4.37
C,Bruno Fernando (26984547),Bruno Fernando,26984547,C/UTIL,3000,MIN@ATL 03/13/2023 07:30PM ET,ATL,11.96,B,11.96
SG/SF,AJ Griffin (26984626),AJ Griffin,26984626,SG/SF/F/G/UTIL,3000,MIN@ATL 03/13/2023 07:30PM ET,ATL,14.8,B,14.8
SG/SF,Trent Forrest (26984631),Trent Forrest,26984631,SG/SF/F/G/UTIL,3000,MIN@ATL 03/13/2023 07:30PM ET,ATL,7.99,B,7.99
PG,Aaron Holiday (26984680),Aaron Holiday,26984680,PG/G/UTIL,3000,MIN@ATL 03/13/2023 07:30PM ET,ATL,8.82,B,8.82
PG,Vit Krejci (26984683),Vit Krejci,26984683,PG/G/UTIL,3000,MIN@ATL 03/13/2023 07:30PM ET,ATL,3.27,B,3.27
SG,Garrison Mathews (26984734),Garrison Mathews,26984734,SG/G/UTIL,3000,MIN@ATL 03/13/2023 07:30PM ET,ATL,8.56,B,8.56
SF,Tyrese Martin (26984749),Tyrese Martin,26984749,SF/F/UTIL,3000,MIN@ATL 03/13/2023 07:30PM ET,ATL,1.88,B,1.88
SF,Donovan Williams (26984752),Donovan Williams,26984752,SF/F/UTIL,3000,MIN@ATL 03/13/2023 07:30PM ET,ATL,0,B,0
C,Mike Muscala (26984551),Mike Muscala,26984551,C/UTIL,3000,BOS@HOU 03/13/2023 08:00PM ET,BOS,13.04,B,13.04
PF/C,Luke Kornet (26984587),Luke Kornet,26984587,PF/C/F/UTIL,3000,BOS@HOU 03/13/2023 08:00PM ET,BOS,9.84,B,9.84
PG/SG,Payton Pritchard (26984603),Payton Pritchard,26984603,PG/SG/G/UTIL,3000,BOS@HOU 03/13/2023 08:00PM ET,BOS,8.98,O,8.98
PG,JD Davison (26984689),JD Davison,26984689,PG/G/UTIL,3000,BOS@HOU 03/13/2023 08:00PM ET,BOS,2.89,B,2.89
PF,Mfiondu Kabengele (26984716),Mfiondu Kabengele,26984716,PF/F/UTIL,3000,BOS@HOU 03/13/2023 08:00PM ET,BOS,3.88,B,3.88
SF,Danilo Gallinari (26984758),Danilo Gallinari,26984758,SF/F/UTIL,3000,BOS@HOU 03/13/2023 08:00PM ET,BOS,0,O,0
C,JaVale McGee (26984535),JaVale McGee,26984535,C/UTIL,3000,MEM@DAL 03/13/2023 07:30PM ET,DAL,8.7,B,8.7
PF/C,Markieff Morris (26984583),Markieff Morris,26984583,PF/C/F/UTIL,3000,MEM@DAL 03/13/2023 07:30PM ET,DAL,8.1,B,8.1
PG/SG,Frank Ntilikina (26984599),Frank Ntilikina,26984599,PG/SG/G/UTIL,3000,MEM@DAL 03/13/2023 07:30PM ET,DAL,6.18,B,6.18
PF,Davis Bertans (26984704),Davis Bertans,26984704,PF/F/UTIL,3000,MEM@DAL 03/13/2023 07:30PM ET,DAL,7.28,B,7.28
SG,AJ Lawson (26984728),AJ Lawson,26984728,SG/G/UTIL,3000,MEM@DAL 03/13/2023 07:30PM ET,DAL,4.08,B,4.08
SF,Theo Pinson (26984746),Theo Pinson,26984746,SF/F/UTIL,3000,MEM@DAL 03/13/2023 07:30PM ET,DAL,4.84,B,4.84
SF/PF,Jared Rhoden (26984567),Jared Rhoden,26984567,SF/PF/F/UTIL,3000,IND@DET 03/13/2023 07:00PM ET,DET,4.5,B,4.5
PG,Cade Cunningham (26984656),Cade Cunningham,26984656,PG/G/UTIL,3000,IND@DET 03/13/2023 07:00PM ET,DET,38.92,B,38.92
SG/SF,Moses Moody (26984621),Moses Moody,26984621,SG/SF/F/G/UTIL,3000,PHX@GSW 03/13/2023 10:00PM ET,GSW,8.72,B,8.72
