Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame,Status
PG/SG,Victor Oladipo (26785449),Victor Oladipo,26785449,PG/SG/G/UTIL,5000,MIA@CHA 02/25/2023 07:00PM ET,MIA,24.33,P
PF,Jeremy Sochan (26785453),Jeremy Sochan,26785453,PF/F/UTIL,5000,SAS@UTA 02/25/2023 09:00PM ET,SAS,21.75,L
PF/C,Al Horford (26785460),Al Horford,26785460,PF/C/F/UTIL,4900,BOS@PHI 02/25/2023 08:30PM ET,BOS,24.71,L
PG/SG,Immanuel Quickley (26785456),Immanuel Quickley,26785456,PG/SG/G/UTIL,4900,NOP@NYK 02/25/2023 07:30PM ET,NYK,24.74,P
PG,Dennis Smith Jr. (26785464),Dennis Smith Jr.,26785464,PG/G/UTIL,4800,MIA@CHA 02/25/2023 07:00PM ET,CHA,21.54,P
SG,Kentavious Caldwell-Pope (26785467),Kentavious Caldwell-Pope,26785467,SG/G/UTIL,4700,DEN@MEM 02/25/2023 08:00PM ET,DEN,22.9,L
C,Xavier Tillman (26785470),Xavier Tillman,26785470,C/UTIL,4700,DEN@MEM 02/25/2023 08:00PM ET,MEM,13.99,P
PF/C,Brandon Clarke (26785482),Brandon Clarke,26785482,PF/C/F/UTIL,4600,DEN@MEM 02/25/2023 08:00PM ET,MEM,21.55,L
SF,Caleb Martin (26785472),Caleb Martin,26785472,SF/F/UTIL,4600,MIA@CHA 02/25/2023 07:00PM ET,MIA,22.28,P
PF,Herbert Jones (26785475),Herbert Jones,26785475,PF/F/UTIL,4600,NOP@NYK 02/25/2023 07:30PM ET,NOP,21.93,L
PG/SG,Cole Anthony (26785478),Cole Anthony,26785478,PG/SG/G/UTIL,4600,IND@ORL 02/25/2023 07:00PM ET,ORL,26.18,P
