Name,Pos,Rating,Team,Fantasy Points,FPPG,FPPM,3/28,3/27,3/26,3/25,3/24,3/23,3/22,3/21,3/20,3/19,3/18,3/17,3/16,3/15,3/14,3/13,3/12,3/11,3/10,3/9,3/8,3/7,3/6,3/5,3/4,3/3,3/2,3/1,2/28,2/27,2/26,2/25,2/24,2/23,2/22,2/21,2/20,2/19,2/18,2/17,2/16,2/15,2/14,2/13,2/12,2/11,2/10,2/9,2/8,2/7,2/6,2/5,2/4,2/3,2/2,2/1,1/31,1/30,1/29,1/28,1/27,1/26,1/25,1/24,1/23,1/22,1/21,1/20,1/19,1/18,1/17,1/16,1/15,1/14,1/13,1/12,1/11,1/10,1/9,1/8,1/7,1/6,1/5,1/4,1/3,1/2,1/1,12/31,12/30,12/29,12/28,12/27,12/26,12/25,12/24,12/23,12/22,12/21,12/20,12/19,12/18,12/17,12/16,12/15,12/14,12/13,12/12,12/11,12/10,12/9,12/8,12/7,12/6,12/5,12/4,12/3,12/2,12/1,11/30,11/29,11/28,11/27,11/26,11/25,11/24,11/23,11/22,11/21,11/20,11/19,11/18,11/17,11/16,11/15,11/14,11/13,11/12,11/11,11/10,11/9,11/8,11/7,11/6,11/5,11/4,11/3,11/2,11/1,10/31,10/30,10/29,10/28,10/27,10/26,10/25,10/24,10/23,10/22,10/21,10/20,10/19,10/18
"Goga Bitadze","C",74,"ORL",341.9,10.4,1,30,0,1,0,0,9,0,0,0,15,8,0,13,0,0,0,0,0,0,15,0,27,0,6,0,0,0,5,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,14,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,0,0,0,0,0,0,11,0,1,5,0,0,0,19,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,0,11,3,0,0,0,12,0,44,8,0,8,0
"Precious Achiuwa","PF",77,"TOR",917,18.7,0.9,30,0,4,0,0,0,0,0,0,17,2,0,0,0,10,0,0,0,0,0,3,0,23,0,7,0,8,0,7,0,10,21,0,14,0,0,0,0,0,0,0,0,0,0,27,0,0,0,24,0,0,26,0,25,0,26,0,32,0,50,36,0,24,0,0,31,44,0,22,0,22,18,0,21,0,22,0,18,0,8,0,4,0,4,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,18,16,0,29,0,24,0,14,0,0,6,0,20,0,44,0,35,10,0,16,0
"Luguentz Dort","SF",78,"OKC",1716.05,24.9,0.8,29,0,18,0,30,17,0,16,0,26,0,0,32,0,41,0,25,0,0,0,6,32,0,11,0,37,0,27,18,0,26,0,36,35,0,0,0,0,0,0,0,25,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,13,0,25,0,44,0,0,32,0,17,13,0,23,0,29,0,35,0,20,37,0,0,25,0,31,0,14,0,0,0,14,0,25,0,17,0,41,11,0,31,0,23,0,9,0,0,0,0,29,0,28,0,0,34,0,29,0,12,21,0,29,0,43,0,0,16,0,27,0,28,30,0,26,0,34,0,21,0,19,0,28,0,22,0,0,30,0,34,0,6,0,30,33,0,0,22,0
"Klay Thompson","SG",84,"GS",2150.45,33.1,1,29,0,26,0,33,0,19,0,44,0,17,45,0,24,0,51,0,0,0,23,0,36,0,35,0,37,47,0,39,0,45,0,57,30,0,0,0,0,0,0,0,0,0,42,0,26,0,0,50,0,51,0,21,0,0,23,0,45,0,0,45,0,35,0,0,14,0,0,34,0,0,0,40,0,26,0,0,38,0,0,0,0,0,40,0,74,0,0,42,0,0,44,0,42,0,0,0,0,17,0,34,0,23,0,0,18,0,0,50,0,0,38,0,42,0,0,42,0,0,16,0,34,0,31,0,21,0,0,58,0,28,0,28,0,0,35,0,19,0,0,0,29,0,0,0,42,0,29,0,0,21,0,25,0,7,0,18,0,25,0,0,27
"Tyus Jones","PG",78,"MEM",1737.9,23.2,1,29,0,24,0,29,0,29,0,30,0,38,56,0,22,0,22,0,0,0,51,0,24,0,60,0,5,0,14,18,0,0,29,0,13,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,6,0,33,0,0,16,14,0,0,26,0,10,0,17,0,36,21,0,26,0,10,0,28,0,23,0,0,25,0,42,41,0,0,32,17,0,0,42,26,0,9,0,7,0,24,0,12,0,0,16,0,0,23,0,24,0,0,47,0,0,30,0,16,0,55,13,0,15,0,22,0,0,15,0,20,0,0,25,0,26,0,25,0,0,9,0,33,0,11,0,17,0,11,13,0,18,0,11,0,18,0,45,0,24,0,0,12,0,22,23,0,27,0
"Nick Richards","C",72,"CHA",1121.35,18.4,1,28,0,0,0,26,27,0,0,42,0,0,5,0,0,19,0,42,0,0,33,0,13,0,4,0,17,0,8,0,22,0,14,18,0,0,0,0,0,0,0,0,26,0,12,0,23,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,12,10,0,0,0,0,0,0,0,0,17,0,11,0,0,0,0,0,2,0,6,0,0,0,5,0,0,0,0,0,0,0,10,0,11,0,33,26,0,33,0,9,0,0,23,0,7,0,2,0,28,0,14,23,0,0,0,15,0,0,10,0,34,0,0,26,0,37,0,11,0,13,0,20,0,18,10,0,19,0,21,24,0,11,0,13,0,21,21,0,15,0,0,40,0,13,0,33,0
"JT Thor","PF",71,"CHA",489.05,7.5,0.6,28,0,14,0,27,17,0,0,8,0,0,15,0,0,22,0,9,0,0,6,0,9,0,0,0,12,0,15,0,9,0,4,2,0,0,0,0,0,0,0,0,8,0,0,0,4,0,0,1,0,0,3,0,6,13,0,3,0,6,0,0,7,0,7,9,0,2,0,0,4,0,2,0,3,0,8,0,6,0,8,0,20,0,6,0,3,0,4,0,3,0,11,0,0,0,0,0,2,0,5,4,0,13,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,2,0,8,0,10,24,0,12,0,0,0,6,3,0,5,0,0,14,0,0,0,3,0
"Clint Capela","C",85,"ATL",1824.35,30.4,1.1,28,0,50,43,0,0,25,41,0,36,0,24,0,0,0,30,0,0,0,0,22,0,26,0,37,35,0,0,47,0,22,0,23,0,0,0,0,0,0,0,0,25,0,36,0,38,0,0,0,23,0,0,26,27,0,25,0,34,0,38,0,0,36,0,41,0,28,19,0,27,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,26,0,0,39,0,35,0,30,0,37,0,0,29,0,40,0,33,0,0,0,0,37,0,31,0,44,0,0,17,0,39,0,32,0,44,45,0,23,0,57,0,0,24,0,20,0,31,23,0,31,0,0,33,0,22,0,15,0
"Marcus Smart","PG",83,"BOS",1634.15,28.2,0.9,27,0,26,0,20,0,0,35,0,0,0,34,0,21,0,14,0,0,0,0,16,0,28,23,0,35,0,23,0,33,0,19,0,27,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,37,0,0,25,0,39,0,43,0,0,0,0,14,0,28,0,24,0,22,0,0,39,0,26,0,23,0,36,0,0,0,0,35,0,27,0,0,37,9,0,35,0,0,21,0,37,0,0,39,0,31,0,54,28,0,14,0,33,0,24,0,0,0,0,0,0,41,0,50,9,0,25,0,43,0,34,16,0,31,0,0,24,0,31,0,0,0,30,0,22,16,0,0,30
"Jonas Valanciunas","C",84,"NO",2245.85,30.8,1.2,27,39,0,44,0,50,0,44,0,45,0,52,0,0,19,0,34,0,0,0,7,0,42,0,0,0,0,0,0,17,0,28,0,30,0,0,0,0,0,0,0,31,0,25,0,0,0,0,0,38,0,0,44,0,36,0,20,0,22,2,0,0,33,26,0,38,0,38,0,30,0,43,0,0,59,0,20,0,43,0,43,24,0,41,0,36,0,22,28,0,31,0,46,0,0,18,32,0,0,73,0,23,0,20,0,26,0,19,0,25,0,32,0,0,18,0,41,0,37,0,19,0,0,7,0,41,0,29,0,0,18,0,35,6,0,0,16,0,22,44,0,25,0,40,15,0,22,0,0,28,0,43,0,0,26,0,23,0,62,0,37,0
"Jaylen Brown","SG",86,"BOS",2751.4,43,1.2,27,0,63,0,41,0,0,40,0,0,41,45,0,54,0,57,0,0,0,0,20,0,63,50,0,55,0,25,0,0,0,40,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,49,0,36,0,0,0,56,0,37,0,0,38,0,51,0,33,0,0,0,0,0,0,0,60,0,29,0,43,0,36,0,33,0,48,0,0,39,0,51,0,43,0,53,0,36,0,0,54,0,40,0,0,58,32,0,49,0,0,42,0,44,65,0,63,0,39,0,0,45,0,41,0,46,0,36,0,0,53,0,31,0,44,0,0,47,0,46,0,34,0,43,23,0,48,0,0,42,0,50,0,0,0,36,0,32,45,0,0,47
"Donte DiVincenzo","SG",74,"GS",1460.7,21.8,0.8,25,0,8,0,3,0,23,0,16,0,18,34,0,24,0,14,0,0,0,5,0,30,0,31,0,22,26,0,32,0,47,0,26,18,0,0,0,0,0,0,0,0,0,27,0,12,0,0,31,0,31,0,23,0,20,21,0,23,0,0,38,0,17,0,0,29,0,38,10,0,0,21,26,0,43,0,0,14,0,0,35,0,0,12,0,30,0,0,34,0,33,23,0,31,0,0,0,0,0,0,18,0,44,0,32,32,0,0,20,0,0,34,0,24,0,13,10,0,0,21,0,29,0,18,0,16,0,11,14,0,16,0,12,0,9,14,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,14
"Cole Anthony","PG",77,"ORL",1427.15,25.5,1,25,0,33,0,0,32,0,32,0,33,33,0,28,0,27,0,0,0,0,12,0,38,0,17,0,27,0,43,0,9,0,23,0,27,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,14,0,20,0,43,0,20,0,15,0,38,29,0,20,0,35,0,22,31,0,0,0,0,24,0,14,0,0,12,24,0,34,0,11,19,0,0,0,0,0,0,28,17,0,0,0,51,0,32,0,21,13,0,23,0,26,0,0,32,0,30,0,25,0,11,0,25,40,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,26,0,38,33,0,0,0
"John Collins","PF",82,"ATL",1679.5,25.4,0.8,24,0,22,35,0,0,25,31,0,25,0,33,0,0,0,14,0,0,0,0,25,0,21,0,3,11,0,0,14,0,16,0,0,0,0,0,0,0,0,0,0,12,0,0,0,32,0,0,0,28,0,0,17,21,0,17,0,28,0,24,0,0,36,0,26,0,19,34,0,34,0,20,0,16,20,0,27,0,0,30,0,35,0,50,0,49,0,0,17,0,35,43,0,0,0,33,0,14,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,40,47,0,23,0,16,0,26,0,29,0,0,20,0,31,0,15,0,20,25,0,18,0,19,0,0,35,0,30,0,12,25,0,42,0,0,35,0,49,0,37,0
"Dillon Brooks","SF",81,"MEM",1623.8,23.9,0.8,23,0,16,0,18,0,0,0,24,0,28,32,0,10,0,36,0,0,0,32,0,17,0,0,0,16,0,26,18,0,0,20,0,19,0,0,0,0,0,0,0,18,0,0,21,0,0,0,0,16,0,0,0,0,14,15,0,0,11,0,26,0,22,0,27,21,0,23,0,12,0,14,0,0,0,0,16,0,31,22,0,0,27,24,0,0,22,10,0,39,0,10,0,16,0,23,0,0,26,0,0,43,0,28,0,0,29,0,0,23,0,36,0,25,42,0,29,0,25,0,0,35,0,35,0,0,28,0,52,0,29,0,0,25,0,27,0,26,0,23,0,34,20,0,36,0,14,0,26,0,45,0,17,0,0,4,0,0,0,0,0,0
"Markelle Fultz","PG",76,"ORL",1577.4,28.7,1,23,0,34,0,0,25,0,34,0,32,51,0,50,0,30,0,0,0,0,38,0,24,0,40,0,21,0,36,0,31,0,28,0,34,0,0,0,0,0,0,0,0,0,47,0,27,0,0,0,35,0,29,0,28,0,23,0,39,0,11,24,0,28,0,21,0,44,17,0,0,0,0,39,0,20,0,0,32,27,0,43,0,31,28,0,0,0,0,36,0,29,31,0,0,0,35,0,16,0,47,26,0,26,0,47,0,0,11,0,26,0,8,0,32,0,15,24,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Santi Aldama","PF",71,"MEM",1371.3,19,0.9,22,0,6,0,20,0,10,0,45,0,11,11,0,16,0,24,0,0,0,26,0,21,0,9,0,10,0,19,11,0,0,18,0,9,0,0,0,0,0,0,0,21,0,0,25,0,0,0,0,16,0,32,0,0,39,12,0,0,10,0,11,0,17,0,12,5,0,11,0,24,0,13,0,28,0,0,15,0,20,24,0,0,3,16,0,0,0,0,0,13,0,5,0,17,0,21,0,0,12,0,0,16,0,21,0,0,25,0,0,20,0,27,0,40,25,0,30,0,10,0,0,13,0,0,0,0,21,0,15,0,26,0,0,20,0,35,0,26,0,21,0,10,25,0,25,0,24,0,16,0,14,0,16,0,0,27,0,15,31,0,40,0
"Jonathan Kuminga","PF",79,"GS",1116.05,18,0.9,22,0,11,0,10,0,31,0,28,0,44,23,0,10,0,0,0,0,0,0,0,31,0,16,0,37,37,0,21,0,21,0,18,21,0,0,0,0,0,0,0,0,0,13,0,13,0,0,6,0,16,0,19,0,29,17,0,9,0,0,21,0,22,0,0,23,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,20,28,0,17,0,0,0,17,23,0,5,0,11,0,25,27,0,0,24,0,0,40,0,19,0,4,5,0,0,33,0,19,0,4,0,17,0,31,4,0,9,0,0,0,22,6,0,1,0,0,0,5,0,0,31,0,0,0,0,10,3,0,0,0,7,0,3,0,5,0,0,4
"Corey Kispert","SF",76,"WAS",1161.8,17.1,0.6,22,0,23,0,39,0,16,18,0,0,24,15,0,0,21,0,31,0,0,0,12,22,0,19,20,0,15,0,18,0,16,0,4,0,0,0,0,0,0,0,19,0,0,10,0,19,0,0,7,0,4,0,19,17,0,0,0,25,0,16,0,0,19,26,0,0,11,0,0,8,0,9,0,0,27,0,11,0,27,0,0,18,0,0,14,0,23,0,19,0,11,15,0,0,0,17,20,0,9,0,9,11,0,0,24,0,18,0,15,15,0,19,0,0,22,0,27,0,12,0,14,9,0,15,0,15,0,0,29,0,33,0,4,0,0,20,30,0,13,0,0,11,14,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Caris LeVert","SF",77,"CLE",1717.05,24.2,0.8,21,0,14,0,0,22,0,31,0,0,0,34,0,40,49,0,27,0,0,0,18,0,30,0,20,0,0,22,0,0,21,0,0,26,0,0,0,0,0,0,0,20,0,13,0,8,0,0,31,0,29,0,0,0,0,0,29,0,22,0,18,25,0,16,0,0,30,37,0,41,0,10,0,22,0,12,0,23,0,30,0,32,0,39,0,22,0,39,0,30,0,0,13,0,0,15,0,21,0,18,0,9,23,0,18,0,33,0,35,38,0,0,17,0,11,0,16,0,37,0,19,0,0,0,0,0,0,0,14,0,12,0,8,0,0,28,0,14,0,46,0,18,23,0,31,0,32,0,0,15,0,64,0,24,0,0,23,35,0,0,27,0
"Delon Wright","PG",74,"WAS",953.5,20.3,0.8,21,0,29,0,38,0,19,4,0,0,11,12,0,0,8,0,11,0,0,0,24,27,0,25,50,0,37,0,20,0,19,0,31,0,0,0,0,0,0,0,30,0,0,20,0,18,0,0,26,0,10,0,15,15,0,0,0,16,0,12,0,0,20,29,0,0,38,0,0,31,0,24,0,0,17,0,20,0,11,0,0,21,0,0,16,0,16,0,16,0,13,15,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,21,0,22,0,21,0
"Bryce McGowens","SG",69,"CHA",330.55,8.1,0.5,21,0,20,0,9,19,0,0,1,0,0,16,0,0,3,0,0,0,0,6,0,4,0,8,0,8,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,21,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,8,0,9,0,0,20,0,3,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,17,0,6,0,11,0,7,10,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,6,0,0,0,0,2,0,0,0,2,0
"Bogdan Bogdanovic","SG",81,"ATL",1209.1,24.2,0.9,21,0,18,17,0,0,23,24,0,17,0,24,0,0,0,5,0,0,0,0,36,0,20,0,18,15,0,0,22,0,39,0,17,0,0,0,0,0,0,0,0,20,0,26,0,21,0,0,0,32,0,0,25,26,0,26,0,42,0,15,0,0,36,0,20,0,0,20,0,25,0,21,0,0,10,0,37,0,0,18,0,19,0,35,0,34,0,0,30,0,24,31,0,0,0,28,0,25,0,21,0,0,42,0,28,0,0,47,0,42,0,15,0,26,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Larry Nance Jr.","PF",75,"NO",1124.05,19.1,0.9,20,5,0,14,0,4,0,15,0,9,0,8,0,0,20,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,21,0,26,27,0,29,0,33,0,29,24,0,0,11,19,0,36,0,17,0,13,0,14,0,0,19,0,4,0,24,0,0,11,0,0,0,0,0,0,0,0,6,0,14,0,0,0,0,0,0,0,0,7,0,29,0,18,0,42,0,45,0,21,0,0,11,0,17,0,21,0,0,0,0,7,0,11,0,15,0,0,36,0,22,35,0,0,32,0,8,0,0,14,0,24,31,0,38,0,0,31,0,5,0,0,15,0,27,0,11,0,24,0
"Malcolm Brogdon","SG",81,"BOS",1643.55,26.1,1,20,0,44,0,0,0,0,16,0,0,29,0,0,23,0,29,0,0,0,0,19,0,37,0,0,0,0,8,0,32,0,17,0,46,0,0,0,0,0,0,0,40,0,0,0,0,0,0,29,0,27,0,0,19,0,20,0,0,0,46,0,25,0,0,0,0,39,0,30,0,0,26,0,42,0,25,35,0,23,0,38,0,25,0,39,0,14,0,0,0,0,25,0,12,0,13,0,37,0,0,26,0,26,0,0,16,33,0,28,0,0,27,0,0,37,0,10,0,30,0,36,30,0,24,0,23,0,37,0,0,18,0,0,0,0,0,0,0,0,13,0,27,0,32,33,0,23,0,0,33,0,21,0,0,0,24,0,21,17,0,0,28
"CJ McCollum","PG",84,"NO",2574.6,37.3,1.1,20,39,0,49,0,30,0,35,0,50,0,32,0,0,30,0,48,0,0,0,47,0,23,0,0,42,0,43,0,30,0,21,0,36,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,40,0,35,40,0,37,0,35,0,0,42,0,0,51,28,0,19,0,45,0,34,0,30,0,0,39,0,55,0,48,0,0,49,0,42,0,39,0,13,63,0,36,0,39,0,0,48,70,0,0,56,0,44,0,45,0,24,0,49,0,36,0,19,0,0,19,0,16,0,0,0,0,0,0,0,0,0,0,22,0,0,36,0,42,51,0,0,31,0,38,24,0,27,0,48,41,0,51,0,0,36,0,34,0,0,35,0,54,0,33,0,42,0
"Grant Williams","PF",73,"BOS",1314.85,18,0.7,20,0,10,0,21,0,0,20,0,0,34,10,0,8,0,4,0,0,0,0,17,0,19,22,0,5,0,0,0,8,0,15,0,7,0,0,0,0,0,0,0,17,0,0,26,0,0,0,36,0,7,0,0,6,0,11,0,0,0,22,0,8,0,16,12,0,34,0,6,0,0,31,0,12,0,25,19,0,37,0,7,0,24,0,6,0,19,0,0,19,0,14,0,28,0,12,0,16,0,0,26,0,15,0,0,18,26,0,7,0,0,22,0,15,24,0,31,0,15,0,23,18,0,8,0,12,0,24,0,0,19,0,21,0,20,0,40,29,0,12,0,12,0,22,12,0,26,0,0,21,0,0,0,0,0,6,0,29,26,0,0,19
"Jeremiah Robinson-Earl","C",72,"OKC",636.65,15.9,0.8,20,0,8,0,18,9,0,0,0,6,0,0,5,0,0,0,0,0,0,0,19,0,0,0,0,0,0,6,9,0,12,0,6,5,0,0,0,0,0,0,0,12,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,12,0,0,20,0,17,0,29,0,0,15,0,35,0,20,17,0,33,0,14,0,0,29,0,14,0,10,26,0,0,0,5,0,14,0,19,0,25,0,28,0,0,0,0,11,0,21,0,25,14,0,0,15,0
"Johnny Davis","SG",75,"WAS",126.1,5.7,0.6,19,0,26,0,3,0,12,3,0,0,6,8,0,0,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,3,0,3,0,0,1,0,0,0,0,0,0,0
"Al Horford","C",81,"BOS",1522.15,25.4,0.8,19,0,31,0,27,0,0,20,0,0,0,36,0,29,0,18,0,0,0,0,33,0,0,57,0,19,0,46,0,18,0,27,0,27,0,0,0,0,0,0,0,20,0,0,38,0,0,0,0,0,15,0,0,15,0,21,0,0,0,22,0,17,0,0,18,0,23,0,41,0,0,19,0,39,0,0,29,0,29,0,18,0,24,0,6,0,23,0,0,24,0,12,0,19,0,47,0,24,0,0,21,0,21,0,0,0,0,0,0,0,0,0,0,0,22,0,16,0,24,0,0,29,0,31,0,30,0,16,0,0,30,0,28,0,37,0,0,37,0,26,0,33,0,0,26,0,34,0,0,18,0,23,0,0,0,20,0,0,16,0,0,14
"Jakob Poeltl","C",77,"TOR",2015.85,30.5,1.1,18,0,30,0,26,0,42,0,0,31,31,0,40,0,40,0,0,0,0,0,27,0,38,0,21,0,56,0,30,0,34,38,0,56,0,0,0,0,0,0,0,0,0,0,23,0,0,0,28,0,33,0,0,36,0,40,0,17,0,37,0,16,22,0,27,0,0,26,0,0,29,0,38,0,28,0,43,0,27,0,0,51,0,21,0,25,0,47,0,31,0,21,41,0,0,12,20,0,0,19,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,0,29,0,0,0,36,0,27,0,57,20,0,0,40,0,42,0,34,0,30,24,0,16,0,0,36,0,47,0,31,0,40,0,34,41,0,26,0
"Kyle Lowry","PG",83,"MIA",1370.9,26.9,0.8,18,0,0,13,0,0,25,0,0,24,0,0,0,19,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,14,0,24,0,23,0,0,19,0,28,0,13,0,25,0,0,0,0,0,0,0,0,0,19,0,22,0,20,0,16,0,18,14,0,0,0,40,0,0,37,0,0,0,0,0,0,0,0,28,0,13,0,30,0,0,0,34,32,0,0,31,0,25,0,0,31,0,36,0,42,0,50,18,0,70,0,27,0,28,0,40,0,20,0,0,36,0,0,28,0,42,33,0,0,34,0,36,33,0,14,0,30,40,0,14,0
"James Bouknight","SG",73,"CHA",280.7,9.7,0.7,18,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2,0,0,0,0,6,0,7,0,0,0,0,0,0,0,0,0,0,15,0,0,15,0,0,0,0,0,0,3,0,4,0,0,0,11,0,4,11,0,18,0,20,28,0,13,0,10,0,2,14,0,22,0,0,17,0,2,0,4,0
"Kendrick Nunn","PG",75,"WAS",678.65,10.6,0.8,17,0,3,0,0,0,9,7,0,0,5,6,0,0,0,0,3,0,0,0,0,0,0,8,0,0,3,0,11,0,6,0,7,0,0,0,0,0,0,0,11,0,0,27,0,25,0,0,12,0,13,0,7,13,0,0,0,21,0,15,0,0,28,0,0,14,0,20,0,19,0,19,11,0,0,16,0,0,23,0,3,33,0,13,0,6,0,0,0,0,0,8,0,2,0,0,0,0,0,21,0,0,0,0,0,3,0,0,0,0,0,25,0,0,0,0,2,0,7,0,8,0,10,11,0,0,6,0,19,0,13,0,0,0,0,4,0,0,0,4,0,20,8,0,0,0,0,0,0,3,0,11,0,14,0,0,0,0,0,7,0,21
"Kevon Looney","C",74,"GS",1830.4,23.8,1,17,0,20,0,31,0,31,0,29,0,25,52,0,25,0,33,0,0,0,14,0,10,0,15,0,28,22,0,25,0,39,0,26,33,0,0,0,0,0,0,0,0,0,36,0,29,0,0,10,0,25,0,22,0,14,29,0,17,0,0,26,0,20,0,0,34,0,39,20,0,0,19,19,0,31,0,0,12,0,0,26,0,0,36,0,48,0,0,20,0,28,23,0,19,0,0,0,15,15,0,31,0,50,0,16,18,0,0,34,0,0,21,0,14,0,29,30,0,0,20,0,18,0,31,0,23,0,3,21,0,21,0,25,0,15,26,0,25,0,0,0,28,0,0,14,32,0,12,0,16,29,0,22,0,15,0,27,0,11,0,0,19
"Chris Boucher","PF",71,"TOR",1393.6,19.9,1,17,0,14,0,44,0,27,0,0,8,20,0,15,0,11,0,0,0,0,0,24,0,15,0,16,0,22,0,14,0,14,15,0,23,0,0,0,0,0,0,0,0,0,0,18,0,0,0,47,0,0,33,0,29,0,22,0,22,0,18,22,0,32,0,0,29,14,0,0,0,9,19,0,24,0,6,0,26,0,6,0,13,0,18,0,1,0,0,12,24,0,3,0,0,0,0,0,5,0,34,29,0,11,0,15,0,0,24,0,18,0,25,0,19,0,18,15,0,12,0,7,0,41,0,0,37,0,0,0,0,0,0,32,0,28,0,32,42,0,11,0,3,21,0,32,0,37,0,22,0,0,21,0,18,0,15,0,0,0,0,0,0
"Tre Mann","PG",74,"OKC",917.7,14.6,0.8,17,0,11,0,0,10,0,0,0,0,0,0,16,0,0,0,0,0,0,0,28,0,0,0,0,15,0,11,22,0,5,0,22,11,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,22,0,23,0,0,27,0,7,0,0,4,0,8,0,0,11,0,2,0,10,0,0,4,0,4,18,0,5,0,14,0,21,0,10,44,0,0,10,0,24,0,25,0,0,0,11,0,0,0,0,0,22,5,0,2,0,8,0,5,0,0,17,0,10,0,10,0,0,24,0,16,0,11,12,0,6,0,7,0,0,0,0,0,0,0,3,0,23,0,35,0,21,0,2,0,11,0,24,0,0,14,0,27,0,40,0,19,24,0,0,20,0
