Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame,Status
PG,De'Aaron Fox (26727605),De'Aaron Fox,26727605,PG/G/UTIL,9800,POR@SAC 02/23/2023 10:00PM ET,SAC,41.99,P
PG,Fred VanVleet (26727608),Fred VanVleet,26727608,PG/G/UTIL,9700,NOP@TOR 02/23/2023 07:30PM ET,TOR,40.25,P
PG,Tyrese Haliburton (26727611),Tyrese Haliburton,26727611,PG/G/UTIL,9600,BOS@IND 02/23/2023 07:00PM ET,IND,44.93,P
PG/SG,Donovan Mitchell (26727614),Donovan Mitchell,26727614,PG/SG/G/UTIL,9500,DEN@CLE 02/23/2023 07:00PM ET,CLE,44.00,P
SF/PF,Lauri Markkanen (26727618),Lauri Markkanen,26727618,SF/PF/F/UTIL,9400,OKC@UTA 02/23/2023 09:00PM ET,UTA,42.06,Q
SG/SF,Jaylen Brown (26727622),Jaylen Brown,26727622,SG/SF/F/G/UTIL,9200,BOS@IND 02/23/2023 07:00PM ET,BOS,43.19,P
PG/SG,Jordan Poole (26727627),Jordan Poole,26727627,PG/SG/G/UTIL,9100,GSW@LAL 02/23/2023 10:00PM ET,GSW,33.10,P
PF/C,Zion Williamson (26727631),Zion Williamson,26727631,PF/C/F/UTIL,9000,NOP@TOR 02/23/2023 07:30PM ET,NOP,43.57,O
SG,Brandon Ingram (26727635),Brandon Ingram,26727635,SG/G/UTIL,8900,NOP@TOR 02/23/2023 07:30PM ET,NOP,37.62,P
SG/SF,Klay Thompson (26727638),Klay Thompson,26727638,SG/SF/F/G/UTIL,8800,GSW@LAL 02/23/2023 10:00PM ET,GSW,33.24,P
PG,Jamal Murray (26727643),Jamal Murray,26727643,PG/G/UTIL,8700,DEN@CLE 02/23/2023 07:00PM ET,DEN,36.72,Q
SF/PF,Scottie Barnes (26727646),Scottie Barnes,26727646,SF/PF/F/UTIL,8500,NOP@TOR 02/23/2023 07:30PM ET,TOR,35.45,P
PG,Darius Garland (26727650),Darius Garland,26727650,PG/G/UTIL,8400,DEN@CLE 02/23/2023 07:00PM ET,CLE,40.03,P
PG/SG,Josh Giddey (26727653),Josh Giddey,26727653,PG/SG/G/UTIL,8300,OKC@UTA 02/23/2023 09:00PM ET,OKC,36.88,P
PG,CJ McCollum (26727657),CJ McCollum,26727657,PG/G/UTIL,8200,NOP@TOR 02/23/2023 07:30PM ET,NOP,38.80,P
SG,Desmond Bane (26727660),Desmond Bane,26727660,SG/G/UTIL,8100,MEM@PHI 02/23/2023 07:30PM ET,MEM,37.05,P
PF/C,Evan Mobley (26727663),Evan Mobley,26727663,PF/C/F/UTIL,8000,DEN@CLE 02/23/2023 07:00PM ET,CLE,34.70,P
