Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame,Status
PG/SG,Devin Booker (26776822),Devin Booker,26776822,PG/SG/G/UTIL,8700,OKC@PHX 02/24/2023 10:00PM ET,PHX,43.06,P
C,Karl-Anthony Towns (26776826),Karl-Anthony Towns,26776826,C/UTIL,8600,CHA@MIN 02/24/2023 08:00PM ET,MIN,41.71,O
PF,Jimmy Butler (26776828),Jimmy Butler,26776828,PF/F/UTIL,8500,MIA@MIL 02/24/2023 07:30PM ET,MIA,41.13,P
SG/SF,Zach LaVine (26776831),Zach LaVine,26776831,SG/SF/F/G/UTIL,8400,BKN@CHI 02/24/2023 08:00PM ET,CHI,38.67,P
PG/SG,Jordan Poole (26776836),Jordan Poole,26776836,PG/SG/G/UTIL,8300,HOU@GSW 02/24/2023 10:00PM ET,GSW,33.00,P
SG/SF,Paul George (26776840),Paul George,26776840,SG/SF/F/G/UTIL,8200,SAC@LAC 02/24/2023 10:30PM ET,LAC,42.43,P
C,Deandre Ayton (26776845),Deandre Ayton,26776845,C/UTIL,8100,OKC@PHX 02/24/2023 10:00PM ET,PHX,36.98,P
SG/SF,Klay Thompson (26776847),Klay Thompson,26776847,SG/SF/F/G/UTIL,8000,HOU@GSW 02/24/2023 10:00PM ET,GSW,33.17,P
PG/SG,Dejounte Murray (26776852),Dejounte Murray,26776852,PG/SG/G/UTIL,7900,CLE@ATL 02/24/2023 07:30PM ET,ATL,40.62,P
PG,Chris Paul (26776856),Chris Paul,26776856,PG/G/UTIL,7900,OKC@PHX 02/24/2023 10:00PM ET,PHX,36.84,P
SF/PF,DeMar DeRozan (26776859),DeMar DeRozan,26776859,SF/PF/F/UTIL,7800,BKN@CHI 02/24/2023 08:00PM ET,CHI,41.02,P
SF/PF,Kyle Kuzma (26776863),Kyle Kuzma,26776863,SF/PF/F/UTIL,7800,NYK@WAS 02/24/2023 07:00PM ET,WAS,38.89,P
PG,Darius Garland (26776870),Darius Garland,26776870,PG/G/UTIL,7700,CLE@ATL 02/24/2023 07:30PM ET,CLE,39.92,P
SG,Bradley Beal (26776867),Bradley Beal,26776867,SG/G/UTIL,7700,NYK@WAS 02/24/2023 07:00PM ET,WAS,37.81,Q
PF/C,Bobby Portis (26776873),Bobby Portis,26776873,PF/C/F/UTIL,7600,MIA@MIL 02/24/2023 07:30PM ET,MIL,32.04,P
PG,Kevin Porter Jr. (26776877),Kevin Porter Jr.,26776877,PG/G/UTIL,7600,HOU@GSW 02/24/2023 10:00PM ET,HOU,37.41,O
C,Alperen Sengun (26776884),Alperen Sengun,26776884,C/UTIL,7500,HOU@GSW 02/24/2023 10:00PM ET,HOU,34.67,P
PG/SG,Josh Giddey (26776880),Josh Giddey,26776880,PG/SG/G/UTIL,7500,OKC@PHX 02/24/2023 10:00PM ET,OKC,36.94,P
SG,Mikal Bridges (26776886),Mikal Bridges,26776886,SG/G/UTIL,7400,BKN@CHI 02/24/2023 08:00PM ET,BKN,32.71,P
PG/SG,Terry Rozier (26776889),Terry Rozier,26776889,PG/SG/G/UTIL,7400,CHA@MIN 02/24/2023 08:00PM ET,CHA,37.52,Q
PF/C,Evan Mobley (26776897),Evan Mobley,26776897,PF/C/F/UTIL,7300,CLE@ATL 02/24/2023 07:30PM ET,CLE,34.92,P
PG/SG,Tyler Herro (26776893),Tyler Herro,26776893,PG/SG/G/UTIL,7300,MIA@MIL 02/24/2023 07:30PM ET,MIA,37.28,Q
PG,Spencer Dinwiddie (26776903),Spencer Dinwiddie,26776903,PG/G/UTIL,7200,BKN@CHI 02/24/2023 08:00PM ET,BKN,32.21,P
C,Rudy Gobert (26776901),Rudy Gobert,26776901,C/UTIL,7200,CHA@MIN 02/24/2023 08:00PM ET,MIN,33.11,P
PG,Russell Westbrook (26776906),Russell Westbrook,26776906,PG/G/UTIL,7100,SAC@LAC 02/24/2023 10:30PM ET,LAC,37.38,P
SF/PF,Kelly Oubre Jr. (26776909),Kelly Oubre Jr.,26776909,SF/PF/F/UTIL,7000,CHA@MIN 02/24/2023 08:00PM ET,CHA,32.85,Q
C,Jarrett Allen (26776913),Jarrett Allen,26776913,C/UTIL,6900,CLE@ATL 02/24/2023 07:30PM ET,CLE,33.61,P
PF/C,Draymond Green (26776915),Draymond Green,26776915,PF/C/F/UTIL,6800,HOU@GSW 02/24/2023 10:00PM ET,GSW,30.39,P
C,Brook Lopez (26776923),Brook Lopez,26776923,C/UTIL,6700,MIA@MIL 02/24/2023 07:30PM ET,MIL,30.70,P
SF/PF,Andrew Wiggins (26776919),Andrew Wiggins,26776919,SF/PF/F/UTIL,6700,HOU@GSW 02/24/2023 10:00PM ET,GSW,31.46,Q
PF/C,PJ Washington (26776925),PJ Washington,26776925,PF/C/F/UTIL,6600,CHA@MIN 02/24/2023 08:00PM ET,CHA,29.10,P
PG/SG,Jalen Green (26776929),Jalen Green,26776929,PG/SG/G/UTIL,6500,HOU@GSW 02/24/2023 10:00PM ET,HOU,34.04,O
C,Nic Claxton (26776933),Nic Claxton,26776933,C/UTIL,6400,BKN@CHI 02/24/2023 08:00PM ET,BKN,33.16,P
SF,Khris Middleton (26776935),Khris Middleton,26776935,SF/F/UTIL,6300,MIA@MIL 02/24/2023 07:30PM ET,MIL,25.72,P
SF/PF,Gordon Hayward (26776938),Gordon Hayward,26776938,SF/PF/F/UTIL,6200,CHA@MIN 02/24/2023 08:00PM ET,CHA,26.40,P
SF/PF,Jalen Williams (26776942),Jalen Williams,26776942,SF/PF/F/UTIL,6100,OKC@PHX 02/24/2023 10:00PM ET,OKC,24.88,P
C,Mark Williams (26776946),Mark Williams,26776946,C/UTIL,6000,CHA@MIN 02/24/2023 08:00PM ET,CHA,18.55,P
C,Clint Capela (26776948),Clint Capela,26776948,C/UTIL,5900,CLE@ATL 02/24/2023 07:30PM ET,ATL,31.73,P
SG/SF,Josh Hart (26776953),Josh Hart,26776953,SG/SF/F/G/UTIL,5800,NYK@WAS 02/24/2023 07:00PM ET,NYK,28.22,P
PF,Jabari Smith Jr. (26776950),Jabari Smith Jr.,26776950,PF/F/UTIL,5800,HOU@GSW 02/24/2023 10:00PM ET,HOU,25.80,P
PG,Mike Conley (26776961),Mike Conley,26776961,PG/G/UTIL,5700,CHA@MIN 02/24/2023 08:00PM ET,MIN,27.65,P
SF,RJ Barrett (26776958),RJ Barrett,26776958,SF/F/UTIL,5700,NYK@WAS 02/24/2023 07:00PM ET,NYK,31.46,P
SG/SF,Norman Powell (26776964),Norman Powell,26776964,SG/SF/F/G/UTIL,5600,SAC@LAC 02/24/2023 10:30PM ET,LAC,26.00,P
C,Ivica Zubac (26776969),Ivica Zubac,26776969,C/UTIL,5500,SAC@LAC 02/24/2023 10:30PM ET,LAC,27.52,O
SG/SF,Donte DiVincenzo (26776971),Donte DiVincenzo,26776971,SG/SF/F/G/UTIL,5500,HOU@GSW 02/24/2023 10:00PM ET,GSW,22.22,P
SG,Cam Thomas (26776980),Cam Thomas,26776980,SG/G/UTIL,5400,BKN@CHI 02/24/2023 08:00PM ET,BKN,16.16,P
SF/PF,KJ Martin (26776976),KJ Martin,26776976,SF/PF/F/UTIL,5400,HOU@GSW 02/24/2023 10:00PM ET,HOU,22.47,P
SF/PF,De'Andre Hunter (26776983),De'Andre Hunter,26776983,SF/PF/F/UTIL,5300,CLE@ATL 02/24/2023 07:30PM ET,ATL,25.24,P
SG/SF,Kevin Huerter (26776987),Kevin Huerter,26776987,SG/SF/F/G/UTIL,5300,SAC@LAC 02/24/2023 10:30PM ET,SAC,26.86,P
SF/PF,Cameron Johnson (26777001),Cameron Johnson,26777001,SF/PF/F/UTIL,5200,BKN@CHI 02/24/2023 08:00PM ET,BKN,24.94,P
SG/SF,Max Strus (26777005),Max Strus,26777005,SG/SF/F/G/UTIL,5200,MIA@MIL 02/24/2023 07:30PM ET,MIA,22.85,P
SF/PF,Deni Avdija (26776997),Deni Avdija,26776997,SF/PF/F/UTIL,5200,NYK@WAS 02/24/2023 07:00PM ET,WAS,23.35,P
C,Mitchell Robinson (26777010),Mitchell Robinson,26777010,C/UTIL,5200,NYK@WAS 02/24/2023 07:00PM ET,NYK,25.18,Q
SG/SF,Josh Okogie (26776992),Josh Okogie,26776992,SG/SF/F/G/UTIL,5200,OKC@PHX 02/24/2023 10:00PM ET,PHX,14.45,P
SG/SF,Pat Connaughton (26777018),Pat Connaughton,26777018,SG/SF/F/G/UTIL,5100,MIA@MIL 02/24/2023 07:30PM ET,MIL,19.33,Q
SF/PF,Kyle Anderson (26777014),Kyle Anderson,26777014,SF/PF/F/UTIL,5100,CHA@MIN 02/24/2023 08:00PM ET,MIN,24.41,P
C,Mason Plumlee (26777012),Mason Plumlee,26777012,C/UTIL,5100,SAC@LAC 02/24/2023 10:30PM ET,LAC,31.71,P
PG,Ben Simmons (26777035),Ben Simmons,26777035,PG/G/UTIL,5000,BKN@CHI 02/24/2023 08:00PM ET,BKN,26.64,Q
PF/C,John Collins (26777023),John Collins,26777023,PF/C/F/UTIL,5000,CLE@ATL 02/24/2023 07:30PM ET,ATL,27.9,O
SF/PF,Jae Crowder (26777027),Jae Crowder,26777027,SF/PF/F/UTIL,5000,MIA@MIL 02/24/2023 07:30PM ET,MIL,0,P
PG/SG,Gabe Vincent (26777038),Gabe Vincent,26777038,PG/SG/G/UTIL,5000,MIA@MIL 02/24/2023 07:30PM ET,MIA,18.93,P
PG/SG,Terance Mann (26777031),Terance Mann,26777031,PG/SG/G/UTIL,5000,SAC@LAC 02/24/2023 10:30PM ET,LAC,18.87,P
SF/PF,Patrick Williams (26777046),Patrick Williams,26777046,SF/PF/F/UTIL,4900,BKN@CHI 02/24/2023 08:00PM ET,CHI,20.89,P
SF/PF,Harrison Barnes (26777042),Harrison Barnes,26777042,SF/PF/F/UTIL,4900,SAC@LAC 02/24/2023 10:30PM ET,SAC,24.99,P
PF,Keegan Murray (26777050),Keegan Murray,26777050,PF/F/UTIL,4900,SAC@LAC 02/24/2023 10:30PM ET,SAC,22.56,P
SG,Grayson Allen (26777066),Grayson Allen,26777066,SG/G/UTIL,4800,MIA@MIL 02/24/2023 07:30PM ET,MIL,20.79,P
SG/SF,Eric Gordon (26777053),Eric Gordon,26777053,SG/SF/F/G/UTIL,4800,SAC@LAC 02/24/2023 10:30PM ET,LAC,22.14,P
SG,Malik Monk (26777063),Malik Monk,26777063,SG/G/UTIL,4800,SAC@LAC 02/24/2023 10:30PM ET,SAC,24.10,P
C,Daniel Gafford (26777058),Daniel Gafford,26777058,C/UTIL,4800,NYK@WAS 02/24/2023 07:00PM ET,WAS,19.38,P
PG,Cameron Payne (26777060),Cameron Payne,26777060,PG/G/UTIL,4800,OKC@PHX 02/24/2023 10:00PM ET,PHX,25.11,Q
SG/SF,Bogdan Bogdanovic (26777071),Bogdan Bogdanovic,26777071,SG/SF/F/G/UTIL,4700,CLE@ATL 02/24/2023 07:30PM ET,ATL,26.43,P
PG/SG,Victor Oladipo (26777080),Victor Oladipo,26777080,PG/SG/G/UTIL,4700,MIA@MIL 02/24/2023 07:30PM ET,MIA,24.86,P
SF/PF,Jaden McDaniels (26777076),Jaden McDaniels,26777076,SF/PF/F/UTIL,4700,CHA@MIN 02/24/2023 08:00PM ET,MIN,23.07,P
PG/SG,Immanuel Quickley (26777084),Immanuel Quickley,26777084,PG/SG/G/UTIL,4700,NYK@WAS 02/24/2023 07:00PM ET,NYK,24.80,P
C,Kevon Looney (26777069),Kevon Looney,26777069,C/UTIL,4700,HOU@GSW 02/24/2023 10:00PM ET,GSW,24.01,P
PF,Dorian Finney-Smith (26777099),Dorian Finney-Smith,26777099,PF/F/UTIL,4600,BKN@CHI 02/24/2023 08:00PM ET,BKN,20.23,P
SF/PF,Saddiq Bey (26777088),Saddiq Bey,26777088,SF/PF/F/UTIL,4600,CLE@ATL 02/24/2023 07:30PM ET,ATL,25.56,P
PG,Monte Morris (26777092),Monte Morris,26777092,PG/G/UTIL,4600,NYK@WAS 02/24/2023 07:00PM ET,WAS,24.62,P
PG/SG,Landry Shamet (26777095),Landry Shamet,26777095,PG/SG/G/UTIL,4600,OKC@PHX 02/24/2023 10:00PM ET,PHX,17.08,O
SG,Caris LeVert (26777102),Caris LeVert,26777102,SG/G/UTIL,4500,CLE@ATL 02/24/2023 07:30PM ET,CLE,24.98,P
PG,Dennis Smith Jr. (26777108),Dennis Smith Jr.,26777108,PG/G/UTIL,4500,CHA@MIN 02/24/2023 08:00PM ET,CHA,21.60,P
SF,Luguentz Dort (26777105),Luguentz Dort,26777105,SF/F/UTIL,4500,OKC@PHX 02/24/2023 10:00PM ET,OKC,25.64,P
SG,Coby White (26777111),Coby White,26777111,SG/G/UTIL,4400,BKN@CHI 02/24/2023 08:00PM ET,CHI,17.23,P
PG,Kyle Lowry (26777118),Kyle Lowry,26777118,PG/G/UTIL,4400,MIA@MIL 02/24/2023 07:30PM ET,MIA,28.48,O
SG/SF,Terence Davis (26777121),Terence Davis,26777121,SG/SF/F/G/UTIL,4400,SAC@LAC 02/24/2023 10:30PM ET,SAC,14.76,P
SF/PF,Torrey Craig (26777114),Torrey Craig,26777114,SF/PF/F/UTIL,4400,OKC@PHX 02/24/2023 10:00PM ET,PHX,20.17,P
PG,Ayo Dosunmu (26777131),Ayo Dosunmu,26777131,PG/G/UTIL,4300,BKN@CHI 02/24/2023 08:00PM ET,CHI,19.38,P
SG,Seth Curry (26777137),Seth Curry,26777137,SG/G/UTIL,4300,BKN@CHI 02/24/2023 08:00PM ET,BKN,17.84,P
SF,Caleb Martin (26777126),Caleb Martin,26777126,SF/F/UTIL,4300,MIA@MIL 02/24/2023 07:30PM ET,MIA,22.08,P
PG,Jevon Carter (26777134),Jevon Carter,26777134,PG/G/UTIL,4300,MIA@MIL 02/24/2023 07:30PM ET,MIL,17.69,P
C,Aleksej Pokusevski (26777129),Aleksej Pokusevski,26777129,C/UTIL,4300,OKC@PHX 02/24/2023 10:00PM ET,OKC,22.17,O
PG/SG,Joe Ingles (26777147),Joe Ingles,26777147,PG/SG/G/UTIL,4200,MIA@MIL 02/24/2023 07:30PM ET,MIL,16.26,P
PG,Delon Wright (26777144),Delon Wright,26777144,PG/G/UTIL,4200,NYK@WAS 02/24/2023 07:00PM ET,WAS,20.16,P
PF/C,Jonathan Kuminga (26777140),Jonathan Kuminga,26777140,PF/C/F/UTIL,4200,HOU@GSW 02/24/2023 10:00PM ET,GSW,16.5,P
C,Onyeka Okongwu (26777160),Onyeka Okongwu,26777160,C/UTIL,4100,CLE@ATL 02/24/2023 07:30PM ET,ATL,23.67,P
SG/SF,Jae'Sean Tate (26777155),Jae'Sean Tate,26777155,SG/SF/F/G/UTIL,4100,HOU@GSW 02/24/2023 10:00PM ET,HOU,17.21,P
SF/PF,Kenrich Williams (26777151),Kenrich Williams,26777151,SF/PF/F/UTIL,4100,OKC@PHX 02/24/2023 10:00PM ET,OKC,19.42,P
PG,Ricky Rubio (26777162),Ricky Rubio,26777162,PG/G/UTIL,4000,CLE@ATL 02/24/2023 07:30PM ET,CLE,17.05,Q
C,Nick Richards (26777167),Nick Richards,26777167,C/UTIL,4000,CHA@MIN 02/24/2023 08:00PM ET,CHA,18.07,P
C,Isaiah Hartenstein (26777165),Isaiah Hartenstein,26777165,C/UTIL,4000,NYK@WAS 02/24/2023 07:00PM ET,NYK,17.26,P
SF,Dalen Terry (26777169),Dalen Terry,26777169,SF/F/UTIL,3900,BKN@CHI 02/24/2023 08:00PM ET,CHI,3.97,P
SF/PF,Royce O'Neale (26777176),Royce O'Neale,26777176,SF/PF/F/UTIL,3900,BKN@CHI 02/24/2023 08:00PM ET,BKN,24.52,P
SF/PF,Tari Eason (26777172),Tari Eason,26777172,SF/PF/F/UTIL,3900,HOU@GSW 02/24/2023 10:00PM ET,HOU,20.12,P
PF,Marcus Morris Sr. (26777180),Marcus Morris Sr.,26777180,PF/F/UTIL,3800,SAC@LAC 02/24/2023 10:30PM ET,LAC,23.02,P
SG,Isaiah Joe (26777183),Isaiah Joe,26777183,SG/G/UTIL,3800,OKC@PHX 02/24/2023 10:00PM ET,OKC,14.97,P
PF/C,Naz Reid (26777186),Naz Reid,26777186,PF/C/F/UTIL,3700,CHA@MIN 02/24/2023 08:00PM ET,MIN,20.34,P
C,Olivier Sarr (26777190),Olivier Sarr,26777190,C/UTIL,3700,OKC@PHX 02/24/2023 10:00PM ET,OKC,0,P
SG/SF,Marjon Beauchamp (26777205),Marjon Beauchamp,26777205,SG/SF/F/G/UTIL,3600,MIA@MIL 02/24/2023 07:30PM ET,MIL,10.93,P
SG/SF,Quentin Grimes (26777200),Quentin Grimes,26777200,SG/SF/F/G/UTIL,3600,NYK@WAS 02/24/2023 07:00PM ET,NYK,19.79,P
PG,Ty Jerome (26777192),Ty Jerome,26777192,PG/G/UTIL,3600,HOU@GSW 02/24/2023 10:00PM ET,GSW,15.30,P
SG/SF,Terrence Ross (26777195),Terrence Ross,26777195,SG/SF/F/G/UTIL,3600,OKC@PHX 02/24/2023 10:00PM ET,PHX,14.58,P
C,Andre Drummond (26777210),Andre Drummond,26777210,C/UTIL,3500,BKN@CHI 02/24/2023 08:00PM ET,CHI,17.29,P
SG,Jaylen Nowell (26777215),Jaylen Nowell,26777215,SG/G/UTIL,3500,CHA@MIN 02/24/2023 08:00PM ET,MIN,18.89,P
PG,Bones Hyland (26777212),Bones Hyland,26777212,PG/G/UTIL,3500,SAC@LAC 02/24/2023 10:30PM ET,LAC,21.14,P
PF,Dario Saric (26777218),Dario Saric,26777218,PF/F/UTIL,3500,OKC@PHX 02/24/2023 10:00PM ET,OKC,13.76,P
PG,Patrick Beverley (26777221),Patrick Beverley,26777221,PG/G/UTIL,3400,BKN@CHI 02/24/2023 08:00PM ET,CHI,17.26,P
SG/SF,Isaac Okoro (26777224),Isaac Okoro,26777224,SG/SF/F/G/UTIL,3400,CLE@ATL 02/24/2023 07:30PM ET,CLE,13.48,P
C,Sandro Mamukelashvili (26777235),Sandro Mamukelashvili,26777235,C/UTIL,3400,MIA@MIL 02/24/2023 07:30PM ET,MIL,7,P
SG/SF,Wesley Matthews (26777242),Wesley Matthews,26777242,SG/SF/F/G/UTIL,3400,MIA@MIL 02/24/2023 07:30PM ET,MIL,8.38,O
SG/SF,Bryce McGowens (26777237),Bryce McGowens,26777237,SG/SF/F/G/UTIL,3400,CHA@MIN 02/24/2023 08:00PM ET,CHA,8.54,P
SF/PF,T.J. Warren (26777229),T.J. Warren,26777229,SF/PF/F/UTIL,3400,OKC@PHX 02/24/2023 10:00PM ET,PHX,15.70,P
C,Jaylin Williams (26777233),Jaylin Williams,26777233,C/UTIL,3400,OKC@PHX 02/24/2023 10:00PM ET,OKC,14.52,P
PG/SG,Alex Caruso (26777247),Alex Caruso,26777247,PG/SG/G/UTIL,3300,BKN@CHI 02/24/2023 08:00PM ET,CHI,18.71,P
SF/PF,Taurean Prince (26777256),Taurean Prince,26777256,SF/PF/F/UTIL,3300,CHA@MIN 02/24/2023 08:00PM ET,MIN,15.81,P
SG/SF,Svi Mykhailiuk (26777275),Svi Mykhailiuk,26777275,SG/SF/F/G/UTIL,3300,CHA@MIN 02/24/2023 08:00PM ET,CHA,3.59,P
SG/SF,Corey Kispert (26777251),Corey Kispert,26777251,SG/SF/F/G/UTIL,3300,NYK@WAS 02/24/2023 07:00PM ET,WAS,16.66,P
PF/C,Jericho Sims (26777265),Jericho Sims,26777265,PF/C/F/UTIL,3300,NYK@WAS 02/24/2023 07:00PM ET,NYK,12.14,P
SG/SF,Josh Christopher (26777260),Josh Christopher,26777260,SG/SF/F/G/UTIL,3300,HOU@GSW 02/24/2023 10:00PM ET,HOU,8.32,P
PG/SG,Damion Lee (26777269),Damion Lee,26777269,PG/SG/G/UTIL,3300,OKC@PHX 02/24/2023 10:00PM ET,PHX,16.44,P
C,Jeremiah Robinson-Earl (26777273),Jeremiah Robinson-Earl,26777273,C/UTIL,3300,OKC@PHX 02/24/2023 10:00PM ET,OKC,17.72,P
SF,Joe Harris (26777289),Joe Harris,26777289,SF/F/UTIL,3200,BKN@CHI 02/24/2023 08:00PM ET,BKN,16.53,P
C,Bruno Fernando (26777280),Bruno Fernando,26777280,C/UTIL,3200,CLE@ATL 02/24/2023 07:30PM ET,ATL,12.26,P
PF/C,Trey Lyles (26777292),Trey Lyles,26777292,PF/C/F/UTIL,3200,SAC@LAC 02/24/2023 10:30PM ET,SAC,14.77,P
PG/SG,Kendrick Nunn (26777282),Kendrick Nunn,26777282,PG/SG/G/UTIL,3200,NYK@WAS 02/24/2023 07:00PM ET,WAS,12.06,P
PF,Ish Wainright (26777286),Ish Wainright,26777286,PF/F/UTIL,3200,OKC@PHX 02/24/2023 10:00PM ET,PHX,11.01,P
SF,Aaron Wiggins (26777296),Aaron Wiggins,26777296,SF/F/UTIL,3200,OKC@PHX 02/24/2023 10:00PM ET,OKC,13.64,P
SG/SF,AJ Griffin (26777301),AJ Griffin,26777301,SG/SF/F/G/UTIL,3100,CLE@ATL 02/24/2023 07:30PM ET,ATL,15.52,P
SF/PF,Cedi Osman (26777306),Cedi Osman,26777306,SF/PF/F/UTIL,3100,CLE@ATL 02/24/2023 07:30PM ET,CLE,15.63,P
SF/PF,Haywood Highsmith (26777310),Haywood Highsmith,26777310,SF/PF/F/UTIL,3100,MIA@MIL 02/24/2023 07:30PM ET,MIA,12.82,P
C,JaMychal Green (26777299),JaMychal Green,26777299,C/UTIL,3100,HOU@GSW 02/24/2023 10:00PM ET,GSW,14.11,P
SG,Lindy Waters III (26777314),Lindy Waters III,26777314,SG/G/UTIL,3100,OKC@PHX 02/24/2023 10:00PM ET,OKC,8.77,P
PG,Edmond Sumner (26777317),Edmond Sumner,26777317,PG/G/UTIL,3000,BKN@CHI 02/24/2023 08:00PM ET,BKN,13.06,P
C,Day'Ron Sharpe (26777320),Day'Ron Sharpe,26777320,C/UTIL,3000,BKN@CHI 02/24/2023 08:00PM ET,BKN,10.88,P
PG,Carlik Jones (26777361),Carlik Jones,26777361,PG/G/UTIL,3000,BKN@CHI 02/24/2023 08:00PM ET,CHI,4.62,P
PF/C,Terry Taylor (26777364),Terry Taylor,26777364,PF/C/F/UTIL,3000,BKN@CHI 02/24/2023 08:00PM ET,CHI,5.62,P
PF/C,Marko Simonovic (26777368),Marko Simonovic,26777368,PF/C/F/UTIL,3000,BKN@CHI 02/24/2023 08:00PM ET,CHI,0,P
PG/SG,Goran Dragic (26777372),Goran Dragic,26777372,PG/SG/G/UTIL,3000,BKN@CHI 02/24/2023 08:00PM ET,CHI,12.65,Q
PF/C,Derrick Jones Jr. (26777376),Derrick Jones Jr.,26777376,PF/C/F/UTIL,3000,BKN@CHI 02/24/2023 08:00PM ET,CHI,11.83,P
SF/PF,Javonte Green (26777380),Javonte Green,26777380,SF/PF/F/UTIL,3000,BKN@CHI 02/24/2023 08:00PM ET,CHI,13.62,O
PG,Lonzo Ball (26777384),Lonzo Ball,26777384,PG/G/UTIL,3000,BKN@CHI 02/24/2023 08:00PM ET,CHI,0,O
PG/SG,Patty Mills (26777524),Patty Mills,26777524,PG/SG/G/UTIL,3000,BKN@CHI 02/24/2023 08:00PM ET,BKN,10.08,P
PG,Dru Smith (26777528),Dru Smith,26777528,PG/G/UTIL,3000,BKN@CHI 02/24/2023 08:00PM ET,BKN,9.72,P
PG,David Duke Jr. (26777531),David Duke Jr.,26777531,PG/G/UTIL,3000,BKN@CHI 02/24/2023 08:00PM ET,BKN,5.64,P
SF/PF,Yuta Watanabe (26777534),Yuta Watanabe,26777534,SF/PF/F/UTIL,3000,BKN@CHI 02/24/2023 08:00PM ET,BKN,13.05,P
PG,Aaron Holiday (26777387),Aaron Holiday,26777387,PG/G/UTIL,3000,CLE@ATL 02/24/2023 07:30PM ET,ATL,9.32,P
SG,Garrison Mathews (26777390),Garrison Mathews,26777390,SG/G/UTIL,3000,CLE@ATL 02/24/2023 07:30PM ET,ATL,8.74,P
SG/SF,Trent Forrest (26777393),Trent Forrest,26777393,SG/SF/F/G/UTIL,3000,CLE@ATL 02/24/2023 07:30PM ET,ATL,7.99,P
PG,Vit Krejci (26777398),Vit Krejci,26777398,PG/G/UTIL,3000,CLE@ATL 02/24/2023 07:30PM ET,ATL,3.43,P
PF,Jalen Johnson (26777401),Jalen Johnson,26777401,PF/F/UTIL,3000,CLE@ATL 02/24/2023 07:30PM ET,ATL,13.20,P
SF,Tyrese Martin (26777404),Tyrese Martin,26777404,SF/F/UTIL,3000,CLE@ATL 02/24/2023 07:30PM ET,ATL,1.88,P
SF,Donovan Williams (26777407),Donovan Williams,26777407,SF/F/UTIL,3000,CLE@ATL 02/24/2023 07:30PM ET,ATL,0,P
PG,Raul Neto (26777538),Raul Neto,26777538,PG/G/UTIL,3000,CLE@ATL 02/24/2023 07:30PM ET,CLE,7.24,P
C,Robin Lopez (26777541),Robin Lopez,26777541,C/UTIL,3000,CLE@ATL 02/24/2023 07:30PM ET,CLE,5.22,P
