Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame,Status
C,Aleksander Barkov (26774477),Aleksander Barkov,26774477,C/UTIL,7000,BUF@FLA 02/24/2023 07:00PM ET,FLA,12.76,O
LW,Carter Verhaeghe (26774653),Carter Verhaeghe,26774653,W/UTIL,7000,BUF@FLA 02/24/2023 07:00PM ET,FLA,12.43,P
D,Rasmus Dahlin (26774935),Rasmus Dahlin,26774935,D/UTIL,7000,BUF@FLA 02/24/2023 07:00PM ET,BUF,14.72,P
G,Jake Allen (26775189),Jake Allen,26775189,G,7000,MON@PHI 02/24/2023 07:00PM ET,MON,11.55,P
G,Sam Montembeault (26775190),Sam Montembeault,26775190,G,7000,MON@PHI 02/24/2023 07:00PM ET,MON,15.01,O
LW,Jeff Skinner (26774655),Jeff Skinner,26774655,W/UTIL,6900,BUF@FLA 02/24/2023 07:00PM ET,BUF,12.15,P
G,Cam Talbot (26775191),Cam Talbot,26775191,G,6900,OTT@CAR 02/24/2023 07:00PM ET,OTT,11.46,P
G,Mads Sogaard (26775192),Mads Sogaard,26775192,G,6900,OTT@CAR 02/24/2023 07:00PM ET,OTT,12.25,O
C,Bo Horvat (26774479),Bo Horvat,26774479,C/UTIL,6900,LA@NYI 02/24/2023 07:30PM ET,NYI,13.56,P
LW,John Tavares (26774657),John Tavares,26774657,W/UTIL,6800,MIN@TOR 02/24/2023 07:00PM ET,TOR,13.82,P
D,Cale Makar (26774937),Cale Makar,26774937,D/UTIL,6800,COL@WPG 02/24/2023 08:00PM ET,COL,13.41,O
LW,Andrei Svechnikov (26774659),Andrei Svechnikov,26774659,W/UTIL,6700,OTT@CAR 02/24/2023 07:00PM ET,CAR,12.09,P
C,Sebastian Aho (26774481),Sebastian Aho,26774481,C/UTIL,6600,OTT@CAR 02/24/2023 07:00PM ET,CAR,13.08,P
G,Matt Murray (26775202),Matt Murray,26775202,G,6500,MIN@TOR 02/24/2023 07:00PM ET,TOR,13.98,IR
G,Keith Petruzzelli (26775203),Keith Petruzzelli,26775203,G,6500,MIN@TOR 02/24/2023 07:00PM ET,TOR,0,O
G,Erik Kallgren (26775204),Erik Kallgren,26775204,G,6500,MIN@TOR 02/24/2023 07:00PM ET,TOR,9.62,O
