Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame,Status
G,Zane McIntyre (26775209),Zane McIntyre,26775209,G,6500,MIN@TOR 02/24/2023 07:00PM ET,MIN,0,O
G,Eric Comrie (26775205),Eric Comrie,26775205,G,6500,BUF@FLA 02/24/2023 07:00PM ET,BUF,9.8,O
G,Ben Bishop (26775206),Ben Bishop,26775206,G,6500,BUF@FLA 02/24/2023 07:00PM ET,BUF,0,IR
G,Carey Price (26775194),Carey Price,26775194,G,6500,MON@PHI 02/24/2023 07:00PM ET,MON,0,IR
G,Cayden Primeau (26775195),Cayden Primeau,26775195,G,6500,MON@PHI 02/24/2023 07:00PM ET,MON,0.7,O
G,Felix Sandstrom (26775196),Felix Sandstrom,26775196,G,6500,MON@PHI 02/24/2023 07:00PM ET,PHI,6.41,O
G,Pyotr Kochetkov (26775197),Pyotr Kochetkov,26775197,G,6500,OTT@CAR 02/24/2023 07:00PM ET,CAR,13.44,O
G,Anton Forsberg (26775207),Anton Forsberg,26775207,G,6500,OTT@CAR 02/24/2023 07:00PM ET,OTT,11.64,IR
G,Kevin Mandolese (26775208),Kevin Mandolese,26775208,G,6500,OTT@CAR 02/24/2023 07:00PM ET,OTT,22,O
LW,Kevin Fiala (26774661),Kevin Fiala,26774661,W/UTIL,6500,LA@NYI 02/24/2023 07:30PM ET,LA,12.68,P
G,Cory Schneider (26775198),Cory Schneider,26775198,G,6500,LA@NYI 02/24/2023 07:30PM ET,NYI,0,O
G,Jacob Ingham (26775200),Jacob Ingham,26775200,G,6500,LA@NYI 02/24/2023 07:30PM ET,LA,0,IR
G,Cal Petersen (26775201),Cal Petersen,26775201,G,6500,LA@NYI 02/24/2023 07:30PM ET,LA,7.41,O
C,Pierre-Luc Dubois (26774483),Pierre-Luc Dubois,26774483,C/UTIL,6500,COL@WPG 02/24/2023 08:00PM ET,WPG,12.05,P
G,Jonas Johansson (26775193),Jonas Johansson,26775193,G,6500,COL@WPG 02/24/2023 08:00PM ET,COL,4.9,O
G,Arvid Holm (26775199),Arvid Holm,26775199,G,6500,COL@WPG 02/24/2023 08:00PM ET,WPG,0,O
LW,Alex DeBrincat (26774663),Alex DeBrincat,26774663,W/UTIL,6400,OTT@CAR 02/24/2023 07:00PM ET,OTT,11.98,P
RW,Mats Zuccarello (26774665),Mats Zuccarello,26774665,W/UTIL,6300,MIN@TOR 02/24/2023 07:00PM ET,MIN,12.09,P
D,Aaron Ekblad (26774939),Aaron Ekblad,26774939,D/UTIL,6300,BUF@FLA 02/24/2023 07:00PM ET,FLA,11.12,P
RW,Mitchell Marner (26774667),Mitchell Marner,26774667,W/UTIL,6200,MIN@TOR 02/24/2023 07:00PM ET,TOR,12.29,P
C,Brock Nelson (26774485),Brock Nelson,26774485,C/UTIL,6200,LA@NYI 02/24/2023 07:30PM ET,NYI,12.21,P
D,Josh Morrissey (26774941),Josh Morrissey,26774941,D/UTIL,6200,COL@WPG 02/24/2023 08:00PM ET,WPG,11.74,P
RW,Sam Reinhart (26774669),Sam Reinhart,26774669,W/UTIL,6100,BUF@FLA 02/24/2023 07:00PM ET,FLA,10.55,P
D,Brandon Montour (26774943),Brandon Montour,26774943,D/UTIL,6100,BUF@FLA 02/24/2023 07:00PM ET,FLA,11.81,P
C,Tim Stuetzle (26774487),Tim Stuetzle,26774487,C/UTIL,6100,OTT@CAR 02/24/2023 07:00PM ET,OTT,13.46,P
D,Brent Burns (26774945),Brent Burns,26774945,D/UTIL,6000,OTT@CAR 02/24/2023 07:00PM ET,CAR,11.66,P
RW,Valeri Nichushkin (26774671),Valeri Nichushkin,26774671,W/UTIL,6000,COL@WPG 02/24/2023 08:00PM ET,COL,11.86,P
C,Mark Scheifele (26774489),Mark Scheifele,26774489,C/UTIL,5900,COL@WPG 02/24/2023 08:00PM ET,WPG,11.95,P
RW,Martin Necas (26774673),Martin Necas,26774673,W/UTIL,5800,OTT@CAR 02/24/2023 07:00PM ET,CAR,11.7,P
C,Anze Kopitar (26774491),Anze Kopitar,26774491,C/UTIL,5800,LA@NYI 02/24/2023 07:30PM ET,LA,11.05,P
D,Noah Dobson (26774947),Noah Dobson,26774947,D/UTIL,5800,LA@NYI 02/24/2023 07:30PM ET,NYI,11.00,P
LW,Rafael Harvey-Pinard (26774677),Rafael Harvey-Pinard,26774677,W/UTIL,5700,MON@PHI 02/24/2023 07:00PM ET,MON,11.25,P
D,Thomas Chabot (26774949),Thomas Chabot,26774949,D/UTIL,5700,OTT@CAR 02/24/2023 07:00PM ET,OTT,11.21,P
LW,Gabriel Landeskog (26774675),Gabriel Landeskog,26774675,W/UTIL,5700,COL@WPG 02/24/2023 08:00PM ET,COL,0,IR
D,Tony DeAngelo (26774951),Tony DeAngelo,26774951,D/UTIL,5600,MON@PHI 02/24/2023 07:00PM ET,PHI,9.67,P
RW,Adrian Kempe (26774679),Adrian Kempe,26774679,W/UTIL,5600,LA@NYI 02/24/2023 07:30PM ET,LA,11.30,P
RW,Matt Boldy (26774683),Matt Boldy,26774683,W/UTIL,5500,MIN@TOR 02/24/2023 07:00PM ET,MIN,10.16,P
C,Kevin Hayes (26774493),Kevin Hayes,26774493,C/UTIL,5500,MON@PHI 02/24/2023 07:00PM ET,PHI,10.49,P
LW,Max Pacioretty (26774681),Max Pacioretty,26774681,W/UTIL,5500,OTT@CAR 02/24/2023 07:00PM ET,CAR,11.36,IR
D,Drew Doughty (26774953),Drew Doughty,26774953,D/UTIL,5500,LA@NYI 02/24/2023 07:30PM ET,LA,8.83,P
LW,Anders Lee (26774685),Anders Lee,26774685,W/UTIL,5400,LA@NYI 02/24/2023 07:30PM ET,NYI,9.98,P
D,Morgan Rielly (26774955),Morgan Rielly,26774955,D/UTIL,5300,MIN@TOR 02/24/2023 07:00PM ET,TOR,8.89,P
C,Sam Bennett (26774495),Sam Bennett,26774495,C/UTIL,5300,BUF@FLA 02/24/2023 07:00PM ET,FLA,10.07,O
RW,Claude Giroux (26774687),Claude Giroux,26774687,W/UTIL,5300,OTT@CAR 02/24/2023 07:00PM ET,OTT,10.97,P
C,Joel Eriksson Ek (26774497),Joel Eriksson Ek,26774497,C/UTIL,5200,MIN@TOR 02/24/2023 07:00PM ET,MIN,11.93,P
RW,Mathew Barzal (26774689),Mathew Barzal,26774689,W/UTIL,5200,LA@NYI 02/24/2023 07:30PM ET,NYI,10.24,O
RW,Viktor Arvidsson (26774691),Viktor Arvidsson,26774691,W/UTIL,5200,LA@NYI 02/24/2023 07:30PM ET,LA,10.22,P
D,Devon Toews (26774957),Devon Toews,26774957,D/UTIL,5200,COL@WPG 02/24/2023 08:00PM ET,COL,9.27,P
D,Gustav Forsling (26774959),Gustav Forsling,26774959,D/UTIL,5100,BUF@FLA 02/24/2023 07:00PM ET,FLA,9.72,P
RW,Blake Wheeler (26774693),Blake Wheeler,26774693,W/UTIL,5100,COL@WPG 02/24/2023 08:00PM ET,WPG,8.98,P
C,Dylan Cozens (26774499),Dylan Cozens,26774499,C/UTIL,5000,BUF@FLA 02/24/2023 07:00PM ET,BUF,10.69,P
D,Mike Matheson (26774961),Mike Matheson,26774961,D/UTIL,5000,MON@PHI 02/24/2023 07:00PM ET,MON,8.84,P
RW,Drake Batherson (26774695),Drake Batherson,26774695,W/UTIL,5000,OTT@CAR 02/24/2023 07:00PM ET,OTT,10.74,P
C,Nick Suzuki (26774501),Nick Suzuki,26774501,C/UTIL,4900,MON@PHI 02/24/2023 07:00PM ET,MON,9.45,P
RW,Owen Tippett (26774697),Owen Tippett,26774697,W/UTIL,4900,MON@PHI 02/24/2023 07:00PM ET,PHI,9.52,P
D,Ivan Provorov (26774963),Ivan Provorov,26774963,D/UTIL,4900,MON@PHI 02/24/2023 07:00PM ET,PHI,8.38,P
D,Jared Spurgeon (26774965),Jared Spurgeon,26774965,D/UTIL,4800,MIN@TOR 02/24/2023 07:00PM ET,MIN,9.97,P
C,Kirby Dach (26774503),Kirby Dach,26774503,C/UTIL,4800,MON@PHI 02/24/2023 07:00PM ET,MON,8.10,O
LW,Artturi Lehkonen (26774699),Artturi Lehkonen,26774699,W/UTIL,4800,COL@WPG 02/24/2023 08:00PM ET,COL,9.69,P
LW,Teuvo Teravainen (26774701),Teuvo Teravainen,26774701,W/UTIL,4700,OTT@CAR 02/24/2023 07:00PM ET,CAR,7.96,P
D,Sean Durzi (26774967),Sean Durzi,26774967,D/UTIL,4700,LA@NYI 02/24/2023 07:30PM ET,LA,8.94,P
D,Brady Skjei (26774969),Brady Skjei,26774969,D/UTIL,4600,OTT@CAR 02/24/2023 07:00PM ET,CAR,7.58,P
C,Phillip Danault (26774505),Phillip Danault,26774505,C/UTIL,4600,LA@NYI 02/24/2023 07:30PM ET,LA,8.67,P
LW,Evan Rodrigues (26774703),Evan Rodrigues,26774703,W/UTIL,4600,COL@WPG 02/24/2023 08:00PM ET,COL,9.77,P
LW,Scott Laughton (26774705),Scott Laughton,26774705,W/UTIL,4500,MON@PHI 02/24/2023 07:00PM ET,PHI,9.12,P
D,Neal Pionk (26774971),Neal Pionk,26774971,D/UTIL,4500,COL@WPG 02/24/2023 08:00PM ET,WPG,8.19,P
RW,Victor Olofsson (26774707),Victor Olofsson,26774707,W/UTIL,4400,BUF@FLA 02/24/2023 07:00PM ET,BUF,8.28,P
D,Jake Sanderson (26774973),Jake Sanderson,26774973,D/UTIL,4400,OTT@CAR 02/24/2023 07:00PM ET,OTT,7.89,P
LW,Michael Bunting (26774709),Michael Bunting,26774709,W/UTIL,4300,MIN@TOR 02/24/2023 07:00PM ET,TOR,8.34,P
D,David Savard (26774975),David Savard,26774975,D/UTIL,4300,MON@PHI 02/24/2023 07:00PM ET,MON,8.66,P
C,J.T. Compher (26774507),J.T. Compher,26774507,C/UTIL,4300,COL@WPG 02/24/2023 08:00PM ET,COL,9.38,P
C,Ryan Hartman (26774509),Ryan Hartman,26774509,C/UTIL,4200,MIN@TOR 02/24/2023 07:00PM ET,MIN,8.75,P
LW,Zach Parise (26774711),Zach Parise,26774711,W/UTIL,4200,LA@NYI 02/24/2023 07:30PM ET,NYI,8.42,P
D,Bowen Byram (26774977),Bowen Byram,26774977,D/UTIL,4200,COL@WPG 02/24/2023 08:00PM ET,COL,8.75,P
C,Sean Monahan (26774511),Sean Monahan,26774511,C/UTIL,4100,MON@PHI 02/24/2023 07:00PM ET,MON,8.20,IR
D,Joel Edmundson (26774979),Joel Edmundson,26774979,D/UTIL,4100,MON@PHI 02/24/2023 07:00PM ET,MON,8.33,O
LW,Trevor Moore (26774713),Trevor Moore,26774713,W/UTIL,4100,LA@NYI 02/24/2023 07:30PM ET,LA,8.31,O
D,Scott Mayfield (26774981),Scott Mayfield,26774981,D/UTIL,4100,LA@NYI 02/24/2023 07:30PM ET,NYI,7.75,P
C,Ryan O'Reilly (26774513),Ryan O'Reilly,26774513,C/UTIL,4000,MIN@TOR 02/24/2023 07:00PM ET,TOR,8.43,P
RW,Alex Iafallo (26774715),Alex Iafallo,26774715,W/UTIL,4000,LA@NYI 02/24/2023 07:30PM ET,LA,8.16,P
D,Ryan Pulock (26774983),Ryan Pulock,26774983,D/UTIL,4000,LA@NYI 02/24/2023 07:30PM ET,NYI,6.68,P
RW,Seth Jarvis (26774717),Seth Jarvis,26774717,W/UTIL,3900,OTT@CAR 02/24/2023 07:00PM ET,CAR,7.93,P
D,Adam Pelech (26774987),Adam Pelech,26774987,D/UTIL,3900,LA@NYI 02/24/2023 07:30PM ET,NYI,6.79,P
D,Samuel Girard (26774985),Samuel Girard,26774985,D/UTIL,3900,COL@WPG 02/24/2023 08:00PM ET,COL,8.01,P
D,Mark Giordano (26774993),Mark Giordano,26774993,D/UTIL,3800,MIN@TOR 02/24/2023 07:00PM ET,TOR,7.56,P
RW,Josh Anderson (26774719),Josh Anderson,26774719,W/UTIL,3800,MON@PHI 02/24/2023 07:00PM ET,MON,7.80,P
LW,Mike Hoffman (26774721),Mike Hoffman,26774721,W/UTIL,3800,MON@PHI 02/24/2023 07:00PM ET,MON,7.77,P
D,Rasmus Ristolainen (26774989),Rasmus Ristolainen,26774989,D/UTIL,3800,MON@PHI 02/24/2023 07:00PM ET,PHI,6.94,P
D,Jaccob Slavin (26774991),Jaccob Slavin,26774991,D/UTIL,3800,OTT@CAR 02/24/2023 07:00PM ET,CAR,7.16,P
C,Jean-Gabriel Pageau (26774515),Jean-Gabriel Pageau,26774515,C/UTIL,3800,LA@NYI 02/24/2023 07:30PM ET,NYI,7.40,IR
D,Owen Power (26774999),Owen Power,26774999,D/UTIL,3700,BUF@FLA 02/24/2023 07:00PM ET,BUF,6.52,P
C,Morgan Frost (26774517),Morgan Frost,26774517,C/UTIL,3700,MON@PHI 02/24/2023 07:00PM ET,PHI,6.87,P
LW,James van Riemsdyk (26774723),James van Riemsdyk,26774723,W/UTIL,3700,MON@PHI 02/24/2023 07:00PM ET,PHI,7.57,P
D,Brett Pesce (26774995),Brett Pesce,26774995,D/UTIL,3700,OTT@CAR 02/24/2023 07:00PM ET,CAR,7.20,P
RW,Kyle Palmieri (26774725),Kyle Palmieri,26774725,W/UTIL,3700,LA@NYI 02/24/2023 07:30PM ET,NYI,7.14,P
D,Matt Roy (26774997),Matt Roy,26774997,D/UTIL,3700,LA@NYI 02/24/2023 07:30PM ET,LA,8.30,P
D,Jonas Brodin (26775005),Jonas Brodin,26775005,D/UTIL,3600,MIN@TOR 02/24/2023 07:00PM ET,MIN,7.42,IR
C,Eetu Luostarinen (26774519),Eetu Luostarinen,26774519,C/UTIL,3600,BUF@FLA 02/24/2023 07:00PM ET,FLA,6.64,P
LW,Anton Lundell (26774729),Anton Lundell,26774729,W/UTIL,3600,BUF@FLA 02/24/2023 07:00PM ET,FLA,7.73,P
D,Cam York (26775001),Cam York,26775001,D/UTIL,3600,MON@PHI 02/24/2023 07:00PM ET,PHI,5.38,P
D,Travis Hamonic (26775003),Travis Hamonic,26775003,D/UTIL,3600,OTT@CAR 02/24/2023 07:00PM ET,OTT,7.11,P
LW,Gabriel Vilardi (26774727),Gabriel Vilardi,26774727,W/UTIL,3600,LA@NYI 02/24/2023 07:30PM ET,LA,8.25,P
D,T.J. Brodie (26775011),T.J. Brodie,26775011,D/UTIL,3500,MIN@TOR 02/24/2023 07:00PM ET,TOR,6.50,P
C,Noah Cates (26774521),Noah Cates,26774521,C/UTIL,3500,MON@PHI 02/24/2023 07:00PM ET,PHI,5.87,P
RW,Wade Allison (26774731),Wade Allison,26774731,W/UTIL,3500,MON@PHI 02/24/2023 07:00PM ET,PHI,6.05,P
RW,Joel Farabee (26774733),Joel Farabee,26774733,W/UTIL,3500,MON@PHI 02/24/2023 07:00PM ET,PHI,6.23,P
D,Travis Sanheim (26775007),Travis Sanheim,26775007,D/UTIL,3500,MON@PHI 02/24/2023 07:00PM ET,PHI,6.83,P
D,Alexander Romanov (26775009),Alexander Romanov,26775009,D/UTIL,3500,LA@NYI 02/24/2023 07:30PM ET,NYI,6.51,P
RW,Calle Jarnkrok (26774737),Calle Jarnkrok,26774737,W/UTIL,3400,MIN@TOR 02/24/2023 07:00PM ET,TOR,6.18,P
D,Kaiden Guhle (26775013),Kaiden Guhle,26775013,D/UTIL,3400,MON@PHI 02/24/2023 07:00PM ET,MON,6.90,IR
D,Nick Seeler (26775015),Nick Seeler,26775015,D/UTIL,3400,MON@PHI 02/24/2023 07:00PM ET,PHI,6.18,P
C,Shane Pinto (26774523),Shane Pinto,26774523,C/UTIL,3400,OTT@CAR 02/24/2023 07:00PM ET,OTT,6.67,P
LW,Stefan Noesen (26774735),Stefan Noesen,26774735,W/UTIL,3400,OTT@CAR 02/24/2023 07:00PM ET,CAR,6.44,P
D,Dylan DeMelo (26775017),Dylan DeMelo,26775017,D/UTIL,3400,COL@WPG 02/24/2023 08:00PM ET,WPG,5.94,P
D,Timothy Liljegren (26775023),Timothy Liljegren,26775023,D/UTIL,3300,MIN@TOR 02/24/2023 07:00PM ET,TOR,6.25,P
D,Justin Barron (26775019),Justin Barron,26775019,D/UTIL,3300,MON@PHI 02/24/2023 07:00PM ET,MON,4.96,P
C,Jordan Staal (26774525),Jordan Staal,26774525,C/UTIL,3300,OTT@CAR 02/24/2023 07:00PM ET,CAR,6.52,P
LW,Jordan Martinook (26774739),Jordan Martinook,26774739,W/UTIL,3300,OTT@CAR 02/24/2023 07:00PM ET,CAR,7.05,P
RW,Matt Martin (26774741),Matt Martin,26774741,W/UTIL,3300,LA@NYI 02/24/2023 07:30PM ET,NYI,4.20,P
D,Sebastian Aho (26775021),Sebastian Aho,26775021,D/UTIL,3300,LA@NYI 02/24/2023 07:30PM ET,NYI,5.51,P
D,Radko Gudas (26775027),Radko Gudas,26775027,D/UTIL,3200,BUF@FLA 02/24/2023 07:00PM ET,FLA,6.65,P
D,Mattias Samuelsson (26775029),Mattias Samuelsson,26775029,D/UTIL,3200,BUF@FLA 02/24/2023 07:00PM ET,BUF,5.60,P
C,Alex Belzile (26774527),Alex Belzile,26774527,C/UTIL,3200,MON@PHI 02/24/2023 07:00PM ET,MON,6.02,P
RW,Joel Armia (26774743),Joel Armia,26774743,W/UTIL,3200,MON@PHI 02/24/2023 07:00PM ET,MON,5.43,DTD
C,Ridly Greig (26774529),Ridly Greig,26774529,C/UTIL,3200,OTT@CAR 02/24/2023 07:00PM ET,OTT,5.29,P
LW,Quinton Byfield (26774745),Quinton Byfield,26774745,W/UTIL,3200,LA@NYI 02/24/2023 07:30PM ET,LA,4.80,P
D,Nate Schmidt (26775025),Nate Schmidt,26775025,D/UTIL,3200,COL@WPG 02/24/2023 08:00PM ET,WPG,5.61,P
C,Eric Staal (26774533),Eric Staal,26774533,C/UTIL,3100,BUF@FLA 02/24/2023 07:00PM ET,FLA,6.11,P
D,Henri Jokiharju (26775035),Henri Jokiharju,26775035,D/UTIL,3100,BUF@FLA 02/24/2023 07:00PM ET,BUF,5.18,P
D,Jordan Harris (26775033),Jordan Harris,26775033,D/UTIL,3100,MON@PHI 02/24/2023 07:00PM ET,MON,5.68,P
C,Jesperi Kotkaniemi (26774531),Jesperi Kotkaniemi,26774531,C/UTIL,3100,OTT@CAR 02/24/2023 07:00PM ET,CAR,5.20,P
RW,Arthur Kaliyev (26774749),Arthur Kaliyev,26774749,W/UTIL,3100,LA@NYI 02/24/2023 07:30PM ET,LA,7.22,P
LW,Cole Perfetti (26774747),Cole Perfetti,26774747,W/UTIL,3100,COL@WPG 02/24/2023 08:00PM ET,WPG,6.88,IR
D,Josh Manson (26775031),Josh Manson,26775031,D/UTIL,3100,COL@WPG 02/24/2023 08:00PM ET,COL,6.85,P
C,Jonathan Drouin (26774535),Jonathan Drouin,26774535,C/UTIL,3000,MON@PHI 02/24/2023 07:00PM ET,MON,5.31,P
C,Christian Dvorak (26774537),Christian Dvorak,26774537,C/UTIL,3000,MON@PHI 02/24/2023 07:00PM ET,MON,6.52,P
RW,Evgenii Dadonov (26774751),Evgenii Dadonov,26774751,W/UTIL,3000,MON@PHI 02/24/2023 07:00PM ET,MON,5.40,P
D,Arber Xhekaj (26775037),Arber Xhekaj,26775037,D/UTIL,3000,MON@PHI 02/24/2023 07:00PM ET,MON,5.29,IR
D,Erik Brannstrom (26775041),Erik Brannstrom,26775041,D/UTIL,3000,OTT@CAR 02/24/2023 07:00PM ET,OTT,5.02,P
D,Mikey Anderson (26775039),Mikey Anderson,26775039,D/UTIL,3000,LA@NYI 02/24/2023 07:30PM ET,LA,5.74,P
RW,Mason Appleton (26774753),Mason Appleton,26774753,W/UTIL,3000,COL@WPG 02/24/2023 08:00PM ET,WPG,4.75,P
C,Frederick Gaudreau (26774541),Frederick Gaudreau,26774541,C/UTIL,2900,MIN@TOR 02/24/2023 07:00PM ET,MIN,6.48,P
D,Rasmus Sandin (26775045),Rasmus Sandin,26775045,D/UTIL,2900,MIN@TOR 02/24/2023 07:00PM ET,TOR,5.6,O
D,Jake Middleton (26775047),Jake Middleton,26775047,D/UTIL,2900,MIN@TOR 02/24/2023 07:00PM ET,MIN,5.85,P
RW,Kyle Okposo (26774757),Kyle Okposo,26774757,W/UTIL,2900,BUF@FLA 02/24/2023 07:00PM ET,BUF,6.64,P
RW,Brendan Gallagher (26774755),Brendan Gallagher,26774755,W/UTIL,2900,MON@PHI 02/24/2023 07:00PM ET,MON,6.56,IR
C,Adam Lowry (26774539),Adam Lowry,26774539,C/UTIL,2900,COL@WPG 02/24/2023 08:00PM ET,WPG,5.75,P
D,Brenden Dillon (26775043),Brenden Dillon,26775043,D/UTIL,2900,COL@WPG 02/24/2023 08:00PM ET,WPG,5.45,P
C,Noel Acciari (26774545),Noel Acciari,26774545,C/UTIL,2800,MIN@TOR 02/24/2023 07:00PM ET,TOR,6.17,P
RW,Alexander Kerfoot (26774759),Alexander Kerfoot,26774759,W/UTIL,2800,MIN@TOR 02/24/2023 07:00PM ET,TOR,6.31,P
D,Matt Dumba (26775053),Matt Dumba,26775053,D/UTIL,2800,MIN@TOR 02/24/2023 07:00PM ET,MIN,5.80,P
LW,Casey Mittelstadt (26774761),Casey Mittelstadt,26774761,W/UTIL,2800,BUF@FLA 02/24/2023 07:00PM ET,BUF,6.39,P
D,Corey Schueneman (26775051),Corey Schueneman,26775051,D/UTIL,2800,MON@PHI 02/24/2023 07:00PM ET,MON,8,P
C,Alex Newhook (26774543),Alex Newhook,26774543,C/UTIL,2800,COL@WPG 02/24/2023 08:00PM ET,COL,5.4,P
D,Erik Johnson (26775049),Erik Johnson,26775049,D/UTIL,2800,COL@WPG 02/24/2023 08:00PM ET,COL,5.71,IR
D,Justin Holl (26775057),Justin Holl,26775057,D/UTIL,2700,MIN@TOR 02/24/2023 07:00PM ET,TOR,5.34,P
D,Alex Goligoski (26775059),Alex Goligoski,26775059,D/UTIL,2700,MIN@TOR 02/24/2023 07:00PM ET,MIN,5.21,P
RW,Jack Quinn (26774765),Jack Quinn,26774765,W/UTIL,2700,BUF@FLA 02/24/2023 07:00PM ET,BUF,5.97,P
C,Paul Stastny (26774547),Paul Stastny,26774547,C/UTIL,2700,OTT@CAR 02/24/2023 07:00PM ET,CAR,4.22,P
LW,Mathieu Joseph (26774767),Mathieu Joseph,26774767,W/UTIL,2700,OTT@CAR 02/24/2023 07:00PM ET,OTT,4.80,P
C,Blake Lizotte (26774549),Blake Lizotte,26774549,C/UTIL,2700,LA@NYI 02/24/2023 07:30PM ET,LA,5.55,P
LW,Josh Bailey (26774763),Josh Bailey,26774763,W/UTIL,2700,LA@NYI 02/24/2023 07:30PM ET,NYI,4.8,DTD
D,Dylan Samberg (26775055),Dylan Samberg,26775055,D/UTIL,2700,COL@WPG 02/24/2023 08:00PM ET,WPG,5.34,P
LW,Pierre Engvall (26774773),Pierre Engvall,26774773,W/UTIL,2600,MIN@TOR 02/24/2023 07:00PM ET,TOR,5.47,P
D,Conor Timmins (26775063),Conor Timmins,26775063,D/UTIL,2600,MIN@TOR 02/24/2023 07:00PM ET,TOR,5.36,P
D,Calen Addison (26775069),Calen Addison,26775069,D/UTIL,2600,MIN@TOR 02/24/2023 07:00PM ET,MIN,5.68,P
C,Colin White (26774553),Colin White,26774553,C/UTIL,2600,BUF@FLA 02/24/2023 07:00PM ET,FLA,4.25,P
C,Peyton Krebs (26774555),Peyton Krebs,26774555,C/UTIL,2600,BUF@FLA 02/24/2023 07:00PM ET,BUF,4.25,P
C,Tyson Jost (26774557),Tyson Jost,26774557,C/UTIL,2600,BUF@FLA 02/24/2023 07:00PM ET,BUF,5.08,P
LW,JJ Peterka (26774775),JJ Peterka,26774775,W/UTIL,2600,BUF@FLA 02/24/2023 07:00PM ET,BUF,4.78,P
D,Marc Staal (26775065),Marc Staal,26775065,D/UTIL,2600,BUF@FLA 02/24/2023 07:00PM ET,FLA,4.34,P
D,Nick Holden (26775067),Nick Holden,26775067,D/UTIL,2600,OTT@CAR 02/24/2023 07:00PM ET,OTT,4.54,P
C,Casey Cizikas (26774551),Casey Cizikas,26774551,C/UTIL,2600,LA@NYI 02/24/2023 07:30PM ET,NYI,4.16,P
LW,Arnaud Durandeau (26774769),Arnaud Durandeau,26774769,W/UTIL,2600,LA@NYI 02/24/2023 07:30PM ET,NYI,5.9,P
D,Sean Walker (26775061),Sean Walker,26775061,D/UTIL,2600,LA@NYI 02/24/2023 07:30PM ET,LA,5.86,P
LW,Morgan Barron (26774771),Morgan Barron,26774771,W/UTIL,2600,COL@WPG 02/24/2023 08:00PM ET,WPG,5.54,P
C,David Kampf (26774603),David Kampf,26774603,C/UTIL,2500,MIN@TOR 02/24/2023 07:00PM ET,TOR,4.56,P
C,Rodion Amirov (26774605),Rodion Amirov,26774605,C/UTIL,2500,MIN@TOR 02/24/2023 07:00PM ET,TOR,0,IR
C,Semyon Der-Arguchintsev (26774607),Semyon Der-Arguchintsev,26774607,C/UTIL,2500,MIN@TOR 02/24/2023 07:00PM ET,TOR,0,P
